there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [0.5467016119698469, 0.3293876586766068, -0.8078610328575537, -2.8285335027467373, -2.5308856145803027, 9.278049335007418, 1.7742826605904842, 2.692024007962404, 2.9770237295609903, 7.117733832985356], 'output': 0.9999992541169395, 'delta': 5.85290520020644e-19}, {'weights': [7.169294961196423, -2.1340697896158796, 0.8941537258490058, 3.8929795618278207, -1.6121869734725909, -0.6702003691856491, 0.758548156748511, 1.1805871789041276, 0.5664380536441794, 5.761206653850263], 'output': 0.9955406522563225, 'delta': 2.7642245343356014e-15}, {'weights': [3.3080346101627414, 2.1017626575187798, 0.04583369344608014, 1.6892332779237698, 3.539078556796411, 2.2539261376748803, 1.568996124372003, -1.4487350348811194, 1.5810007224412301, 4.063141293380631], 'output': 0.9970191010656412, 'delta': 1.684280084242484e-15}, {'weights': [3.0385687264602326, 2.5671113167484743, -0.1770101965149953, 2.845965130604801, 2.8489744747333132, 2.248439167018441, 1.4026430303838064, -0.9707238255794777, 0.7861064658286752, 4.024894847397881], 'output': 0.9992430963459773, 'delta': 4.34228333297328e-16}, {'weights': [2.492933013371424, 0.038538489384320994, -1.4452827394806136, 2.786342570448902, 0.3913087514144151, 2.5220774716166745, 0.33043693649854056, 2.5362658638343043, 2.3490445722777333, 5.95360383143553], 'output': 0.9997306608219715, 'delta': 1.4549863227658995e-16}]
node #0: {'weights': [0.5467016119698469, 0.3293876586766068, -0.8078610328575537, -2.8285335027467373, -2.5308856145803027, 9.278049335007418, 1.7742826605904842, 2.692024007962404, 2.9770237295609903, 7.117733832985356], 'output': 0.9999992541169395, 'delta': 5.85290520020644e-19}
node #1: {'weights': [7.169294961196423, -2.1340697896158796, 0.8941537258490058, 3.8929795618278207, -1.6121869734725909, -0.6702003691856491, 0.758548156748511, 1.1805871789041276, 0.5664380536441794, 5.761206653850263], 'output': 0.9955406522563225, 'delta': 2.7642245343356014e-15}
node #2: {'weights': [3.3080346101627414, 2.1017626575187798, 0.04583369344608014, 1.6892332779237698, 3.539078556796411, 2.2539261376748803, 1.568996124372003, -1.4487350348811194, 1.5810007224412301, 4.063141293380631], 'output': 0.9970191010656412, 'delta': 1.684280084242484e-15}
node #3: {'weights': [3.0385687264602326, 2.5671113167484743, -0.1770101965149953, 2.845965130604801, 2.8489744747333132, 2.248439167018441, 1.4026430303838064, -0.9707238255794777, 0.7861064658286752, 4.024894847397881], 'output': 0.9992430963459773, 'delta': 4.34228333297328e-16}
node #4: {'weights': [2.492933013371424, 0.038538489384320994, -1.4452827394806136, 2.786342570448902, 0.3913087514144151, 2.5220774716166745, 0.33043693649854056, 2.5362658638343043, 2.3490445722777333, 5.95360383143553], 'output': 0.9997306608219715, 'delta': 1.4549863227658995e-16}
output layer: [{'weights': [-6.458697112726579, -5.137306499439508, -4.586817824408013, -4.807793369975655, -4.348415769244108, 10.10442368781633], 'output': 2.521579371340328e-07, 'delta': -6.358360922657506e-14}, {'weights': [6.419583683327888, 5.08035984469966, 4.721079664281178, 4.6071314563526125, 4.528788770858742, -10.078604484301293], 'output': 0.9999997586214288, 'delta': 5.826360059116683e-14}]
node #0: {'weights': [-6.458697112726579, -5.137306499439508, -4.586817824408013, -4.807793369975655, -4.348415769244108, 10.10442368781633], 'output': 2.521579371340328e-07, 'delta': -6.358360922657506e-14}
node #1: {'weights': [6.419583683327888, 5.08035984469966, 4.721079664281178, 4.6071314563526125, 4.528788770858742, -10.078604484301293], 'output': 0.9999997586214288, 'delta': 5.826360059116683e-14}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.5; n_epoch: 300, n_hidden: [9]
epoch: 0, lrate: 0.500, error: 190.77689555
epoch: 100, lrate: 0.500, error: 25.65216416
epoch: 200, lrate: 0.500, error: 20.23812552
epoch: 300, lrate: 0.500, error: 15.73579564
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [2.1797927439268867, 0.9333723575975408, -0.7004899542677308, -0.38022726096609266, 1.7319441188781977, 1.73035317454785, 1.480118728727887, -0.2723246449512773, 2.553695252449153, 3.172019338107896], 'output': 0.9510491295831943, 'delta': 2.496165897375928e-23}, {'weights': [2.0721921045496727, 2.1306152617333476, 1.4765862995109151, 4.252316116428386, 4.30064324864509, 1.5570967486962537, 0.8630076492095581, -1.4410369666999883, 0.8747047400080586, 3.645040840249715], 'output': 0.998435793310596, 'delta': 1.4362048194445929e-24}, {'weights': [2.899182686620055, 1.0262624435475882, -0.3276735958152572, -2.4597959493078942, 2.656176928602912, 2.2930967179046533, 2.4846543318426484, -0.4534417536577883, 4.166029385998795, 4.413385030080989], 'output': 0.9403928228226317, 'delta': 4.340983126392389e-23}, {'weights': [2.553531700921889, 0.29151972705003576, -0.8934282178477101, 0.8242532427432662, 0.07981365142048073, 2.1940464256920573, 0.6820074794267507, 1.8389849309311173, 2.7151915031865075, 4.216049484026564], 'output': 0.9907367601218566, 'delta': 4.9770873832365576e-24}, {'weights': [2.4742405488497052, 0.9400926792833506, -0.47690881722347916, -0.7688338288487147, 2.0839666398360004, 1.9855570747555098, 1.6368206724709118, -0.3117321631077374, 3.1774494148021737, 3.9374532344857816], 'output': 0.9610849249170883, 'delta': 2.3686535046666958e-23}, {'weights': [2.0982733208081146, 0.690883994512215, -1.5481963191246981, 1.9027071244510323, -1.0320271999399264, 2.1280907733532177, 0.38833827681940736, 1.9766242468836641, 1.7090256247936706, 3.477643993699284], 'output': 0.9949441694228204, 'delta': 2.6339150036944737e-24}, {'weights': [4.377048928228965, -1.2027573563533562, -2.3092209150003455, 5.01537049755509, -5.869153012947498, 4.123122745438027, -0.7732529704153673, 4.15394456302339, 1.6285482799477222, 2.1051077641427285], 'output': 0.9981235020591323, 'delta': 1.8768703446546383e-24}, {'weights': [1.8976768770129375, 0.16449308392393908, -1.635769803929595, 3.4188388972198216, -3.1060046147251037, 2.300779102824076, -0.1524317153641175, 2.2874743045412145, 0.7077815009163095, 1.5947115682639714], 'output': 0.9924821470611205, 'delta': 4.2091358394174345e-24}, {'weights': [3.186789054843675, -0.33364583126736497, -1.4544730570265778, 0.1663387579613687, -1.0105109318015857, 2.4285557918031366, 0.7434407780296148, 2.7698523558087604, 3.034334860832496, 3.2083380681611344], 'output': 0.9672588099699209, 'delta': 1.9485497373613927e-23}]
node #0: {'weights': [2.1797927439268867, 0.9333723575975408, -0.7004899542677308, -0.38022726096609266, 1.7319441188781977, 1.73035317454785, 1.480118728727887, -0.2723246449512773, 2.553695252449153, 3.172019338107896], 'output': 0.9510491295831943, 'delta': 2.496165897375928e-23}
node #1: {'weights': [2.0721921045496727, 2.1306152617333476, 1.4765862995109151, 4.252316116428386, 4.30064324864509, 1.5570967486962537, 0.8630076492095581, -1.4410369666999883, 0.8747047400080586, 3.645040840249715], 'output': 0.998435793310596, 'delta': 1.4362048194445929e-24}
node #2: {'weights': [2.899182686620055, 1.0262624435475882, -0.3276735958152572, -2.4597959493078942, 2.656176928602912, 2.2930967179046533, 2.4846543318426484, -0.4534417536577883, 4.166029385998795, 4.413385030080989], 'output': 0.9403928228226317, 'delta': 4.340983126392389e-23}
node #3: {'weights': [2.553531700921889, 0.29151972705003576, -0.8934282178477101, 0.8242532427432662, 0.07981365142048073, 2.1940464256920573, 0.6820074794267507, 1.8389849309311173, 2.7151915031865075, 4.216049484026564], 'output': 0.9907367601218566, 'delta': 4.9770873832365576e-24}
node #4: {'weights': [2.4742405488497052, 0.9400926792833506, -0.47690881722347916, -0.7688338288487147, 2.0839666398360004, 1.9855570747555098, 1.6368206724709118, -0.3117321631077374, 3.1774494148021737, 3.9374532344857816], 'output': 0.9610849249170883, 'delta': 2.3686535046666958e-23}
node #5: {'weights': [2.0982733208081146, 0.690883994512215, -1.5481963191246981, 1.9027071244510323, -1.0320271999399264, 2.1280907733532177, 0.38833827681940736, 1.9766242468836641, 1.7090256247936706, 3.477643993699284], 'output': 0.9949441694228204, 'delta': 2.6339150036944737e-24}
node #6: {'weights': [4.377048928228965, -1.2027573563533562, -2.3092209150003455, 5.01537049755509, -5.869153012947498, 4.123122745438027, -0.7732529704153673, 4.15394456302339, 1.6285482799477222, 2.1051077641427285], 'output': 0.9981235020591323, 'delta': 1.8768703446546383e-24}
node #7: {'weights': [1.8976768770129375, 0.16449308392393908, -1.635769803929595, 3.4188388972198216, -3.1060046147251037, 2.300779102824076, -0.1524317153641175, 2.2874743045412145, 0.7077815009163095, 1.5947115682639714], 'output': 0.9924821470611205, 'delta': 4.2091358394174345e-24}
node #8: {'weights': [3.186789054843675, -0.33364583126736497, -1.4544730570265778, 0.1663387579613687, -1.0105109318015857, 2.4285557918031366, 0.7434407780296148, 2.7698523558087604, 3.034334860832496, 3.2083380681611344], 'output': 0.9672588099699209, 'delta': 1.9485497373613927e-23}
output layer: [{'weights': [-3.002139041545993, -4.792565743056802, -3.899157252884406, -2.976787063081214, -3.332335652524819, -2.7710487869238243, -5.229332287801576, -2.9614771626725895, -3.18574902956195, 6.094999258224507], 'output': 9.678865821860478e-12, 'delta': -9.368044359667218e-23}, {'weights': [2.643375597984773, 4.879900582496929, 4.242378230826214, 2.7316519295747885, 3.329844605296585, 2.737548774681485, 5.310780119617732, 2.9726473075795536, 3.2852216986592038, -6.088307367463621], 'output': 0.9999999999901794, 'delta': 9.64439641150235e-23}]
node #0: {'weights': [-3.002139041545993, -4.792565743056802, -3.899157252884406, -2.976787063081214, -3.332335652524819, -2.7710487869238243, -5.229332287801576, -2.9614771626725895, -3.18574902956195, 6.094999258224507], 'output': 9.678865821860478e-12, 'delta': -9.368044359667218e-23}
node #1: {'weights': [2.643375597984773, 4.879900582496929, 4.242378230826214, 2.7316519295747885, 3.329844605296585, 2.737548774681485, 5.310780119617732, 2.9726473075795536, 3.2852216986592038, -6.088307367463621], 'output': 0.9999999999901794, 'delta': 9.64439641150235e-23}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.1; n_epoch: 500, n_hidden: [5]
epoch: 0, lrate: 0.100, error: 389.14045238
epoch: 100, lrate: 0.100, error: 37.04858438
epoch: 200, lrate: 0.100, error: 30.42579780
epoch: 300, lrate: 0.100, error: 24.64358538
epoch: 400, lrate: 0.100, error: 21.02544792
epoch: 500, lrate: 0.100, error: 18.49870951
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 5 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [0.8106776120976767, 0.6679566165838815, 0.5227139740771358, 1.6149772797778508, 1.3178526119978613, 0.356318909026568, 0.7797670649329469, -0.38074488015401053, 0.9956396581195736, 1.446100387653915], 'output': 0.8909757434199393, 'delta': 2.680275290914287e-10}, {'weights': [1.8589292507444695, -0.28353844535668365, -1.618051632914139, -0.6628998830737972, -1.4121456096426463, 6.409526410376647, 0.728003338179129, 2.4528084779688797, 2.0195412058876516, 5.226538477066911], 'output': 0.9999638787018453, 'delta': 2.291932020172554e-13}, {'weights': [4.110519726687866, -0.21223871327464386, -0.15962700133896665, 2.396902474267444, -0.7428863379261521, 0.9346825946551076, 0.48448662552048194, 1.237225173034275, 0.8534878779687821, 4.876225080312896], 'output': 0.9969039568595398, 'delta': 1.6307814759235927e-11}, {'weights': [1.8375133826568402, 0.9067502183690189, -0.28246106748558764, 1.2595627161999983, 1.4364778741884816, 1.3778327745031684, 1.0435960614245754, 0.5562411488423027, 1.64065893388701, 3.8973172123404596], 'output': 0.9935742575738882, 'delta': 2.9085239961374732e-11}, {'weights': [1.1477510555560095, 1.314866598625253, 0.4946963239268678, 2.5243092161368246, 1.451747957912307, 0.9063323964265563, 0.615868845018392, -0.5067307823652394, 0.6950870275373983, 2.1702336430547247], 'output': 0.9782997153307631, 'delta': 8.480239674230871e-11}]
node #0: {'weights': [0.8106776120976767, 0.6679566165838815, 0.5227139740771358, 1.6149772797778508, 1.3178526119978613, 0.356318909026568, 0.7797670649329469, -0.38074488015401053, 0.9956396581195736, 1.446100387653915], 'output': 0.8909757434199393, 'delta': 2.680275290914287e-10}
node #1: {'weights': [1.8589292507444695, -0.28353844535668365, -1.618051632914139, -0.6628998830737972, -1.4121456096426463, 6.409526410376647, 0.728003338179129, 2.4528084779688797, 2.0195412058876516, 5.226538477066911], 'output': 0.9999638787018453, 'delta': 2.291932020172554e-13}
node #2: {'weights': [4.110519726687866, -0.21223871327464386, -0.15962700133896665, 2.396902474267444, -0.7428863379261521, 0.9346825946551076, 0.48448662552048194, 1.237225173034275, 0.8534878779687821, 4.876225080312896], 'output': 0.9969039568595398, 'delta': 1.6307814759235927e-11}
node #3: {'weights': [1.8375133826568402, 0.9067502183690189, -0.28246106748558764, 1.2595627161999983, 1.4364778741884816, 1.3778327745031684, 1.0435960614245754, 0.5562411488423027, 1.64065893388701, 3.8973172123404596], 'output': 0.9935742575738882, 'delta': 2.9085239961374732e-11}
node #4: {'weights': [1.1477510555560095, 1.314866598625253, 0.4946963239268678, 2.5243092161368246, 1.451747957912307, 0.9063323964265563, 0.615868845018392, -0.5067307823652394, 0.6950870275373983, 2.1702336430547247], 'output': 0.9782997153307631, 'delta': 8.480239674230871e-11}
output layer: [{'weights': [-2.1408744546862337, -5.004413852646652, -4.1845588538589915, -3.6941991171986817, -3.0534400571263447, 7.21531754167171], 'output': 2.683902545768033e-05, 'delta': -7.203139544745713e-10}, {'weights': [2.238033119215158, 5.039260631643291, 4.173007458450796, 3.4838075167616127, 3.3008300111526876, -7.217678945133334], 'output': 0.9999766792346927, 'delta': 5.438454113316913e-10}]
node #0: {'weights': [-2.1408744546862337, -5.004413852646652, -4.1845588538589915, -3.6941991171986817, -3.0534400571263447, 7.21531754167171], 'output': 2.683902545768033e-05, 'delta': -7.203139544745713e-10}
node #1: {'weights': [2.238033119215158, 5.039260631643291, 4.173007458450796, 3.4838075167616127, 3.3008300111526876, -7.217678945133334], 'output': 0.9999766792346927, 'delta': 5.438454113316913e-10}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
predicted: 4.0; actual: 4.0
l_rate: 0.1; n_epoch: 500, n_hidden: [9]
epoch: 0, lrate: 0.100, error: 369.96764740
epoch: 100, lrate: 0.100, error: 36.22501324
epoch: 200, lrate: 0.100, error: 29.83495671
epoch: 300, lrate: 0.100, error: 26.96839031
epoch: 400, lrate: 0.100, error: 24.94710503
epoch: 500, lrate: 0.100, error: 22.75210743
the trained network:
there are a total of 1 hidden layers
there are 9 inputs
there are 9 nodes in the 1st hidden layer
there are 2 nodes in the output layer
layer 0: [{'weights': [1.390718553100299, 0.9187154218023053, -0.10963308629415783, 1.2135829682002082, 1.1507452096883188, 1.2325118880082209, 0.6086104289350912, -0.1300929754959886, 0.8177830926930884, 2.0078898679645842], 'output': 0.9621837747931103, 'delta': 1.2725434086736058e-14}, {'weights': [1.618507528304244, -0.7068798975252402, -1.4786920343898822, -0.42284561429817835, -1.1234543846956628, 3.551544789706382, 0.32961754903410506, 1.3754854042715892, 1.4231150889759534, 2.348313861391952], 'output': 0.9901311352448894, 'delta': 4.754084774096368e-15}, {'weights': [2.249200199705183, 1.0254839800651476, -1.0921404105590895, 1.8408845916469934, 0.21517377615784913, 1.7941014702622629, 0.5508633849712424, 0.948728435733278, 1.0926803956427078, 3.7913550059968264], 'output': 0.9965439847247225, 'delta': 1.8740645049322655e-15}, {'weights': [0.7786722162279207, 0.79104334505628, 0.3187946530562569, 0.7971264358509481, 0.8996878542624291, 0.7194240640537922, 0.3030223011479214, -0.08856109342496792, 1.1854246749992663, 1.5571248265352169], 'output': 0.8212099737447277, 'delta': 3.739627873953913e-14}, {'weights': [0.8731322007088593, 1.063930906015834, 0.41549631191720277, 1.1673565017725762, 1.3921279074026636, 0.913160312092919, 0.4012762259148253, -0.5400374658845375, 0.8231203129779674, 1.4553699750704345], 'output': 0.8923007972783686, 'delta': 2.9570447678242003e-14}, {'weights': [1.2074367085341782, 1.4313726620347589, -0.18227403230870814, 2.151187397126811, 1.1334997874288708, 1.3055205947986763, 0.35786570274875934, -0.2435495194521834, 0.1583769253863209, 1.7099630776434278], 'output': 0.9804218764458122, 'delta': 7.704529781173393e-15}, {'weights': [2.5355723612976613, 0.24689879199815376, -0.9181817071524417, 0.30388305968870405, 0.1784404718279659, 1.7609579232428718, 0.631309141117292, 1.4952185291771327, 2.4132449276798846, 3.4204106478121785], 'output': 0.9649697846727362, 'delta': 1.8531993648144372e-14}, {'weights': [2.012302733934842, -0.06882709781343711, -0.8591920716699413, 1.932691526196655, -0.7774800752720071, 1.6865739101506088, -0.048526077995814605, 1.7208707882263767, 1.2265763448881313, 2.7640015241912868], 'output': 0.9847644822195725, 'delta': 6.894843559518637e-15}, {'weights': [0.1018469546305553, 1.232796592195396, 0.6895749845196367, 1.5993939777579578, 0.7264024923952149, 0.3292580721710575, 0.2506201246480059, 0.07445632785276136, 0.4182941555926544, 0.5793275487212478], 'output': 0.815694942943977, 'delta': 3.1469883366690796e-14}]
node #0: {'weights': [1.390718553100299, 0.9187154218023053, -0.10963308629415783, 1.2135829682002082, 1.1507452096883188, 1.2325118880082209, 0.6086104289350912, -0.1300929754959886, 0.8177830926930884, 2.0078898679645842], 'output': 0.9621837747931103, 'delta': 1.2725434086736058e-14}
node #1: {'weights': [1.618507528304244, -0.7068798975252402, -1.4786920343898822, -0.42284561429817835, -1.1234543846956628, 3.551544789706382, 0.32961754903410506, 1.3754854042715892, 1.4231150889759534, 2.348313861391952], 'output': 0.9901311352448894, 'delta': 4.754084774096368e-15}
node #2: {'weights': [2.249200199705183, 1.0254839800651476, -1.0921404105590895, 1.8408845916469934, 0.21517377615784913, 1.7941014702622629, 0.5508633849712424, 0.948728435733278, 1.0926803956427078, 3.7913550059968264], 'output': 0.9965439847247225, 'delta': 1.8740645049322655e-15}
node #3: {'weights': [0.7786722162279207, 0.79104334505628, 0.3187946530562569, 0.7971264358509481, 0.8996878542624291, 0.7194240640537922, 0.3030223011479214, -0.08856109342496792, 1.1854246749992663, 1.5571248265352169], 'output': 0.8212099737447277, 'delta': 3.739627873953913e-14}
node #4: {'weights': [0.8731322007088593, 1.063930906015834, 0.41549631191720277, 1.1673565017725762, 1.3921279074026636, 0.913160312092919, 0.4012762259148253, -0.5400374658845375, 0.8231203129779674, 1.4553699750704345], 'output': 0.8923007972783686, 'delta': 2.9570447678242003e-14}
node #5: {'weights': [1.2074367085341782, 1.4313726620347589, -0.18227403230870814, 2.151187397126811, 1.1334997874288708, 1.3055205947986763, 0.35786570274875934, -0.2435495194521834, 0.1583769253863209, 1.7099630776434278], 'output': 0.9804218764458122, 'delta': 7.704529781173393e-15}
node #6: {'weights': [2.5355723612976613, 0.24689879199815376, -0.9181817071524417, 0.30388305968870405, 0.1784404718279659, 1.7609579232428718, 0.631309141117292, 1.4952185291771327, 2.4132449276798846, 3.4204106478121785], 'output': 0.9649697846727362, 'delta': 1.8531993648144372e-14}
node #7: {'weights': [2.012302733934842, -0.06882709781343711, -0.8591920716699413, 1.932691526196655, -0.7774800752720071, 1.6865739101506088, -0.048526077995814605, 1.7208707882263767, 1.2265763448881313, 2.7640015241912868], 'output': 0.9847644822195725, 'delta': 6.894843559518637e-15}
node #8: {'weights': [0.1018469546305553, 1.232796592195396, 0.6895749845196367, 1.5993939777579578, 0.7264024923952149, 0.3292580721710575, 0.2506201246480059, 0.07445632785276136, 0.4182941555926544, 0.5793275487212478], 'output': 0.815694942943977, 'delta': 3.1469883366690796e-14}
output layer: [{'weights': [-1.9361976981988533, -3.0915234540206944, -3.5957331419780756, -1.6747533185339154, -1.8263682989121335, -2.5397610361223806, -3.270664827122599, -2.8734387395280105, -1.443862373295927, 6.134749879686528], 'output': 2.965399263365129e-07, 'delta': -8.79359018351509e-14}, {'weights': [2.4902870348229906, 2.9787052764261923, 3.1629324972430646, 1.4906654406825282, 2.041129223002029, 2.4705579840755916, 3.6163412097361443, 2.87051087387115, 1.1428276147935812, -6.083121017373996], 'output': 0.99999973154398, 'delta': 7.206861531060496e-14}]
node #0: {'weights': [-1.9361976981988533, -3.0915234540206944, -3.5957331419780756, -1.6747533185339154, -1.8263682989121335, -2.5397610361223806, -3.270664827122599, -2.8734387395280105, -1.443862373295927, 6.134749879686528], 'output': 2.965399263365129e-07, 'delta': -8.79359018351509e-14}
node #1: {'weights': [2.4902870348229906, 2.9787052764261923, 3.1629324972430646, 1.4906654406825282, 2.041129223002029, 2.4705579840755916, 3.6163412097361443, 2.87051087387115, 1.1428276147935812, -6.083121017373996], 'output': 0.99999973154398, 'delta': 7.206861531060496e-14}
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 4.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
predicted: 2.0; actual: 2.0
