[1.0, 0.44594594594594605, 0.39495798319327724, -0.6991150442477876, -0.20913759518328312, -0.2985877605917958, -0.3680052666227782, -0.38515196811160923, 0.2857142857142857]
[-1.0, 0.4054054054054055, 0.34453781512605053, -0.7522123893805309, -0.35399327076323717, -0.47747141896435785, -0.41540487162606987, -0.46287992027902325, 0.2857142857142857]
[1.0, 0.4864864864864866, 0.47899159663865554, -0.7256637168141593, -0.1676996635381619, -0.32145258910558194, -0.2692560895325872, -0.3153961136023916, 0.2857142857142857]
[1.0, 0.22972972972972983, 0.24369747899159666, -0.7699115044247787, -0.5041615016823091, -0.6012104909213182, -0.6339697169190257, -0.5645241654210263, 0.2857142857142857]
[0.0, 0.3243243243243241, 0.2268907563025211, -0.7256637168141593, -0.47511953249513017, -0.5843981170141225, -0.5115207373271888, -0.5426008968609864, 0.2857142857142857]
[-1.0, 0.3243243243243241, 0.2941176470588236, -0.7345132743362832, -0.3901186470692404, -0.4162743779421656, -0.608953258722844, -0.46487294469357243, 0.2857142857142857]
[-1.0, 0.22972972972972983, 0.14285714285714302, -0.7964601769911503, -0.5987249867186117, -0.6664425016812374, -0.6392363396971692, -0.682112605879422, 0.2857142857142857]
[1.0, -0.2702702702702704, -0.2773109243697478, -0.831858407079646, -0.861873561182929, -0.9119031607262946, -0.869651086240948, -0.8634778276033881, 0.2857142857142857]
[0.0, 0.43243243243243246, 0.39495798319327724, -0.7433628318584071, -0.4329732601381264, -0.49159381304640226, -0.4048716260697828, -0.5645241654210263, 0.2857142857142857]
[-1.0, 0.31081081081081097, 0.2941176470588236, -0.7610619469026548, -0.4329732601381264, -0.5305985205110963, -0.5760368663594471, -0.4867962132536122, 0.2857142857142857]
[-1.0, 0.43243243243243246, 0.34453781512605053, -0.7433628318584071, -0.30901363555870376, -0.37188971082716893, -0.5339038841342989, -0.45490782262082696, 0.2857142857142857]
[1.0, 0.16216216216216206, 0.10924369747899165, -0.8053097345132743, -0.5374535151407827, -0.5729657027572295, -0.6063199473337723, -0.6342800199302441, 0.2857142857142857]
[1.0, 0.3783783783783785, 0.39495798319327724, -0.7433628318584071, -0.3238887905082345, -0.4599865501008743, -0.3785385121790653, -0.4748380667663178, 0.2857142857142857]
[0.0, 0.3648648648648649, 0.2268907563025211, -0.7522123893805309, -0.5048698423941916, -0.5595158036314729, -0.7327188940092166, -0.5535625311410064, 0.2857142857142857]
[1.0, 0.4189189189189191, 0.39495798319327724, -0.7079646017699115, -0.25128386754028675, -0.3234700739744454, -0.36668861092824223, -0.45490782262082696, 0.2857142857142857]
[0.0, 0.3918918918918919, 0.32773109243697496, -0.7787610619469026, -0.3922436692048876, -0.4135843981170142, -0.6023699802501646, -0.5146985550572993, 0.2857142857142857]
[1.0, 0.22972972972972983, 0.17647058823529438, -0.7699115044247787, -0.47866123605454225, -0.6186953597848017, -0.553653719552337, -0.6183358246138515, 0.2857142857142857]
[1.0, -0.2432432432432433, -0.2100840336134454, -0.8407079646017699, -0.7694350982822737, -0.8211163416274379, -0.7748518762343648, -0.8236173393124065, 0.2857142857142857]
[1.0, 0.31081081081081097, 0.3781512605042019, -0.7433628318584071, -0.3727642996281212, -0.5514458641560189, -0.42198815009874924, -0.4658694569008469, 0.2857142857142857]
[-1.0, 0.3513513513513513, 0.3613445378151261, -0.7345132743362832, -0.34478484150876576, -0.5534633490248825, -0.45622119815668205, -0.4080717488789237, 0.2857142857142857]
[-1.0, 0.31081081081081097, 0.26050420168067223, -0.7433628318584071, -0.3653267221533558, -0.47747141896435785, -0.3890717577353522, -0.5146985550572993, 0.2857142857142857]
[1.0, 0.4189189189189191, 0.4285714285714286, -0.7079646017699115, -0.3522224189835311, -0.44519166106254215, -0.4838709677419355, -0.4598903836571997, 0.2857142857142857]
[0.0, 0.3243243243243241, 0.26050420168067223, -0.7787610619469026, -0.537807685496724, -0.6227303295225287, -0.6352863726135616, -0.5844544095665172, 0.2857142857142857]
[-1.0, 0.4189189189189191, 0.41176470588235303, -0.7345132743362832, -0.20099167699663545, -0.22797579018157388, -0.48518762343647137, -0.3951170901843547, 0.2857142857142857]
[-1.0, 0.21621621621621623, 0.24369747899159666, -0.7168141592920354, -0.4095980166460067, -0.5245460659045058, -0.4391046741277157, -0.5146985550572993, 0.2857142857142857]
[1.0, 0.06756756756756754, 0.05882352941176472, -0.7876106194690266, -0.5909332388879052, -0.6072629455279086, -0.403554970375247, -0.7239661185849526, 0.2857142857142857]
[1.0, 0.16216216216216206, 0.17647058823529438, -0.8053097345132743, -0.5587037364972551, -0.5911230665770008, -0.5799868334430547, -0.6542102640757349, 0.2857142857142857]
[1.0, 0.4054054054054055, 0.41176470588235303, -0.7522123893805309, -0.3327430494067647, -0.5137861466039007, -0.5036208031599738, -0.3751868460388639, 0.2857142857142857]
[0.0, 0.2432432432432432, 0.32773109243697496, -0.7610619469026548, -0.4857446431733664, -0.6186953597848017, -0.5154707044107967, -0.4748380667663178, 0.2857142857142857]
[0.0, 0.3648648648648649, 0.31092436974789917, -0.7787610619469026, -0.4988489463431911, -0.593813046402152, -0.631336405529954, -0.5346287992027902, 0.2857142857142857]
[1.0, 0.2432432432432432, 0.277310924369748, -0.7345132743362832, -0.48786966530901366, -0.6395427034297244, -0.6366030283080975, -0.504733432984554, 0.2857142857142857]
[1.0, 0.3243243243243241, 0.2941176470588236, -0.7787610619469026, -0.43332743049406763, -0.5178211163416275, -0.5207373271889402, -0.5744892874937717, 0.2857142857142857]
[1.0, 0.3513513513513513, 0.4285714285714286, -0.7345132743362832, -0.33097219762705865, -0.41560188298587775, -0.31533903884134307, -0.5037369207772795, 0.2857142857142857]
[1.0, 0.3378378378378377, 0.32773109243697496, -0.7522123893805309, -0.43828581547724454, -0.5460659045057163, -0.6115865701119156, -0.5146985550572993, 0.2857142857142857]
[0.0, 0.3378378378378377, 0.277310924369748, -0.6991150442477876, -0.4007437577474766, -0.46334902488231344, -0.5641869651086241, -0.504733432984554, 0.2857142857142857]
[-1.0, -0.027027027027027084, -0.008403361344537785, -0.7787610619469026, -0.6762882946697362, -0.7363819771351716, -0.6998025016458196, -0.7140009965122073, 0.2857142857142857]
[0.0, 0.3378378378378377, 0.31092436974789917, -0.7256637168141593, -0.3872852842217107, -0.5030262273032953, -0.5523370638578011, -0.4449427005480816, 0.2857142857142857]
[1.0, 0.3513513513513513, 0.32773109243697496, -0.7610619469026548, -0.34868071542411905, -0.5252185608607937, -0.45095457537853856, -0.5316392625809665, 0.2857142857142857]
[-1.0, 0.43243243243243246, 0.4285714285714286, -0.6902654867256637, -0.17372055958916233, -0.35373234700739764, -0.3943383805134958, -0.2934728450423516, 0.2857142857142857]
[1.0, 0.5270270270270272, 0.4453781512605042, -0.7168141592920354, -0.2888259252700549, -0.3880295897780768, -0.41013824884792627, -0.4379671150971599, 0.2857142857142857]
[-1.0, 0.04054054054054057, 0.008403361344537785, -0.7699115044247787, -0.635204533380556, -0.7047747141896437, -0.7011191573403555, -0.6741405082212256, 0.2857142857142857]
[-1.0, 0.45945945945945965, 0.34453781512605053, -0.7610619469026548, -0.25128386754028675, -0.3644922663080029, -0.3087557603686636, -0.45690084703537615, 0.2857142857142857]
[1.0, 0.21621621621621623, 0.1596638655462186, -0.7699115044247787, -0.5608287586329024, -0.6442501681237391, -0.6142198815009876, -0.6362730443447931, 0.2857142857142857]
[-1.0, 0.21621621621621623, 0.1596638655462186, -0.7699115044247787, -0.5059323534620153, -0.5823806321452589, -0.6563528637261355, -0.5585450921773791, 0.2857142857142857]
[1.0, 0.14864864864864868, 0.09243697478991608, -0.7787610619469026, -0.5927040906676111, -0.6395427034297244, -0.6682027649769586, -0.69706028898854, 0.2857142857142857]
[0.0, 0.3513513513513513, 0.31092436974789917, -0.6991150442477876, -0.43368160085000884, -0.5339609952925355, -0.6155365371955235, -0.504733432984554, 0.2857142857142857]
[-1.0, 0.3513513513513513, 0.31092436974789917, -0.7522123893805309, -0.33486807154241194, -0.48419636852723613, -0.337722185648453, -0.43497757847533625, 0.2857142857142857]
[1.0, 0.3513513513513513, 0.31092436974789917, -0.7168141592920354, -0.40711882415441825, -0.4626765299260256, -0.4799210006583279, -0.5266567015445939, 0.2857142857142857]
[1.0, 0.027027027027026973, -0.042016806722688926, -0.7610619469026548, -0.6741632725340889, -0.7760591795561533, -0.5852534562211982, -0.7638266068759342, 0.2857142857142857]
[1.0, 0.22972972972972983, 0.2100840336134453, -0.7876106194690266, -0.5013281388347796, -0.5501008742434432, -0.5707702435813036, -0.7349277528649725, 0.2857142857142857]
[-1.0, 0.43243243243243246, 0.39495798319327724, -0.7256637168141593, -0.3114928280502922, -0.4727639542703431, -0.41145490454246225, -0.3363228699551568, 0.2857142857142857]
[-1.0, 0.6216216216216219, 0.596638655462185, -0.654867256637168, 0.06003187533203458, -0.16745124411566936, -0.01382488479262678, -0.15595416043846522, 0.2857142857142857]
[0.0, -0.44594594594594594, -0.4957983193277311, -0.8584070796460177, -0.911457411014698, -0.9314055144586416, -0.8986175115207373, -0.9192825112107623, 0.2857142857142857]
[-1.0, 0.08108108108108092, 0.025210084033613578, -0.7787610619469026, -0.6847883832123252, -0.773369199731002, -0.7880184331797235, -0.7239661185849526, 0.2857142857142857]
[-1.0, 0.43243243243243246, 0.4957983193277311, -0.6725663716814159, -0.20913759518328312, -0.37054472091459334, -0.32060566161948656, -0.3353263577478822, 0.2857142857142857]
[0.0, 0.08108108108108092, 0.04201680672268915, -0.7787610619469026, -0.6143084823800249, -0.6933422999327505, -0.6892692560895326, -0.6601893373193821, 0.2857142857142857]
[1.0, 0.44594594594594605, 0.4453781512605042, -0.6991150442477876, -0.09403222950239076, -0.19838601210490947, -0.20210664911125753, -0.3452914798206277, 0.2857142857142857]
[-1.0, 0.7297297297297298, 0.714285714285714, -0.6814159292035398, 0.2665131928457587, 0.13382649630127763, -0.07044107965766966, 0.07025411061285514, 0.2857142857142857]
[0.0, -0.013513513513513487, 0.04201680672268915, -0.7964601769911503, -0.6465379847706747, -0.6738399462004036, -0.7801184990125083, -0.7110114598903836, 0.2857142857142857]
[1.0, 0.08108108108108092, 0.05882352941176472, -0.7787610619469026, -0.6405170887196743, -0.7101546738399462, -0.7050691244239631, -0.6741405082212256, 0.2857142857142857]
[1.0, 0.6486486486486489, 0.6470588235294119, -0.6371681415929203, 0.26828404462546485, 0.09414929388029569, 0.09414088215931526, -0.08420528151469842, 0.2857142857142857]
[0.0, 0.2432432432432432, 0.2268907563025211, -0.7433628318584071, -0.5137241012927218, -0.6341627437794217, -0.6023699802501646, -0.530642750373692, 0.2857142857142857]
[0.0, 0.06756756756756754, 0.025210084033613578, -0.7699115044247787, -0.6313086594652029, -0.7350369872225959, -0.7208689927583938, -0.6741405082212256, 0.2857142857142857]
[-1.0, 0.3783783783783785, 0.3613445378151261, -0.6991150442477876, -0.3408889675934125, -0.5104236718224615, -0.2876892692560895, -0.4250124564025909, 0.2857142857142857]
[0.0, 0.08108108108108092, 0.04201680672268915, -0.7964601769911503, -0.6543297326013813, -0.7014122394082045, -0.6761026991441739, -0.7369207772795217, 0.2857142857142857]
[-1.0, 0.472972972972973, 0.4285714285714286, -0.6902654867256637, -0.26438817071011156, -0.3772696704774716, -0.41540487162606987, -0.40508221225710006, 0.2857142857142857]
[1.0, 0.17567567567567566, 0.19327731092436973, -0.7256637168141593, -0.09296971843456714, -0.23604572965702786, -0.23502304147465436, -0.24663677130044825, 0.2857142857142857]
[-1.0, 0.0, -0.07563025210084018, -0.8141592920353982, -0.6808925092969719, -0.7592468056489576, -0.7300855826201449, -0.757847533632287, 0.2857142857142857]
[1.0, -0.22972972972972983, -0.19327731092436973, -0.8230088495575221, -0.8523109615725164, -0.9125756556825824, -0.8630678077682686, -0.8535127055306427, 0.2857142857142857]
[-1.0, 0.810810810810811, 0.7310924369747898, -0.6194690265486725, 0.59234992031167, 0.5541358439811701, 0.1731402238314681, 0.1091180866965622, 0.2857142857142857]
[0.0, 0.08108108108108092, 0.07563025210084051, -0.8053097345132743, -0.6784133168053834, -0.7565568258238063, -0.7406188281764319, -0.684105630293971, 0.2857142857142857]
[1.0, -0.08108108108108114, -0.1260504201680671, -0.7964601769911503, -0.725517974145564, -0.7303295225285811, -0.8301514154048717, -0.7977080219232685, 0.2857142857142857]
[0.0, -0.013513513513513487, 0.04201680672268915, -0.8053097345132743, -0.6851425535682664, -0.7148621385339611, -0.7669519420671495, -0.7767812655705032, 0.2857142857142857]
[0.0, 0.06756756756756754, -0.025210084033613467, -0.7522123893805309, -0.6745174428900301, -0.6933422999327505, -0.7103357472021067, -0.7717987045341306, 0.2857142857142857]
[-1.0, 0.283783783783784, 0.2100840336134453, -0.7610619469026548, -0.46059854790154064, -0.5736381977135172, -0.4483212639894668, -0.6043846537120079, 0.2857142857142857]
[1.0, -0.05405405405405406, -0.07563025210084018, -0.7699115044247787, -0.6893925978395609, -0.796906523201076, -0.7551020408163266, -0.6940707523667164, 0.2857142857142857]
[-1.0, 0.16216216216216206, 0.09243697478991608, -0.7610619469026548, -0.5158491234283691, -0.5158036314727641, -0.5892034233048058, -0.682112605879422, 0.2857142857142857]
[0.0, 0.10810810810810811, 0.008403361344537785, -0.8141592920353982, -0.648663006906322, -0.7088096839273705, -0.7485187623436471, -0.6990533134030892, 0.2857142857142857]
[-1.0, 0.1351351351351351, 0.19327731092436973, -0.7787610619469026, -0.46626527359659997, -0.5501008742434432, -0.6616194865042792, -0.5764823119083209, 0.2857142857142857]
[1.0, 0.5135135135135136, 0.4957983193277311, -0.6814159292035398, -0.08659465202762529, -0.20242098184263635, -0.29163923633969724, -0.2655705032386646, 0.2857142857142857]
[1.0, 0.4864864864864866, 0.4957983193277311, -0.6991150442477876, -0.22330440942093144, -0.37659717552118366, -0.42198815009874924, -0.29745889387144986, 0.2857142857142857]
[1.0, 0.14864864864864868, 0.17647058823529438, -0.7522123893805309, -0.5654329732601382, -0.6772024209818427, -0.6445029624753127, -0.5944195316392625, 0.2857142857142857]
[-1.0, 0.5540540540540542, 0.47899159663865554, -0.7168141592920354, -0.07313617850185938, -0.22528581035642237, -0.1283739302172482, -0.2954658694569008, 0.2857142857142857]
[-1.0, 0.472972972972973, 0.4453781512605042, -0.7256637168141593, -0.15530370108021974, -0.31472763954270366, -0.2876892692560895, -0.3014449427005479, 0.2857142857142857]
[0.0, 0.3243243243243241, 0.2941176470588236, -0.7610619469026548, -0.4574110146980698, -0.5568258238063215, -0.6366030283080975, -0.5097159940209267, 0.2857142857142857]
[1.0, 0.6081081081081083, 0.5798319327731094, -0.6814159292035398, 0.05507349034885789, -0.02219233355749861, -0.0980908492429231, -0.2436472346786247, 0.2857142857142857]
[0.0, -0.1216216216216216, -0.17647058823529405, -0.8053097345132743, -0.7782893571808039, -0.8547410894418292, -0.8248847926267281, -0.7638266068759342, 0.2857142857142857]
[-1.0, -0.013513513513513487, -0.042016806722688926, -0.7522123893805309, -0.6599964582964406, -0.7511768661735037, -0.7156023699802502, -0.684105630293971, 0.2857142857142857]
[1.0, -0.05405405405405406, -0.15966386554621848, -0.8053097345132743, -0.7471223658579778, -0.7686617350369873, -0.7709019091507572, -0.8086696562032885, 0.2857142857142857]
[-1.0, 0.6216216216216219, 0.5630252100840338, -0.6902654867256637, 0.05684434212856382, -0.01075991930060538, -0.19684002633311393, -0.2655705032386646, 0.2857142857142857]
[1.0, 0.31081081081081097, 0.32773109243697496, -0.7433628318584071, -0.3681600850008855, -0.47881640887693355, -0.4496379196840027, -0.47683109118086686, 0.2857142857142857]
[0.0, -0.06756756756756765, -0.09243697478991586, -0.7787610619469026, -0.7241012927217991, -0.7895090786819099, -0.7314022383146808, -0.7737917289486795, 0.2857142857142857]
[-1.0, 0.22972972972972983, 0.2268907563025211, -0.7610619469026548, -0.5218700194793695, -0.65635507733692, -0.6287030941408822, -0.5844544095665172, 0.2857142857142857]
[1.0, 0.5540540540540542, 0.5294117647058825, -0.663716814159292, 0.09084469629891956, -0.0390047074646942, -0.0177748518762344, -0.25560538116591913, 0.2857142857142857]
[-1.0, 0.013513513513513598, -0.025210084033613467, -0.7876106194690266, -0.7063927749247388, -0.7787491593813047, -0.7511520737327189, -0.733931240657698, 0.2857142857142857]
[1.0, 0.2567567567567568, 0.17647058823529438, -0.7787610619469026, -0.37028510713653273, -0.35373234700739764, -0.49703752468729434, -0.6003986048829097, 0.2857142857142857]
[1.0, 0.14864864864864868, 0.1596638655462186, -0.7787610619469026, -0.5781831060740217, -0.6381977135171486, -0.6655694535878868, -0.6721474838066765, 0.2857142857142857]
[1.0, -0.2567567567567568, -0.32773109243697474, -0.8584070796460177, -0.8657694350982823, -0.8937457969065232, -0.8999341672152732, -0.8774289985052317, 0.2857142857142857]
[1.0, 0.4189189189189191, 0.41176470588235303, -0.6371681415929203, -0.16840800425004432, -0.2945527908540688, -0.2442396313364057, -0.3891380169407075, 0.2857142857142857]
[-1.0, 0.22972972972972983, 0.19327731092436973, -0.7433628318584071, -0.41668142376483086, -0.49697377269670484, -0.4641211323238974, -0.5146985550572993, 0.2857142857142857]
[0.0, 0.22972972972972983, 0.26050420168067223, -0.7699115044247787, -0.5023906499026032, -0.5359784801613989, -0.6287030941408822, -0.6263079222720478, 0.2857142857142857]
[1.0, 0.16216216216216206, 0.10924369747899165, -0.8141592920353982, -0.6100584381087304, -0.679892400806994, -0.6734693877551021, -0.6930742401594419, 0.2857142857142857]
[-1.0, 0.2702702702702704, 0.19327731092436973, -0.7522123893805309, -0.4768903842748362, -0.5218560860793545, -0.5339038841342989, -0.5984055804683606, 0.2857142857142857]
[-1.0, 0.43243243243243246, 0.4453781512605042, -0.7168141592920354, -0.15069948645298403, -0.4404841963685273, -0.2442396313364057, -0.24564025909317377, 0.2857142857142857]
[-1.0, 0.43243243243243246, 0.546218487394958, -0.6991150442477876, -0.08836550380733121, -0.19435104236718248, -0.22580645161290336, -0.342301943198804, 0.2857142857142857]
[0.0, 0.027027027027026973, 0.008403361344537785, -0.8141592920353982, -0.7379139366035062, -0.8157363819771352, -0.7998683344305464, -0.733931240657698, 0.2857142857142857]
[1.0, 0.4864864864864866, 0.4285714285714286, -0.7168141592920354, -0.12201168762174608, -0.11701412239408227, -0.31007241606319946, -0.44793223716990516, 0.2857142857142857]
[1.0, 0.472972972972973, 0.4285714285714286, -0.7079646017699115, -0.24172126792987425, -0.35373234700739764, -0.38248847926267293, -0.3811659192825111, 0.2857142857142857]
[-1.0, 0.5270270270270272, 0.5126050420168069, -0.6902654867256637, -0.06746945280680006, -0.1694687289845327, -0.20605661619486515, -0.342301943198804, 0.2857142857142857]
[1.0, 0.5000000000000002, 0.39495798319327724, -0.7433628318584071, -0.2218877279971666, -0.30195023537323484, -0.31665569453587894, -0.4529147982062779, 0.2857142857142857]
[1.0, 0.5540540540540542, 0.5798319327731094, -0.6725663716814159, -0.04834425358597494, -0.21318090114324162, -0.2692560895325872, -0.23268560039860475, 0.2857142857142857]
[1.0, 0.4189189189189191, 0.3781512605042019, -0.6460176991150441, -0.10961572516380369, -0.1398789509078684, -0.478604344963792, -0.29147982062780253, 0.2857142857142857]
[1.0, 0.5000000000000002, 0.34453781512605053, -0.7345132743362832, -0.19992916592881183, -0.3544048419636854, -0.2784726793943384, -0.3951170901843547, 0.2857142857142857]
[-1.0, 0.5270270270270272, 0.546218487394958, -0.6371681415929203, 0.08482380024791936, -0.10894418291862829, -0.12047399605003295, -0.2007972097658195, 0.2857142857142857]
[0.0, 0.2567567567567568, 0.2100840336134453, -0.7610619469026548, -0.4992031166991322, -0.5716207128446538, -0.5431204739960501, -0.6342800199302441, 0.2857142857142857]
[0.0, -0.013513513513513487, -0.10924369747899154, -0.8141592920353982, -0.7269346555693288, -0.7652992602555482, -0.8064516129032258, -0.7638266068759342, 0.2857142857142857]
[1.0, -0.013513513513513487, -0.05882352941176461, -0.8053097345132743, -0.7223304409420932, -0.7901815736381977, -0.7485187623436471, -0.759840558046836, 0.2857142857142857]
[1.0, 0.09459459459459452, 0.07563025210084051, -0.7433628318584071, -0.45103594829112803, -0.710827168796234, -0.6589861751152074, -0.6641753861484803, 0.2857142857142857]
[-1.0, 0.5540540540540542, 0.4957983193277311, -0.7168141592920354, -0.02213564724632544, -0.05716207128446549, -0.20078999341672166, -0.366218236173393, 0.2857142857142857]
[1.0, 0.06756756756756754, 0.05882352941176472, -0.6814159292035398, -0.640162918363733, -0.7437794216543376, -0.662936142198815, -0.6791230692575984, 0.2857142857142857]
[1.0, 0.3243243243243241, 0.31092436974789917, -0.7522123893805309, -0.4092438462900656, -0.4552790854068596, -0.5786701777485188, -0.5555555555555555, 0.2857142857142857]
[0.0, 0.027027027027026973, -0.008403361344537785, -0.7699115044247787, -0.6667256950593236, -0.7121721587088097, -0.80513495720869, -0.7040358744394619, 0.2857142857142857]
[1.0, 0.013513513513513598, -0.042016806722688926, -0.7699115044247787, -0.7382681069594474, -0.785474108944183, -0.7919684002633312, -0.7937219730941704, 0.2857142857142857]
[-1.0, 0.013513513513513598, -0.05882352941176461, -0.8141592920353982, -0.7003718788737383, -0.7505043712172159, -0.761685319289006, -0.7737917289486795, 0.2857142857142857]
[-1.0, 0.5135135135135136, 0.5294117647058825, -0.6991150442477876, -0.13476182043562956, -0.285810356422327, -0.2876892692560895, -0.29745889387144986, 0.2857142857142857]
[-1.0, 0.3648648648648649, 0.3613445378151261, -0.6902654867256637, -0.1761997520807509, -0.12710154673839957, -0.42067149440421336, -0.3941205779770801, 0.2857142857142857]
[1.0, 0.013513513513513598, -0.10924369747899154, -0.8230088495575221, -0.7315388701965646, -0.7720242098184265, -0.803818301514154, -0.7737917289486795, 0.2857142857142857]
[-1.0, 0.3648648648648649, 0.277310924369748, -0.7522123893805309, -0.32636798299982295, -0.36247478143913936, -0.43120473996050035, -0.5854509217737917, 0.2857142857142857]
[0.0, 0.472972972972973, 0.39495798319327724, -0.7522123893805309, -0.39472286169647597, -0.5178211163416275, -0.5799868334430547, -0.41504733432984553, 0.2857142857142857]
[-1.0, 0.3918918918918919, 0.3781512605042019, -0.7345132743362832, -0.18611652204710472, -0.17686617350369893, -0.37195523370638583, -0.5017438963627303, 0.2857142857142857]
[1.0, -0.09459459459459463, -0.09243697478991586, -0.8230088495575221, -0.7496015583495661, -0.80497646267653, -0.8117182356813692, -0.7937219730941704, 0.2857142857142857]
[-1.0, 0.31081081081081097, 0.277310924369748, -0.7345132743362832, -0.38409775101823973, -0.3618022864828515, -0.5181040157998684, -0.6372695565520677, 0.2857142857142857]
[-1.0, 0.4864864864864866, 0.46218487394957997, -0.8053097345132743, -0.19674163272534095, -0.2932078009414931, -0.49703752468729434, -0.42002989536621815, 0.2857142857142857]
[-1.0, 0.31081081081081097, 0.2268907563025211, -0.6814159292035398, 0.17761643350451561, 0.041694687289845156, -0.07965766951942077, -0.10114598903836558, 0.2857142857142857]
[1.0, 0.29729729729729737, 0.31092436974789917, -0.7699115044247787, -0.3904728174251815, -0.4330867518493613, -0.5931533903884134, -0.5246636771300448, 0.2857142857142857]
[1.0, 0.283783783783784, 0.24369747899159666, -0.7168141592920354, -0.4397024969010095, -0.5400134498991259, -0.4654377880184333, -0.5744892874937717, 0.2857142857142857]
[-1.0, 0.3378378378378377, 0.32773109243697496, -0.7345132743362832, -0.31822206481317517, -0.2871553463349026, -0.5036208031599738, -0.5864474339810662, 0.2857142857142857]
[-1.0, 0.4054054054054055, 0.34453781512605053, -0.7168141592920354, -0.26474234106605277, -0.39340954942837936, -0.3021724818959842, -0.4289985052316889, 0.2857142857142857]
[1.0, -0.17567567567567566, -0.2100840336134454, -0.7876106194690266, -0.8009562599610413, -0.8433086751849361, -0.8288347597103358, -0.8335824613851519, 0.2857142857142857]
[1.0, 0.3513513513513513, 0.3781512605042019, -0.7345132743362832, -0.23640871259075613, -0.20107599193006076, -0.45753785385121803, -0.528649725959143, 0.2857142857142857]
[1.0, 0.10810810810810811, 0.05882352941176472, -0.7522123893805309, -0.5958916238710821, -0.7269670477471419, -0.6287030941408822, -0.6542102640757349, 0.32142857142857145]
[1.0, 0.3378378378378377, 0.2941176470588236, -0.7433628318584071, -0.3770143438994157, -0.5164761264290518, -0.48650427913100724, -0.4578973592426506, 0.32142857142857145]
[1.0, 0.18918918918918926, 0.10924369747899165, -0.7699115044247787, -0.56012041792102, -0.617350369872226, -0.662936142198815, -0.6542102640757349, 0.32142857142857145]
[1.0, 0.5000000000000002, 0.46218487394957997, -0.7079646017699115, -0.15105365680892524, -0.22797579018157388, -0.282422646477946, -0.4170403587443946, 0.32142857142857145]
[1.0, 0.5000000000000002, 0.4453781512605042, -0.7168141592920354, -0.12094917655392257, -0.16341627437794237, -0.2771560236998025, -0.40508221225710006, 0.32142857142857145]
[0.0, 0.14864864864864868, 0.10924369747899165, -0.7345132743362832, -0.5576412254294316, -0.6509751176866174, -0.5628703094140882, -0.684105630293971, 0.32142857142857145]
[1.0, 0.14864864864864868, 0.07563025210084051, -0.7345132743362832, -0.5509119886665486, -0.660390047074647, -0.6194865042791311, -0.6243148978574987, 0.32142857142857145]
[1.0, -0.28378378378378377, -0.2605042016806721, -0.8407079646017699, -0.8551443244200461, -0.9038332212508406, -0.8880842659644503, -0.8634778276033881, 0.32142857142857145]
[1.0, 0.17567567567567566, 0.1596638655462186, -0.7522123893805309, -0.5399327076323712, -0.6711499663752523, -0.5628703094140882, -0.6342800199302441, 0.32142857142857145]
[-1.0, 0.44594594594594605, 0.47899159663865554, -0.6902654867256637, -0.10642819196033293, -0.2885003362474783, -0.17182356813693223, -0.314399601395117, 0.32142857142857145]
[1.0, 0.4054054054054055, 0.3613445378151261, -0.7256637168141593, -0.2718257481848769, -0.426361802286483, -0.45622119815668205, -0.3442949676133531, 0.32142857142857145]
[1.0, 0.6081081081081083, 0.5798319327731094, -0.6814159292035398, 0.17549141136886837, 0.07531943510423655, -0.04147465437788034, -0.14598903836571986, 0.32142857142857145]
[1.0, 0.7297297297297298, 0.6470588235294119, -0.6814159292035398, 0.23145032760757922, 0.1701412239408202, -0.0875576036866359, -0.10812157448928728, 0.32142857142857145]
[1.0, 0.05405405405405417, 0.17647058823529438, -0.7610619469026548, -0.4506817779351868, -0.4149293880295899, -0.5497037524687294, -0.7130044843049327, 0.32142857142857145]
[-1.0, 0.3243243243243241, 0.3613445378151261, -0.7345132743362832, -0.38055604745882776, -0.5366509751176868, -0.4944042132982226, -0.45490782262082696, 0.32142857142857145]
[1.0, 0.31081081081081097, 0.2941176470588236, -0.7168141592920354, -0.21409598016646014, -0.32414256893073323, -0.2679394338380513, -0.48480318883906315, 0.32142857142857145]
[1.0, -0.1216216216216216, -0.1260504201680671, -0.8141592920353982, -0.7981228971135116, -0.8486886348352387, -0.9038841342988808, -0.7777777777777777, 0.32142857142857145]
[-1.0, 0.4864864864864866, 0.39495798319327724, -0.6991150442477876, -0.11244908801133358, -0.29522528581035656, -0.36537195523370647, -0.19581464872944676, 0.32142857142857145]
[1.0, 0.783783783783784, 0.7310924369747898, -0.6283185840707964, 0.5820789799893751, 0.5729657027572292, 0.2179065174456878, 0.056302939711011746, 0.32142857142857145]
[1.0, 0.3783783783783785, 0.3613445378151261, -0.7345132743362832, -0.14715778289357184, -0.2199058507061199, -0.4325213956550362, -0.3592426507224713, 0.32142857142857145]
[1.0, 0.3918918918918919, 0.3613445378151261, -0.7433628318584071, -0.34336816008500093, -0.49024882313382656, -0.3693219223173141, -0.4947683109118086, 0.32142857142857145]
[-1.0, 0.21621621621621623, 0.26050420168067223, -0.7079646017699115, -0.49353639100407287, -0.6126429051782113, -0.5418038183015143, -0.6143497757847534, 0.32142857142857145]
[1.0, 0.08108108108108092, 0.05882352941176472, -0.7787610619469026, -0.5374535151407827, -0.6435776731674513, -0.5470704410796577, -0.6342800199302441, 0.32142857142857145]
