[0.0, 0.1351351351351351, 0.09243697478991608, -0.7610619469026548, -0.6405170887196743, -0.7236045729657028, -0.6945358788676761, -0.6741405082212256, 0.25]
[0.0, 0.10810810810810811, 0.025210084033613578, -0.7876106194690266, -0.6362670444483798, -0.6698049764626766, -0.7314022383146808, -0.710014947683109, 0.25]
[-1.0, 0.4189189189189191, 0.3613445378151261, -0.7256637168141593, -0.3118469984062334, -0.42703429724277076, -0.4628044766293615, -0.40508221225710006, 0.25]
[1.0, 0.3918918918918919, 0.3781512605042019, -0.7610619469026548, -0.30051354701611477, -0.4317417619367856, -0.47728768926925613, -0.4449427005480816, 0.25]
[-1.0, 0.5135135135135136, 0.4957983193277311, -0.663716814159292, -0.08765716309544891, -0.20376597175521205, -0.19947333772218578, -0.3014449427005479, 0.25]
[0.0, 0.09459459459459452, 0.09243697478991608, -0.7787610619469026, -0.5590579068531965, -0.5447209145931406, -0.7156023699802502, -0.671150971599402, 0.25]
[1.0, 0.44594594594594605, 0.4285714285714286, -0.7522123893805309, -0.2711174074729946, -0.41291190316072646, -0.3127057274522712, -0.46487294469357243, 0.25]
[-1.0, 0.4054054054054055, 0.277310924369748, -0.7345132743362832, -0.363910040729591, -0.4398117014122396, -0.553653719552337, -0.4748380667663178, 0.25]
[1.0, 0.2432432432432432, 0.19327731092436973, -0.7876106194690266, -0.5172658048521339, -0.5810356422326833, -0.56550362080316, -0.6860986547085202, 0.25]
[0.0, 0.3513513513513513, 0.26050420168067223, -0.7699115044247787, -0.4754737028510714, -0.6119704102219234, -0.4733377221856485, -0.5645241654210263, 0.25]
[-1.0, 0.4189189189189191, 0.3781512605042019, -0.7345132743362832, -0.22047104657340177, -0.2676529926025557, -0.31138907175773534, -0.504733432984554, 0.25]
[0.0, -0.013513513513513487, -0.042016806722688926, -0.8141592920353982, -0.757747476536214, -0.83591123066577, -0.7880184331797235, -0.7538614848031888, 0.25]
[0.0, 0.12162162162162149, 0.07563025210084051, -0.7964601769911503, -0.6745174428900301, -0.7269670477471419, -0.7524687294272547, -0.7179870453413053, 0.25]
[0.0, 0.12162162162162149, 0.1596638655462186, -0.7610619469026548, -0.5594120772091375, -0.5931405514458643, -0.662936142198815, -0.6661684105630294, 0.25]
[0.0, 0.21621621621621623, 0.17647058823529438, -0.7433628318584071, -0.5080573755976625, -0.5917955615332886, -0.597103357472021, -0.5844544095665172, 0.25]
[0.0, -0.1351351351351351, -0.19327731092436973, -0.831858407079646, -0.8083938374358066, -0.8466711499663753, -0.8367346938775511, -0.8335824613851519, 0.25]
[0.0, -0.1351351351351351, -0.15966386554621848, -0.8141592920353982, -0.8002479192491588, -0.8486886348352387, -0.8446346280447663, -0.8146487294469357, 0.25]
[0.0, -0.16216216216216217, -0.24369747899159644, -0.8495575221238938, -0.8473525765893395, -0.8708809683927371, -0.9012508229098091, -0.8694569008470354, 0.25]
[-1.0, 0.2432432432432432, 0.2268907563025211, -0.7699115044247787, -0.5062865238179564, -0.5810356422326833, -0.5892034233048058, -0.5974090682610862, 0.25]
[0.0, -0.17567567567567566, -0.2773109243697478, -0.8584070796460177, -0.8523109615725164, -0.8850033624747815, -0.8907175773535221, -0.8634778276033881, 0.25]
[0.0, 0.1351351351351351, 0.05882352941176472, -0.7787610619469026, -0.667434035771206, -0.7222595830531271, -0.761685319289006, -0.7040358744394619, 0.25]
[0.0, -0.18918918918918926, -0.24369747899159644, -0.8584070796460177, -0.8579776872675757, -0.8903833221250841, -0.8749177090190915, -0.8734429496761336, 0.25]
[0.0, 0.1351351351351351, 0.1596638655462186, -0.8141592920353982, -0.5749955728705507, -0.664425016812374, -0.6682027649769586, -0.6243148978574987, 0.25]
[0.0, 0.14864864864864868, 0.1596638655462186, -0.7876106194690266, -0.5650788029041969, -0.6503026227303296, -0.6247531270572746, -0.6173393124065769, 0.25]
[1.0, 0.04054054054054057, -0.025210084033613467, -0.7876106194690266, -0.6518505401097928, -0.6738399462004036, -0.6919025674786043, -0.7399103139013452, 0.25]
[-1.0, 0.027027027027026973, 0.008403361344537785, 1.0, -0.58066229856561, -0.5548083389374581, -0.695852534562212, -0.7369207772795217, 0.25]
[0.0, 0.14864864864864868, 0.12605042016806745, -0.7876106194690266, -0.5795997874977865, -0.6711499663752523, -0.6142198815009876, -0.6581963129048329, 0.25]
[1.0, 0.013513513513513598, -0.008403361344537785, -0.7699115044247787, -0.6716840800425005, -0.7222595830531271, -0.7261356155365373, -0.733931240657698, 0.25]
[0.0, 0.0, -0.10924369747899154, -0.7876106194690266, -0.7336638923322119, -0.796906523201076, -0.7840684660961159, -0.7638266068759342, 0.25]
[0.0, 0.3918918918918919, 0.39495798319327724, -0.7433628318584071, -0.3114928280502922, -0.39206455951580377, -0.3798551678736011, -0.42700548081713996, 0.25]
[0.0, 0.2702702702702704, 0.17647058823529438, -0.7610619469026548, -0.5803081282096689, -0.6381977135171486, -0.6892692560895326, -0.6342800199302441, 0.25]
[1.0, 0.21621621621621623, 0.2100840336134453, -0.7433628318584071, -0.40286877988312386, -0.5272360457296572, -0.5707702435813036, -0.4299950174389636, 0.25]
[0.0, 0.18918918918918926, 0.12605042016806745, -0.7787610619469026, -0.5973083052948469, -0.6812373907195697, -0.6682027649769586, -0.6342800199302441, 0.25]
[0.0, 0.18918918918918926, 0.14285714285714302, -0.7787610619469026, -0.5314326190897822, -0.5709482178883659, -0.6326530612244898, -0.6641753861484803, 0.25]
[0.0, 0.2702702702702704, 0.277310924369748, -0.7610619469026548, -0.4549318222064813, -0.5010087424344318, -0.6115865701119156, -0.5505729945191828, 0.25]
[0.0, 0.16216216216216206, 0.14285714285714302, -0.8141592920353982, -0.6111209491765539, -0.6677874915938131, -0.7300855826201449, -0.6621823617339311, 0.25]
[1.0, 0.3918918918918919, 0.39495798319327724, -0.7610619469026548, -0.17372055958916233, -0.2763954270342973, -0.26662277814351565, -0.4449427005480816, 0.25]
[0.0, -0.22972972972972983, -0.2773109243697478, -0.831858407079646, -0.8597485390472818, -0.9031607262945528, -0.8538512179065174, -0.8814150473343298, 0.25]
[0.0, -0.32432432432432434, -0.37815126050420167, -0.8761061946902655, -0.8937488932176377, -0.9253530598520512, -0.9210006583278473, -0.8953662182361734, 0.25]
[0.0, -0.16216216216216217, -0.24369747899159644, -0.8230088495575221, -0.8062688153001594, -0.8258238063214526, -0.8406846609611587, -0.8584952665670155, 0.25]
[0.0, 0.2432432432432432, 0.2100840336134453, -0.7345132743362832, -0.5930582610235524, -0.5178211163416275, -0.6458196181698486, -0.554559043348281, 0.25]
[0.0, -0.2567567567567568, -0.32773109243697474, -0.8407079646017699, -0.8749778643527537, -0.8863483523873571, -0.9210006583278473, -0.898355754857997, 0.25]
[0.0, -0.108108108108108, -0.1428571428571428, -0.8407079646017699, -0.7804143793164512, -0.8157363819771352, -0.8433179723502304, -0.8295964125560538, 0.25]
[0.0, -0.33783783783783783, -0.32773109243697474, -0.8495575221238938, -0.8778112272002834, -0.9045057162071285, -0.9144173798551679, -0.8893871449925261, 0.25]
[0.0, -0.2567567567567568, -0.24369747899159644, -0.8672566371681416, -0.8625819018948114, -0.8910558170813719, -0.8959842001316656, -0.8754359740906826, 0.25]
[1.0, 0.09459459459459452, 0.008403361344537785, -0.7168141592920354, -0.6727465911103241, -0.7041022192333558, -0.7221856484529297, -0.5266567015445939, 0.25]
[0.0, 0.16216216216216206, 0.17647058823529438, -0.7699115044247787, -0.575349743226492, -0.5958305312710156, -0.7116524028966426, -0.6442451420029895, 0.25]
[0.0, 0.06756756756756754, 0.008403361344537785, -0.7876106194690266, -0.7230387816539756, -0.7767316745124413, -0.7682685977616853, -0.7737917289486795, 0.25]
[0.0, 0.06756756756756754, 0.04201680672268915, -0.8230088495575221, -0.7102886488400921, -0.7659717552118359, -0.7761685319289006, -0.733931240657698, 0.25]
[0.0, -0.09459459459459463, -0.17647058823529405, -0.8407079646017699, -0.7860811050115105, -0.8278412911903161, -0.8143515470704411, -0.8126557050323866, 0.25]
[-1.0, 0.14864864864864868, 0.09243697478991608, -0.7522123893805309, -0.5512661590224899, -0.6287827841291191, -0.6247531270572746, -0.6472346786248131, 0.25]
[0.0, -0.09459459459459463, -0.17647058823529405, -0.8407079646017699, -0.8030812820966885, -0.8117014122394083, -0.8499012508229098, -0.8535127055306427, 0.25]
[0.0, 0.08108108108108092, 0.008403361344537785, -0.8230088495575221, -0.6447671329909688, -0.660390047074647, -0.761685319289006, -0.7239661185849526, 0.25]
[0.0, -0.05405405405405406, -0.09243697478991586, -0.8053097345132743, -0.7768726757570391, -0.8197713517148622, -0.8749177090190915, -0.8236173393124065, 0.25]
[-1.0, 0.04054054054054057, 0.04201680672268915, -0.7787610619469026, -0.6624756507880291, -0.7242770679219906, -0.7261356155365373, -0.7219730941704036, 0.25]
[0.0, 0.08108108108108092, 0.09243697478991608, -0.7876106194690266, -0.6890384274836197, -0.7612642905178212, -0.7682685977616853, -0.7030393622321873, 0.25]
[0.0, 0.08108108108108092, 0.025210084033613578, -0.8053097345132743, -0.6529130511776164, -0.7175521183591124, -0.7116524028966426, -0.7040358744394619, 0.25]
[0.0, 0.09459459459459452, 0.008403361344537785, -0.7964601769911503, -0.6667256950593236, -0.7236045729657028, -0.7063857801184991, -0.7399103139013452, 0.25]
[0.0, 0.027027027027026973, -0.07563025210084018, -0.8230088495575221, -0.7379139366035062, -0.519838601210491, -0.7972350230414746, -0.783756851021425, 0.25]
[0.0, 0.09459459459459452, 0.04201680672268915, -0.8230088495575221, -0.6748716132459713, -0.7047747141896437, -0.7814351547070442, -0.733931240657698, 0.25]
[-1.0, 0.027027027027026973, 0.04201680672268915, -0.7964601769911503, -0.696476004958385, -0.753866845998655, -0.716919025674786, -0.7548579970104634, 0.25]
[0.0, 0.1351351351351351, 0.008403361344537785, -0.7876106194690266, -0.6497255179741456, -0.7135171486213854, -0.7261356155365373, -0.7050323866467364, 0.25]
[1.0, 0.1351351351351351, 0.14285714285714302, -0.7876106194690266, -0.6097042677527891, -0.7000672494956288, -0.6392363396971692, -0.6701544593921276, 0.25]
[0.0, 0.027027027027026973, -0.025210084033613467, -0.8141592920353982, -0.7177262263148574, -0.7807666442501682, -0.8025016458196181, -0.7518684603886397, 0.25]
[0.0, -0.04054054054054057, -0.042016806722688926, -1.0, -0.6982468567380911, -0.7236045729657028, -0.7748518762343648, -0.7737917289486795, 0.25]
[0.0, -0.04054054054054057, -0.1260504201680671, -0.831858407079646, -0.7336638923322119, -0.7659717552118359, -0.7906517445687953, -0.794718485301445, 0.25]
[0.0, 0.08108108108108092, 0.025210084033613578, -0.7787610619469026, -0.6539755622454401, -0.7256220578345662, -0.6576695194206715, -0.7538614848031888, 0.25]
[0.0, 0.08108108108108092, 0.025210084033613578, -0.7433628318584071, -0.5533911811581371, -0.6213853396099531, -0.6405529953917051, -0.6243148978574987, 0.25]
[0.0, 0.06756756756756754, 0.008403361344537785, -0.7787610619469026, -0.6479546661944395, -0.718897108271688, -0.7419354838709677, -0.6940707523667164, 0.25]
[0.0, 0.05405405405405417, -0.025210084033613467, -0.8053097345132743, -0.7230387816539756, -0.7558843308675185, -0.8077682685977617, -0.7638266068759342, 0.25]
[0.0, 0.09459459459459452, 0.05882352941176472, -0.7876106194690266, -0.6217460598547901, -0.6637525218560861, -0.7011191573403555, -0.7040358744394619, 0.25]
[0.0, -0.16216216216216217, -0.2100840336134454, -0.8407079646017699, -0.8338941030635736, -0.8668459986550101, -0.8683344305464121, -0.8515196811160937, 0.25]
[1.0, 0.2432432432432432, 0.2268907563025211, -0.7787610619469026, -0.47866123605454225, -0.5238735709482181, -0.5023041474654378, -0.645241654210264, 0.25]
[1.0, 0.10810810810810811, 0.12605042016806745, -0.7610619469026548, -0.5643704621923145, -0.6650975117686618, -0.6471362738643844, -0.6771300448430493, 0.25]
[0.0, 0.12162162162162149, 0.05882352941176472, -0.8053097345132743, -0.6203293784310253, -0.636852723604573, -0.728768926925609, -0.7259591429995016, 0.25]
[1.0, 0.21621621621621623, 0.10924369747899165, -0.8230088495575221, -0.6391004072959094, -0.6704774714189644, -0.7366688610928243, -0.7130044843049327, 0.25]
[0.0, -0.16216216216216217, -0.17647058823529405, -0.8407079646017699, -0.7832477421639809, -0.7962340282447882, -0.8538512179065174, -0.8365719980069756, 0.25]
[0.0, 0.013513513513513598, -0.042016806722688926, -0.831858407079646, -0.771560120417921, -0.8150638870208473, -0.8327847267939434, -0.7937219730941704, 0.25]
[0.0, 0.09459459459459452, -0.008403361344537785, -0.7610619469026548, -0.6143084823800249, -0.6334902488231339, -0.739302172481896, -0.6880916791230692, 0.25]
[1.0, 0.5540540540540542, 0.4453781512605042, -0.7522123893805309, -0.16911634496192673, -0.36247478143913936, -0.360105332455563, -0.5744892874937717, 0.25]
[1.0, 0.3648648648648649, 0.32773109243697496, -0.7876106194690266, -0.386222773153887, -0.4391392064559517, -0.6129032258064517, -0.48380667663178867, 0.25]
[0.0, 0.20270270270270263, 0.2100840336134453, -0.7522123893805309, -0.5491411368868426, -0.6052454606590452, -0.631336405529954, -0.6621823617339311, 0.25]
[0.0, -0.14864864864864868, -0.1428571428571428, -0.8141592920353982, -0.8126438817071011, -0.8419636852723605, -0.8630678077682686, -0.8415545590433482, 0.25]
[-1.0, 0.3648648648648649, 0.31092436974789917, -0.7345132743362832, -0.39366035062865246, -0.46334902488231344, -0.5905200789993417, -0.49875435974090676, 0.25]
[0.0, 0.3783783783783785, 0.32773109243697496, -0.7345132743362832, -0.3699309367805915, -0.4667114996637526, -0.4654377880184333, -0.49875435974090676, 0.25]
[0.0, 0.283783783783784, 0.2100840336134453, -0.7433628318584071, -0.44784841508765716, -0.49966375252185624, -0.5799868334430547, -0.5615346287992027, 0.25]
[0.0, 0.06756756756756754, 0.008403361344537785, -0.6814159292035398, -0.6614131397202054, -0.7249495628782785, -0.7248189598420014, -0.7030393622321873, 0.25]
[1.0, 0.4189189189189191, 0.34453781512605053, -0.6991150442477876, -0.15742872321586687, -0.06523201075991958, -0.37063857801184996, -0.5246636771300448, 0.25]
[1.0, 0.3918918918918919, 0.39495798319327724, -0.7345132743362832, -0.2962635027448203, -0.3544048419636854, -0.39038841342988817, -0.5246636771300448, 0.25]
[1.0, 0.06756756756756754, 0.07563025210084051, -0.7964601769911503, -0.6993093678059147, -0.7747141896435777, -0.8025016458196181, -0.7040358744394619, 0.25]
[0.0, 0.283783783783784, 0.24369747899159666, -0.7345132743362832, -0.4584735257658934, -0.5453934095494285, -0.5378538512179065, -0.5844544095665172, 0.25]
[1.0, 0.3648648648648649, 0.32773109243697496, -0.7433628318584071, -0.2913051177616435, -0.26563550773369216, -0.48123765635286375, -0.5455904334828101, 0.25]
[1.0, 0.3648648648648649, 0.34453781512605053, -0.7345132743362832, -0.212325128386754, -0.3604572965702759, -0.4338380513495721, -0.4748380667663178, 0.25]
[0.0, 0.29729729729729737, 0.277310924369748, -0.7522123893805309, -0.459536036833717, -0.4707464694014796, -0.6063199473337723, -0.5924265072247135, 0.25]
[-1.0, -0.013513513513513487, -0.07563025210084018, -0.7964601769911503, -0.7177262263148574, -0.8090114324142569, -0.7037524687294272, -0.7638266068759342, 0.25]
[0.0, 0.2702702702702704, 0.2268907563025211, -0.7079646017699115, -0.3685142553568267, -0.4317417619367856, -0.4233048057932851, -0.5485799701046337, 0.25]
[0.0, 0.2432432432432432, 0.10924369747899165, -0.6814159292035398, -0.2339295200991678, -0.3349024882313384, -0.39697169190256754, -0.3971101145989038, 0.25]
[0.0, 0.31081081081081097, 0.2941176470588236, -0.7699115044247787, -0.4889321763768373, -0.5319435104236719, -0.608953258722844, -0.6043846537120079, 0.25]
[-1.0, 0.2432432432432432, 0.24369747899159666, -0.7610619469026548, -0.45528599256242264, -0.4949562878278414, -0.5233706385780119, -0.645241654210264, 0.25]
[-1.0, 0.3513513513513513, 0.3781512605042019, -0.654867256637168, -0.29555516203293786, -0.4404841963685273, -0.35088874259381175, -0.06626806178375677, 0.25]
[0.0, 0.027027027027026973, -0.09243697478991586, -0.7610619469026548, -0.42057729768018426, -0.4626765299260256, -0.5497037524687294, -0.582461385151968, 0.25]
[0.0, 0.027027027027026973, -0.025210084033613467, -0.8053097345132743, -0.6939968124667966, -0.7229320780094151, -0.7761685319289006, -0.7608370702541105, 0.25]
[0.0, 0.10810810810810811, 0.04201680672268915, -0.8141592920353982, -0.6327253408889677, -0.7390719569603228, -0.6774193548387097, -0.6402590931738914, 0.25]
[1.0, 0.3513513513513513, 0.34453781512605053, -0.7079646017699115, -0.3872852842217107, -0.4949562878278414, -0.5260039499670837, -0.4688589935226706, 0.25]
[0.0, 0.18918918918918926, 0.14285714285714302, -0.7787610619469026, -0.6075792456171418, -0.6388702084734366, -0.7485187623436471, -0.6641753861484803, 0.25]
[1.0, 0.44594594594594605, 0.4453781512605042, -0.7168141592920354, -0.2828050292190545, -0.28648285137861484, -0.4430546412113233, -0.5216741405082211, 0.25]
[-1.0, 0.12162162162162149, 0.008403361344537785, -0.7168141592920354, -0.3784310253231805, -0.5326160053799598, -0.43515470704410797, -0.439960139511709, 0.25]
[0.0, -0.013513513513513487, -0.10924369747899154, -0.831858407079646, -0.7694350982822737, -0.8002689979825152, -0.8459512837393022, -0.8036870951669157, 0.25]
[0.0, 0.22972972972972983, 0.26050420168067223, -0.7522123893805309, -0.5218700194793695, -0.6005379959650303, -0.7472021066491112, -0.5445939212755355, 0.25]
[1.0, 0.08108108108108092, 0.05882352941176472, -0.7787610619469026, -0.5417035594120772, -0.5346334902488232, -0.6431863067807768, -0.7199800697558545, 0.25]
[1.0, 0.18918918918918926, 0.14285714285714302, -0.7610619469026548, -0.2881175845581724, -0.36650975117686624, -0.3443054641211324, -0.5007473841554558, 0.25]
[1.0, 0.3783783783783785, 0.32773109243697496, -0.6814159292035398, -0.4350982822737737, -0.5494283792871555, -0.5128373930217249, -0.530642750373692, 0.25]
[1.0, 0.22972972972972983, 0.19327731092436973, -0.7522123893805309, -0.4669736143084824, -0.5312710154673841, -0.5497037524687294, -0.5834578973592426, 0.25]
[-1.0, 0.3378378378378377, 0.32773109243697496, -0.7610619469026548, -0.4485567557995396, -0.5514458641560189, -0.5141540487162608, -0.5844544095665172, 0.25]
[-1.0, 0.3648648648648649, 0.4285714285714286, -0.6814159292035398, -0.11634496192668675, -0.3362474781439141, -0.29032258064516125, -0.26357747882411553, 0.25]
[-1.0, 0.09459459459459452, 0.09243697478991608, -0.7876106194690266, -0.5707455285992562, -0.6375252185608609, -0.631336405529954, -0.6342800199302441, 0.25]
[0.0, 0.2702702702702704, 0.07563025210084051, -0.7876106194690266, -0.6167876748716132, -0.6819098856758575, -0.6971691902567478, -0.6591928251121075, 0.25]
[-1.0, 0.3243243243243241, 0.32773109243697496, -0.7433628318584071, -0.3996812466796529, -0.4344317417619369, -0.5576036866359447, -0.554559043348281, 0.25]
[0.0, 0.21621621621621623, 0.09243697478991608, -0.7610619469026548, -0.5657871436160793, -0.6503026227303296, -0.5826201448321264, -0.6542102640757349, 0.25]
[1.0, 0.3243243243243241, 0.31092436974789917, -0.7345132743362832, -0.43757747476536224, -0.512441156691325, -0.5167873601053325, -0.5665171898355754, 0.25]
[0.0, -0.108108108108108, -0.1428571428571428, -0.831858407079646, -0.7588099876040375, -0.7612642905178212, -0.8327847267939434, -0.8325859491778774, 0.25]
[0.0, 0.08108108108108092, 0.04201680672268915, -0.7876106194690266, -0.6341420223127325, -0.6408876933423, -0.7129690585911784, -0.7309417040358743, 0.25]
[1.0, 0.10810810810810811, 0.12605042016806745, -0.8495575221238938, -0.5455994333274305, -0.6052454606590452, -0.7300855826201449, -0.608370702541106, 0.25]
[0.0, 0.3378378378378377, 0.32773109243697496, -0.7610619469026548, -0.43899415618912696, -0.4882313382649631, -0.6287030941408822, -0.5146985550572993, 0.25]
[1.0, 0.013513513513513598, -0.07563025210084018, -0.8141592920353982, -0.650433858686028, -0.6550100874243444, -0.7853851217906518, -0.7458893871449925, 0.25]
[0.0, -0.18918918918918926, -0.22689075630252098, -0.8407079646017699, -0.8335399327076324, -0.8587760591795561, -0.8973008558262014, -0.8435475834578974, 0.25]
[0.0, -0.14864864864864868, -0.24369747899159644, -0.8407079646017699, -0.8491234283690455, -0.8876933422999328, -0.9117840684660962, -0.8455406078724464, 0.25]
[1.0, 0.7432432432432432, 0.714285714285714, -0.7433628318584071, -0.16061625641933774, -0.07195696032279786, -0.489137590520079, -0.467862481315396, 0.25]
[-1.0, 0.44594594594594605, 0.26050420168067223, -0.7522123893805309, -0.35753497432264925, -0.4122394082044387, -0.4746543778801844, -0.5645241654210263, 0.25]
[1.0, 0.44594594594594605, 0.4285714285714286, -0.7079646017699115, -0.12059500619798125, -0.25151311365164775, -0.29690585911784073, -0.26158445440956635, 0.25]
[1.0, 0.5540540540540542, 0.4957983193277311, -0.7522123893805309, -0.12449088011333453, -0.1721587088096841, -0.38117182356813706, -0.3652217239661185, 0.25]
[0.0, 0.10810810810810811, 0.04201680672268915, -0.7787610619469026, -0.6996635381618559, -0.7821116341627439, -0.7472021066491112, -0.7020428500249127, 0.25]
[-1.0, 0.16216216216216206, 0.12605042016806745, -0.7964601769911503, -0.5339118115813706, -0.5917955615332886, -0.5918367346938775, -0.6542102640757349, 0.25]
[0.0, -0.04054054054054057, -0.10924369747899154, -0.8053097345132743, -0.7411014698069771, -0.7760591795561533, -0.7327188940092166, -0.7937219730941704, 0.25]
[0.0, 0.2567567567567568, 0.24369747899159666, -0.7610619469026548, -0.5154949530724279, -0.5339609952925355, -0.5944700460829493, -0.5784753363228698, 0.25]
[1.0, 0.472972972972973, 0.39495798319327724, -0.7610619469026548, -0.2792633256596423, -0.28648285137861484, -0.4733377221856485, -0.5097159940209267, 0.25]
[1.0, 0.472972972972973, 0.32773109243697496, -0.6460176991150441, -0.39366035062865246, -0.4250168123739073, -0.5997366688610929, -0.5236671649227702, 0.25]
[-1.0, 0.472972972972973, 0.4285714285714286, -0.7168141592920354, -0.21338763945457762, -0.24344317417619388, -0.35747202106649123, -0.44294967613353253, 0.25]
[0.0, -0.08108108108108114, -0.09243697478991586, -0.8053097345132743, -0.7775810164689215, -0.8150638870208473, -0.7919684002633312, -0.8186347782760339, 0.25]
[1.0, 0.4864864864864866, 0.4285714285714286, -0.6725663716814159, -0.14680361253763075, -0.2118359112306658, -0.23765635286372622, -0.43298455406078706, 0.25]
[0.0, 0.2702702702702704, 0.2268907563025211, -0.7787610619469026, -0.49353639100407287, -0.519838601210491, -0.7063857801184991, -0.5645241654210263, 0.25]
[1.0, 0.5000000000000002, 0.39495798319327724, -0.7256637168141593, -0.1992208252169293, -0.20914593140551463, -0.44568795260039495, -0.4309915296462381, 0.25]
[-1.0, 0.5270270270270272, 0.41176470588235303, -0.7522123893805309, -0.24172126792987425, -0.34297242770679237, -0.39697169190256754, -0.38515196811160923, 0.25]
[0.0, 0.05405405405405417, 0.008403361344537785, -0.7876106194690266, -0.6490171772622632, -0.6819098856758575, -0.7406188281764319, -0.7239661185849526, 0.25]
[0.0, 0.06756756756756754, -0.025210084033613467, -0.7876106194690266, -0.7403931290950947, -0.7962340282447882, -0.8393680052666228, -0.7538614848031888, 0.25]
[1.0, -0.20270270270270274, -0.24369747899159644, -0.8141592920353982, -0.8427483619621038, -0.8917283120376598, -0.8499012508229098, -0.8535127055306427, 0.25]
[1.0, 0.5945945945945947, 0.5798319327731094, -0.7168141592920354, -0.03594829112803244, -0.1553463349024884, -0.26662277814351565, -0.32536123567513686, 0.25]
[1.0, 0.06756756756756754, -0.008403361344537785, -0.8230088495575221, -0.6631839914999115, -0.7478143913920646, -0.7682685977616853, -0.6542102640757349, 0.25]
[1.0, 0.21621621621621623, 0.17647058823529438, -0.7699115044247787, -0.49247387993624936, -0.5622057834566241, -0.48123765635286375, -0.6542102640757349, 0.25]
[-1.0, 0.283783783783784, 0.26050420168067223, -0.7522123893805309, -0.40641048344253594, -0.49697377269670484, -0.42725477287689273, -0.6153462879920278, 0.25]
[1.0, 0.027027027027026973, -0.008403361344537785, -0.8053097345132743, -0.6769966353816186, -0.7323470073974445, -0.7090190915075708, -0.7428998505231689, 0.25]
[0.0, 0.08108108108108092, 0.04201680672268915, -0.7522123893805309, -0.679475827873207, -0.7713517148621386, -0.6905859117840685, -0.6880916791230692, 0.25]
[0.0, 0.08108108108108092, 0.008403361344537785, -0.8141592920353982, -0.6699132282627944, -0.7310020174848689, -0.7077024358130349, -0.7638266068759342, 0.25]
[-1.0, 0.5270270270270272, 0.4957983193277311, -0.7345132743362832, -0.24313794935363908, -0.5023537323470075, -0.2890059249506254, -0.2855007473841553, 0.25]
[1.0, 0.09459459459459452, 0.05882352941176472, -0.8230088495575221, -0.6376837258721446, -0.6745124411566914, -0.7340355497037525, -0.733931240657698, 0.25]
[1.0, 0.29729729729729737, 0.2941176470588236, -0.7433628318584071, -0.3993270763237118, -0.44115669132481516, -0.5576036866359447, -0.5445939212755355, 0.25]
[1.0, 0.29729729729729737, 0.2941176470588236, -0.7345132743362832, -0.4078271648663008, -0.44250168123739086, -0.6168531928900594, -0.5445939212755355, 0.25]
[0.0, 0.14864864864864868, 0.12605042016806745, -0.7787610619469026, -0.5884540463963166, -0.605917955615333, -0.6537195523370638, -0.6831091180866965, 0.25]
[1.0, -0.2432432432432433, -0.2941176470588235, -0.8407079646017699, -0.8824154418275191, -0.9340954942837929, -0.8933508887425938, -0.8774289985052317, 0.25]
[0.0, -0.29729729729729726, -0.3445378151260504, -0.831858407079646, -0.870373649725518, -0.8944182918628111, -0.8709677419354839, -0.8933731938216243, 0.25]
[1.0, 0.31081081081081097, 0.2100840336134453, -0.7699115044247787, -0.4620152293253055, -0.504371217215871, -0.553653719552337, -0.6133532635774788, 0.25]
[1.0, 0.3513513513513513, 0.2941176470588236, -0.7433628318584071, -0.38516026208606347, -0.4707464694014796, -0.4233048057932851, -0.554559043348281, 0.25]
[1.0, 0.44594594594594605, 0.46218487394957997, -0.7168141592920354, -0.1896582256065168, -0.19838601210490947, -0.3535220539828835, -0.4748380667663178, 0.25]
[1.0, 0.013513513513513598, -0.09243697478991586, -0.7964601769911503, -0.696476004958385, -0.7007397444519167, -0.7946017116524029, -0.772795216741405, 0.25]
[1.0, 0.4189189189189191, 0.19327731092436973, -0.7433628318584071, -0.33628475296617677, -0.3994620040349699, -0.48518762343647137, -0.4688589935226706, 0.25]
[1.0, 0.3918918918918919, 0.32773109243697496, -0.7256637168141593, -0.3823268992385337, -0.5050437121721588, -0.4391046741277157, -0.5246636771300448, 0.25]
[0.0, 0.027027027027026973, -0.042016806722688926, -0.7964601769911503, -0.6571630954489109, -0.6503026227303296, -0.8288347597103358, -0.7409068261086198, 0.25]
[1.0, 0.31081081081081097, 0.2268907563025211, -0.7345132743362832, -0.3812643881707102, -0.4095494283792873, -0.4838709677419355, -0.541604384653712, 0.25]
[1.0, 0.21621621621621623, 0.24369747899159666, -0.7787610619469026, -0.4262440233752435, -0.4586415601882987, -0.5523370638578011, -0.6143497757847534, 0.25]
[1.0, 0.20270270270270263, 0.24369747899159666, -0.7787610619469026, -0.4418275190366566, -0.5010087424344318, -0.46148782093482565, -0.6243148978574987, 0.25]
[1.0, 0.17567567567567566, 0.2100840336134453, -0.7433628318584071, -0.46945280680007095, -0.5581708137188972, -0.5181040157998684, -0.5984055804683606, 0.25]
[-1.0, -0.17567567567567566, -0.15966386554621848, -0.831858407079646, -0.8020187710288649, -0.832548755884331, -0.8630678077682686, -0.8236173393124065, 0.25]
[0.0, -0.06756756756756765, -0.1260504201680671, -0.8053097345132743, -0.7163095448910926, -0.7518493611297916, -0.78275181040158, -0.8006975585450922, 0.25]
