options: {'left_index': False, 'headers': True, 'value_encode': {2: {'jan': 1, 'feb': 2, 'mar': 3, 'apr': 4, 'may': 5, 'jun': 6, 'jul': 7, 'aug': 8, 'sep': 9, 'oct': 10, 'nov': 11, 'dec': 12}, 3: {'mon': 1, 'tue': 2, 'wed': 3, 'thu': 4, 'fri': 5, 'sat': 6, 'sun': 7}}, 'normalize_cols': {1: 'x_loc', 2: 'y_loc', 3: 'month', 4: 'day', 5: 'FFMC', 6: 'DMC', 7: 'DC', 8: 'ISI', 9: 'Temp', 10: 'RH', 11: 'wind', 12: 'rain'}, 'result_col': 13}
     x_loc     y_loc     month       day      FFMC       DMC        DC       ISI      Temp        RH      wind    rain  result
0     0.50 -0.142857 -0.636364  0.333333  0.741935 -0.827016 -0.797350 -0.818182 -0.614148 -0.152941  0.400000 -1.0000    0.00
1     0.50 -0.428571  0.636364 -0.666667  0.855484 -0.763611  0.550839 -0.761141  0.016077 -0.576471 -0.888889 -1.0000    0.00
2     0.50 -0.428571  0.636364  0.666667  0.855484 -0.706409  0.592588 -0.761141 -0.202572 -0.576471 -0.800000 -1.0000    0.00
3     0.75  0.142857 -0.636364  0.333333  0.883871 -0.778084 -0.836754 -0.679144 -0.607717  0.929412 -0.200000 -0.9375    0.00
4     0.75  0.142857 -0.636364  1.000000  0.821935 -0.654032 -0.778820 -0.657754 -0.408360  0.976471 -0.688889 -1.0000    0.00
5     0.75  0.142857  0.272727  1.000000  0.899355 -0.419711  0.126070 -0.475936  0.286174 -0.670588  0.111111 -1.0000    0.00
6     0.75  0.142857  0.272727 -1.000000  0.899355 -0.394900  0.143896 -0.696970  0.408360 -0.717647 -0.400000 -1.0000    0.00
7     0.75  0.142857  0.272727 -1.000000  0.878710 -0.005513  0.407998 -0.618538 -0.627010  0.670588 -0.600000 -1.0000    0.00
8     0.75  0.142857  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446 -0.299035  0.129412  0.111111 -1.0000    0.00
9     0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.324759 -0.411765 -0.200000 -1.0000    0.00
10    0.50 -0.142857  0.454545  0.666667  0.904516 -0.401103  0.620030 -0.746881  0.003215 -0.152941  0.511111 -1.0000    0.00
11    0.50 -0.142857  0.454545  0.666667  0.912258 -0.503101  0.653806 -0.194296  0.099678 -0.458824 -0.200000 -1.0000    0.00
12    0.25 -0.142857  0.272727  0.333333  0.156129 -0.519642  0.541926 -0.971480 -0.048232  0.341176  0.400000 -1.0000    0.00
13    0.25 -0.142857  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.228296 -0.364706 -0.600000 -1.0000    0.00
14    0.25 -0.142857  0.454545 -0.333333  0.914839 -0.088904  0.622376 -0.672014  0.556270 -0.858824 -0.088889 -1.0000    0.00
15    0.25 -0.142857  0.454545  0.333333  0.925161 -0.034459  0.655917 -0.504456  0.331190 -0.317647  0.111111 -1.0000    0.00
16    0.00 -0.142857 -0.636364  0.666667  0.883871 -0.760855 -0.829014 -0.721925 -0.170418 -0.717647  0.111111 -1.0000    0.00
17    0.75 -0.142857  0.636364 -1.000000  0.708387 -0.781530  0.539346 -0.893048 -0.067524 -0.247059  0.000000 -1.0000    0.00
18    0.25 -0.428571 -0.636364 -0.333333  0.819355 -0.815300 -0.852469 -0.775401 -0.118971 -0.529412 -0.200000 -1.0000    0.00
19    0.25 -0.428571 -0.454545  0.666667  0.744516 -0.818746 -0.790782 -0.818182 -0.543408 -0.317647 -0.088889 -1.0000    0.00
20    0.25 -0.428571  0.454545 -0.666667  0.865806 -0.115093  0.605958 -0.750446  0.035370 -0.411765 -0.488889 -1.0000    0.00
21    0.00 -0.428571  0.454545 -1.000000  0.886452 -0.466575  0.680310 -0.672014  0.086817 -0.458824 -0.488889 -1.0000    0.00
22    0.50 -0.428571 -0.090909  1.000000  0.950968 -0.343901 -0.549431  1.000000  0.209003 -0.317647 -0.088889 -1.0000    0.00
23    0.50 -0.428571  0.272727  0.666667  0.845161 -0.243280  0.241937 -0.778966  0.112540 -0.341176  0.200000 -1.0000    0.00
24    0.50 -0.428571  0.272727  0.666667  0.930323 -0.046864  0.375161 -0.276292  0.382637 -0.600000  0.200000 -1.0000    0.00
25    0.50 -0.428571  0.272727  1.000000  0.876129 -0.026189  0.392049 -0.622103 -0.093248  0.058824  0.111111 -1.0000    0.00
26    0.50 -0.428571  0.454545  0.333333  0.901935 -0.195038  0.548258 -0.565062  0.080386 -0.552941  0.200000 -1.0000    0.00
27    0.50 -0.428571  0.454545 -1.000000  0.863226 -0.135768  0.591650 -0.750446  0.106109 -0.223529 -0.800000 -1.0000    0.00
28    0.25 -0.714286  0.454545  0.666667  0.927742 -0.005513  0.673508 -0.711230  0.800643 -0.788235 -0.488889 -1.0000    0.00
29    0.25 -0.714286  0.454545  1.000000  0.930323  0.021365  0.690395 -0.711230  0.324759 -0.435294 -0.288889 -1.0000    0.00
..     ...       ...       ...       ...       ...       ...       ...       ...       ...       ...       ...     ...     ...
487   0.00 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.556270 -0.552941 -0.288889 -1.0000   16.40
488  -0.25 -0.428571  0.272727 -0.666667  0.971613 -0.033770  0.402369 -0.368984  0.106109  0.317647  0.600000 -1.0000   46.70
489  -0.25 -0.428571  0.272727 -0.333333  0.971613 -0.033770  0.402369 -0.368984  0.183280  0.011765 -0.800000 -1.0000    0.00
490  -0.25 -0.428571  0.272727 -0.333333  0.971613 -0.033770  0.402369 -0.368984  0.704180 -0.576471 -0.200000 -1.0000    0.00
491  -0.25 -0.428571  0.272727  0.000000  0.989677  0.039972  0.445291 -0.508021  0.942122 -0.858824 -0.088889 -1.0000    0.00
492  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.942122 -0.717647 -0.600000 -1.0000    0.00
493  -1.00 -0.714286  0.272727  0.333333  0.992258  0.081323  0.467574 -0.597148  0.627010 -0.670588 -0.088889 -1.0000   43.32
494   0.25  0.142857  0.272727  0.666667  0.994839  0.122674  0.489621 -0.500891  0.839228 -0.647059  0.000000 -1.0000    8.59
495   0.25  0.142857  0.272727 -1.000000  1.000000  0.201930  0.533716 -0.401070  0.395498 -0.364706 -0.600000 -1.0000    0.00
496  -0.25 -0.142857  0.272727 -1.000000  1.000000  0.201930  0.533716 -0.401070  0.954984 -0.741176 -0.400000 -1.0000    2.77
497  -0.50 -0.428571  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.935691 -0.717647 -0.600000 -1.0000   14.68
498   0.25 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  1.000000 -0.741176 -0.488889 -1.0000   40.54
499   0.50 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.614148  0.129412  0.000000  1.0000   10.82
500   0.75  0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.247588  0.176471  0.000000 -0.7500    0.00
501   0.50 -0.142857  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.247588  0.176471  0.000000 -0.7500    0.00
502  -0.25 -0.428571  0.272727 -0.666667  0.997419  0.240524  0.555764 -0.490196  0.189711  0.270588  0.000000 -0.8750    0.00
503  -0.75 -0.428571  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.736334 -0.647059  0.000000 -1.0000    1.95
504  -0.25 -0.714286  0.272727 -0.333333  0.956129 -0.046864  0.597748 -0.286988  0.717042 -0.670588  0.000000 -1.0000   49.59
505  -1.00 -1.000000  0.272727  0.000000  0.865806  0.117161  0.727454 -0.639929  0.575563 -0.529412 -0.688889 -1.0000    5.80
506  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.048232  0.364706  0.800000 -1.0000    0.00
507  -0.75 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
508  -1.00 -1.000000  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.524116 -0.388235 -0.288889 -1.0000    0.00
509   0.00 -0.428571  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.215434  0.317647  0.600000 -0.5625    2.17
510   0.25 -0.142857  0.272727  0.333333  0.865806  0.142660  0.746687 -0.746881  0.028939  0.105882  0.111111 -1.0000    0.43
511   0.75  0.142857  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.529412 -0.488889 -1.0000    0.00
512  -0.25 -0.714286  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.646302 -0.600000 -0.488889 -1.0000    6.44
513  -0.75 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.266881  0.317647  0.200000 -1.0000   54.29
514   0.50 -0.428571  0.272727  1.000000  0.623226 -0.616816  0.542629 -0.932264  0.221865  0.294118  0.400000 -1.0000   11.16
515  -1.00 -0.428571  0.272727  0.666667  0.953548 -0.001378  0.423244 -0.597148  0.504823 -0.364706 -0.200000 -1.0000    0.00
516   0.25 -0.714286  0.818182 -0.666667  0.569032 -0.986906 -0.768266 -0.960784 -0.382637 -0.623529 -0.088889 -1.0000    0.00

[517 rows x 13 columns]
This is a regression set
the dataset is: 
[0.5, -0.1428571428571429, -0.6363636363636364, 0.33333333333333326, 0.7419354838709677, -0.8270158511371468, -0.797349595402838, -0.8181818181818182, -0.6141479099678457, -0.15294117647058825, 0.3999999999999999, -1.0, 0.0]
predicted: 11.213013726410225; actual: 10.08
predicted: 10.328838139862302; actual: 30.18
predicted: 12.019877170300607; actual: 28.189999999999998
predicted: 10.05293656460954; actual: 71.3
predicted: 11.250225902713456; actual: 8.68
predicted: 9.96687479062974; actual: 12.64
predicted: 10.901845668031855; actual: 9.77
predicted: 10.676008775488283; actual: 1.43
predicted: 9.692253402910218; actual: 18.3
predicted: 10.491301789701879; actual: 0.0
predicted: 10.4065966380947; actual: 5.18
predicted: 9.91547508342215; actual: 3.64
predicted: 10.020894643067395; actual: 1.95
predicted: 10.976077280341654; actual: 0.0
predicted: 10.927842842060715; actual: 0.0
predicted: 10.155763120726881; actual: 3.2
predicted: 10.504680283958566; actual: 0.0
predicted: 9.85002167204697; actual: 0.0
predicted: 10.592029572961511; actual: 0.0
predicted: 10.367600378276679; actual: 2.03
predicted: 10.776613043328991; actual: 1.63
predicted: 14.119440082949964; actual: 2.77
predicted: 9.703922139483595; actual: 11.19
predicted: 10.48941512282913; actual: 196.48
predicted: 11.100637503798353; actual: 0.5499999999999999
predicted: 10.290058201961898; actual: 37.71
predicted: 13.495590751246763; actual: 2.07
predicted: 11.674949155192406; actual: 17.2
predicted: 9.837822864691573; actual: 54.29
predicted: 12.913854851869111; actual: 4.96
predicted: 10.467978053944995; actual: 4.42
predicted: 10.16936405082639; actual: 0.9
predicted: 10.864746951674912; actual: 7.04
predicted: 14.62014365064442; actual: 0.0
predicted: 10.144983816759765; actual: 0.0
predicted: 11.907537082060843; actual: 0.0
predicted: 10.273604015783695; actual: 0.0
predicted: 10.102002693523591; actual: 0.0
predicted: 10.80907298444502; actual: 7.999999999999999
predicted: 10.245367627464669; actual: 0.09
predicted: 10.672374774394916; actual: 3.3300000000000005
predicted: 10.501818017454761; actual: 1.56
predicted: 10.035194774955087; actual: 10.93
predicted: 10.609785465004645; actual: 82.75000000000001
predicted: 10.397090323366974; actual: 0.0
predicted: 10.436622713800608; actual: 0.68
predicted: 10.092443532991522; actual: 2.44
predicted: 11.44535665807531; actual: 0.0
predicted: 9.943742337041131; actual: 5.39
predicted: 11.203421027813818; actual: 0.0
predicted: 11.28767401405724; actual: 0.0
predicted: 9.985805160494026; actual: 0.0
predicted: 11.676356353406375; actual: 0.0
predicted: 10.197544699813175; actual: 0.0
predicted: 10.029523797029297; actual: 0.0
predicted: 9.916487587652307; actual: 5.23
predicted: 10.950321651090766; actual: 0.0
predicted: 10.55244762146979; actual: 0.0
predicted: 10.892469809513754; actual: 6.61
predicted: 9.916832581999426; actual: 13.05
predicted: 9.860166659692643; actual: 0.0
predicted: 10.940830503617391; actual: 0.95
l_rate: 10; n_epoch: 500, n_hidden: [5, 5]
epoch: 0, lrate: 10.000, error: 0.00008947
epoch: 100, lrate: 10.000, error: 0.00019396
epoch: 200, lrate: 10.000, error: 0.00024407
epoch: 300, lrate: 10.000, error: 0.00084229
epoch: 400, lrate: 10.000, error: 0.00073465
epoch: 500, lrate: 10.000, error: 0.00139559
the trained network:
there are a total of 2 hidden layers
there are 12 inputs
there are 5 nodes in the 1st hidden layer
there are 5 nodes in the 2nd hidden layer
there are 1 nodes in the output layer
layer 0: [{'weights': [1.1490218098900136, 1.0310105930328246, 0.6703815144331152, -0.05046803810928777, -1.2761175013388886, 0.4624567394498635, -0.041809287390149524, 1.4529622973759282, 1.5519759623027003, -1.114506818981956, 0.11489007783342109, 2.4340167921312883, -0.7862360474307832], 'output': 0.05152865890471409, 'delta': -7.651018239635578e-06}, {'weights': [0.3685957667592538, 0.2687432792843377, -0.12210937733171247, 0.5389688993005075, 0.31356911556641814, 0.45155289849219754, -0.17619907418204575, 0.8671099501053625, 0.053926580915923734, 1.2834388419518201, 0.1782458929468271, 1.4489298267848711, 0.08448509502764195], 'output': 0.15300875008361767, 'delta': -1.0678244837115629e-05}, {'weights': [0.2327095686414996, 1.0601646079844986, 0.5807262311098607, -0.29536581772872555, -0.5273148072373397, 0.9212582600424064, 0.07865057131612457, 1.0546706018842702, 0.6162658995784825, -0.9773074966171362, 0.08510591278462562, 2.2969265321363754, -0.8065026406039748], 'output': 0.031490596151273136, 'delta': -2.218145975219596e-06}, {'weights': [0.6962008581005048, 0.6701381793092308, -1.474845132122814, 4.194292080502032, 2.494058731282316, -0.022757004688780145, 1.6477378876932867, -1.2543968788492963, -3.933085151971904, 6.899920230834584, 4.6931347341440155, -1.7850185792957904, 3.485179071785098], 'output': 0.99945073582158, 'delta': 1.6944557558216364e-07}, {'weights': [2.8240890619873844, 3.6276273224835456, 1.4733969767961668, 3.8195665763314763, -1.238936812431168, 3.310182229757157, 1.029890572429403, 1.482071338102253, 2.2824874089856704, -2.6977413965824013, 2.772797534369842, 1.6384276389373893, -1.4383371688973607], 'output': 0.9699335127420052, 'delta': -2.9923211948483003e-05}]
node #0: {'weights': [1.1490218098900136, 1.0310105930328246, 0.6703815144331152, -0.05046803810928777, -1.2761175013388886, 0.4624567394498635, -0.041809287390149524, 1.4529622973759282, 1.5519759623027003, -1.114506818981956, 0.11489007783342109, 2.4340167921312883, -0.7862360474307832], 'output': 0.05152865890471409, 'delta': -7.651018239635578e-06}
node #1: {'weights': [0.3685957667592538, 0.2687432792843377, -0.12210937733171247, 0.5389688993005075, 0.31356911556641814, 0.45155289849219754, -0.17619907418204575, 0.8671099501053625, 0.053926580915923734, 1.2834388419518201, 0.1782458929468271, 1.4489298267848711, 0.08448509502764195], 'output': 0.15300875008361767, 'delta': -1.0678244837115629e-05}
node #2: {'weights': [0.2327095686414996, 1.0601646079844986, 0.5807262311098607, -0.29536581772872555, -0.5273148072373397, 0.9212582600424064, 0.07865057131612457, 1.0546706018842702, 0.6162658995784825, -0.9773074966171362, 0.08510591278462562, 2.2969265321363754, -0.8065026406039748], 'output': 0.031490596151273136, 'delta': -2.218145975219596e-06}
node #3: {'weights': [0.6962008581005048, 0.6701381793092308, -1.474845132122814, 4.194292080502032, 2.494058731282316, -0.022757004688780145, 1.6477378876932867, -1.2543968788492963, -3.933085151971904, 6.899920230834584, 4.6931347341440155, -1.7850185792957904, 3.485179071785098], 'output': 0.99945073582158, 'delta': 1.6944557558216364e-07}
node #4: {'weights': [2.8240890619873844, 3.6276273224835456, 1.4733969767961668, 3.8195665763314763, -1.238936812431168, 3.310182229757157, 1.029890572429403, 1.482071338102253, 2.2824874089856704, -2.6977413965824013, 2.772797534369842, 1.6384276389373893, -1.4383371688973607], 'output': 0.9699335127420052, 'delta': -2.9923211948483003e-05}
layer 1: [{'weights': [-0.12699495511297168, -0.41661415671437735, -0.029982842355695906, 0.6661938984974126, -2.5539320009124484, 0.1666739288158058], 'output': 0.15134811745298063, 'delta': 0.0002760775137332539}, {'weights': [-0.5143179222612189, -0.03658922012009254, -0.06582011317259813, -0.014033106813913253, -0.9555035220784119, 0.24287657065496296], 'output': 0.3240648122821079, 'delta': 0.0001030308156226696}, {'weights': [0.4133349262908722, 0.101399200624718, 0.5055220055816214, 0.6089750577885951, -0.588283882453655, 0.5313942002154215], 'output': 0.650115310080514, 'delta': 8.84866601417285e-05}, {'weights': [-0.7748932087819085, 0.16109828856067732, -0.7686336592112533, 0.014096049670609874, -0.9739438909374268, -0.04497965849866789], 'output': 0.2652895104625867, 'delta': 0.00012195728604955092}, {'weights': [0.869056404978317, -0.6565136057747019, 0.7132628634092603, -5.926778248030695, 4.188496570984328, -4.067839580432408], 'output': 0.0025690406186987865, 'delta': -1.2094389607175721e-05}]
node #0: {'weights': [-0.12699495511297168, -0.41661415671437735, -0.029982842355695906, 0.6661938984974126, -2.5539320009124484, 0.1666739288158058], 'output': 0.15134811745298063, 'delta': 0.0002760775137332539}
node #1: {'weights': [-0.5143179222612189, -0.03658922012009254, -0.06582011317259813, -0.014033106813913253, -0.9555035220784119, 0.24287657065496296], 'output': 0.3240648122821079, 'delta': 0.0001030308156226696}
node #2: {'weights': [0.4133349262908722, 0.101399200624718, 0.5055220055816214, 0.6089750577885951, -0.588283882453655, 0.5313942002154215], 'output': 0.650115310080514, 'delta': 8.84866601417285e-05}
node #3: {'weights': [-0.7748932087819085, 0.16109828856067732, -0.7686336592112533, 0.014096049670609874, -0.9739438909374268, -0.04497965849866789], 'output': 0.2652895104625867, 'delta': 0.00012195728604955092}
node #4: {'weights': [0.869056404978317, -0.6565136057747019, 0.7132628634092603, -5.926778248030695, 4.188496570984328, -4.067839580432408], 'output': 0.0025690406186987865, 'delta': -1.2094389607175721e-05}
output layer: [{'weights': [-1.6019672099387585, -0.3544663202496414, -0.2982950021274362, -0.46930994459510383, 3.513204951003735, -2.6041947356502817], 'output': 0.03735757654893966, 'delta': -0.0013434527204335932}]
node #0: {'weights': [-1.6019672099387585, -0.3544663202496414, -0.2982950021274362, -0.46930994459510383, 3.513204951003735, -2.6041947356502817], 'output': 0.03735757654893966, 'delta': -0.0013434527204335932}
predicted: 13.802411477781467; actual: 0.0
predicted: 24.860223600204513; actual: 0.0
predicted: 15.149244625328006; actual: 0.0
predicted: 15.569852553107282; actual: 0.0
predicted: 18.27332737150473; actual: 0.0
predicted: 18.68975012218932; actual: 0.0
predicted: 13.710339579324527; actual: 0.0
predicted: 13.765543518536477; actual: 0.0
predicted: 13.848555582831038; actual: 0.0
predicted: 14.95779502749028; actual: 0.0
predicted: 16.381381260984536; actual: 0.0
predicted: 13.68701384099921; actual: 0.0
predicted: 13.745971682887243; actual: 0.0
predicted: 13.708461895949103; actual: 0.0
predicted: 18.841961149335013; actual: 0.47
predicted: 14.104404007212343; actual: 1.19
predicted: 18.19288240272819; actual: 1.75
predicted: 16.83511193269173; actual: 2.57
predicted: 14.990199699017793; actual: 5.33
predicted: 13.752315472387192; actual: 8.31
predicted: 18.478866852235; actual: 11.53
predicted: 13.89420869546248; actual: 24.23
predicted: 22.406101773333617; actual: 32.07
predicted: 18.004229635977776; actual: 88.49
predicted: 13.830236999393941; actual: 0.0
predicted: 25.28476192152311; actual: 0.68
predicted: 19.105381026095426; actual: 8.85
predicted: 14.396320822631028; actual: 0.52
predicted: 13.732159693228862; actual: 9.27
predicted: 13.77355730240174; actual: 0.0
predicted: 18.22786426669362; actual: 0.0
predicted: 30.61729400699342; actual: 0.0
predicted: 14.29584342278029; actual: 34.36
predicted: 14.121435195409235; actual: 6.58
predicted: 17.09731868229119; actual: 3.93
predicted: 13.879612125776404; actual: 3.71
predicted: 14.343504053018563; actual: 1.09
predicted: 39.49148890328058; actual: 11.060000000000002
predicted: 13.765952603171744; actual: 7.73
predicted: 13.741755044771551; actual: 9.96
predicted: 16.088993021516313; actual: 8.16
predicted: 13.702906515063885; actual: 0.0
predicted: 39.59640763528221; actual: 185.76
predicted: 23.435704543953; actual: 0.0
predicted: 16.920054151216554; actual: 0.0
predicted: 14.673269707636372; actual: 6.43
predicted: 15.078636101328085; actual: 0.0
predicted: 13.846202167577212; actual: 0.0
predicted: 44.179819429198375; actual: 2.75
predicted: 17.362164041946844; actual: 0.0
predicted: 15.285712386476915; actual: 0.0
predicted: 15.820839487160582; actual: 0.43000000000000005
l_rate: 10; n_epoch: 500, n_hidden: [5, 9]
epoch: 0, lrate: 10.000, error: 0.00003024
epoch: 100, lrate: 10.000, error: 0.00022264
epoch: 200, lrate: 10.000, error: 0.00163907
epoch: 300, lrate: 10.000, error: 0.00217342
epoch: 400, lrate: 10.000, error: 0.00000000
epoch: 500, lrate: 10.000, error: 0.00000001
the trained network:
there are a total of 2 hidden layers
there are 12 inputs
there are 5 nodes in the 1st hidden layer
there are 9 nodes in the 2nd hidden layer
there are 1 nodes in the output layer
layer 0: [{'weights': [-2.070585962065988, -1.450592948258767, -1.1977292959002215, -4.031661071543461, 3.013538100674136, -3.1328492783592097, -0.5400776600309439, 0.9654695850429202, -3.6878244573716628, 7.550740441459512, 4.608442263230501, -1.6053306712719524, 3.358552649824989], 'output': 0.03683400745464043, 'delta': 5.807556098000165e-10}, {'weights': [2.2834108324715685, 2.682969449226915, 1.0825278616797611, 2.490645405255753, -0.3299437559146241, 4.755734955330227, 1.318367179300414, 0.36934727651200266, 0.2769312697287682, -0.3205447662420412, 4.352632096059793, 2.0761837088164796, -1.0608895996819885], 'output': 0.5548111015917165, 'delta': -5.68899981425771e-09}, {'weights': [2.0015555295635177, 1.5646020550640065, -1.226514838324856, 5.258673797196671, 0.8119107632557687, 0.253322124064837, 1.1994398554064998, -0.10324379563659412, -4.25396958326778, 7.284112000032935, 6.709249074845967, -0.5742079283994934, 1.9569577681862567], 'output': 0.9905073540515043, 'delta': 2.47113644972379e-10}, {'weights': [-0.6387366323526743, -0.24402220145005415, 0.3370273586206251, 1.6892349246572973, 0.8345532428267551, -0.40675407549023923, 0.5172638233040899, 0.11748710721018414, 0.039476737827460896, 2.6417075478343643, 0.38540192207874785, 0.7012673535902013, 0.41837996530933785], 'output': 0.5492266391986567, 'delta': 2.008510585486129e-09}, {'weights': [2.4692828896585977, 1.6654278927530621, 1.7925766052359637, -2.5489355845232735, -0.9351691196715284, 0.6388016939398261, -0.351491654975411, 1.10838167213738, 0.5049887284688094, -2.291545652868069, 3.19502627008982, 1.94909070155659, -0.4379108649769892], 'output': 0.11899697377188892, 'delta': -1.4839862153387482e-09}]
node #0: {'weights': [-2.070585962065988, -1.450592948258767, -1.1977292959002215, -4.031661071543461, 3.013538100674136, -3.1328492783592097, -0.5400776600309439, 0.9654695850429202, -3.6878244573716628, 7.550740441459512, 4.608442263230501, -1.6053306712719524, 3.358552649824989], 'output': 0.03683400745464043, 'delta': 5.807556098000165e-10}
node #1: {'weights': [2.2834108324715685, 2.682969449226915, 1.0825278616797611, 2.490645405255753, -0.3299437559146241, 4.755734955330227, 1.318367179300414, 0.36934727651200266, 0.2769312697287682, -0.3205447662420412, 4.352632096059793, 2.0761837088164796, -1.0608895996819885], 'output': 0.5548111015917165, 'delta': -5.68899981425771e-09}
node #2: {'weights': [2.0015555295635177, 1.5646020550640065, -1.226514838324856, 5.258673797196671, 0.8119107632557687, 0.253322124064837, 1.1994398554064998, -0.10324379563659412, -4.25396958326778, 7.284112000032935, 6.709249074845967, -0.5742079283994934, 1.9569577681862567], 'output': 0.9905073540515043, 'delta': 2.47113644972379e-10}
node #3: {'weights': [-0.6387366323526743, -0.24402220145005415, 0.3370273586206251, 1.6892349246572973, 0.8345532428267551, -0.40675407549023923, 0.5172638233040899, 0.11748710721018414, 0.039476737827460896, 2.6417075478343643, 0.38540192207874785, 0.7012673535902013, 0.41837996530933785], 'output': 0.5492266391986567, 'delta': 2.008510585486129e-09}
node #4: {'weights': [2.4692828896585977, 1.6654278927530621, 1.7925766052359637, -2.5489355845232735, -0.9351691196715284, 0.6388016939398261, -0.351491654975411, 1.10838167213738, 0.5049887284688094, -2.291545652868069, 3.19502627008982, 1.94909070155659, -0.4379108649769892], 'output': 0.11899697377188892, 'delta': -1.4839862153387482e-09}
layer 1: [{'weights': [-0.9990291859135741, -0.5946176739072443, -0.13520132183966, 0.1419536115932164, 0.24906001848533804, -1.3861306937015494], 'output': 0.14440871284638748, 'delta': -3.067822896495e-10}, {'weights': [1.2407283849172248, -2.20556477867934, 2.531116512021137, 1.071262719957934, -1.337938459977436, 0.6643329653857915], 'output': 0.9185350359296585, 'delta': 1.7114332059230666e-09}, {'weights': [2.4681487529453827, -2.6984093724702527, 3.331434851373745, 0.8475840554851826, -1.1712341659655305, 0.9008876331972225], 'output': 0.9577363469544119, 'delta': 1.1309803853751571e-09}, {'weights': [1.5390084477233446, -1.934377494384981, 2.544979951640242, 0.31499880841827205, -1.0929038957310742, 0.19137082609385897], 'output': 0.8505116107125521, 'delta': 2.5971699119301935e-09}, {'weights': [0.27210730591827326, -0.5870074840706987, 0.06522428069303464, 0.006747427390997931, -0.43386600144484666, -1.2927093016459825], 'output': 0.16914731016196885, 'delta': 1.901236048192045e-10}, {'weights': [-2.7415280142798664, 2.0944832013983854, -2.5251153516145233, -0.7121996143742468, 1.1422051111269107, -1.899358706940043], 'output': 0.026734995648616432, 'delta': -5.80742504819172e-10}, {'weights': [0.5635044911835054, -1.1117730349903117, 1.9802912618336626, 0.7729891417650501, -1.6789595978694067, -0.12570831010755537], 'output': 0.812215688017713, 'delta': 2.6281882673328774e-09}, {'weights': [3.573609203422756, -3.6566003120683916, 2.895724989395955, 1.052953198821801, -1.1993131123295375, 1.8379505473430506], 'output': 0.9624818584901864, 'delta': 1.2681268136711906e-09}, {'weights': [-0.2687228806190786, -1.3178705157863044, 0.6250380546277753, 0.40655764413518125, -0.5034631333759496, -0.7412397605665316], 'output': 0.33185199238143426, 'delta': 1.8801770193999508e-09}]
node #0: {'weights': [-0.9990291859135741, -0.5946176739072443, -0.13520132183966, 0.1419536115932164, 0.24906001848533804, -1.3861306937015494], 'output': 0.14440871284638748, 'delta': -3.067822896495e-10}
node #1: {'weights': [1.2407283849172248, -2.20556477867934, 2.531116512021137, 1.071262719957934, -1.337938459977436, 0.6643329653857915], 'output': 0.9185350359296585, 'delta': 1.7114332059230666e-09}
node #2: {'weights': [2.4681487529453827, -2.6984093724702527, 3.331434851373745, 0.8475840554851826, -1.1712341659655305, 0.9008876331972225], 'output': 0.9577363469544119, 'delta': 1.1309803853751571e-09}
node #3: {'weights': [1.5390084477233446, -1.934377494384981, 2.544979951640242, 0.31499880841827205, -1.0929038957310742, 0.19137082609385897], 'output': 0.8505116107125521, 'delta': 2.5971699119301935e-09}
node #4: {'weights': [0.27210730591827326, -0.5870074840706987, 0.06522428069303464, 0.006747427390997931, -0.43386600144484666, -1.2927093016459825], 'output': 0.16914731016196885, 'delta': 1.901236048192045e-10}
node #5: {'weights': [-2.7415280142798664, 2.0944832013983854, -2.5251153516145233, -0.7121996143742468, 1.1422051111269107, -1.899358706940043], 'output': 0.026734995648616432, 'delta': -5.80742504819172e-10}
node #6: {'weights': [0.5635044911835054, -1.1117730349903117, 1.9802912618336626, 0.7729891417650501, -1.6789595978694067, -0.12570831010755537], 'output': 0.812215688017713, 'delta': 2.6281882673328774e-09}
node #7: {'weights': [3.573609203422756, -3.6566003120683916, 2.895724989395955, 1.052953198821801, -1.1993131123295375, 1.8379505473430506], 'output': 0.9624818584901864, 'delta': 1.2681268136711906e-09}
