[0.0, 0.20270270270270263, 0.1596638655462186, -0.7699115044247787, -0.5888082167522579, -0.687962340282448, -0.6418696510862409, -0.6442451420029895, 0.32142857142857145]
[-1.0, 0.6756756756756757, 0.6134453781512608, -0.6902654867256637, 0.300867717372056, 0.07935440484196343, 0.041474654377880116, -0.0004982561036369626, 0.32142857142857145]
[0.0, 0.17567567567567566, 0.07563025210084051, -0.7345132743362832, -0.4053479723747122, -0.48419636852723613, -0.5905200789993417, -0.4947683109118086, 0.32142857142857145]
[-1.0, 0.2567567567567568, 0.10924369747899165, -0.7522123893805309, -0.4591818664777758, -0.5622057834566241, -0.695852534562212, -0.5316392625809665, 0.32142857142857145]
[-1.0, 0.4189189189189191, 0.32773109243697496, -0.7522123893805309, -0.4085355055781831, -0.5036987222595832, -0.5352205398288348, -0.5196811160936721, 0.32142857142857145]
[1.0, 0.3918918918918919, 0.3781512605042019, -0.7079646017699115, -0.2116167876748717, -0.3066577000672497, -0.282422646477946, -0.45490782262082696, 0.32142857142857145]
[1.0, 0.283783783783784, 0.2941176470588236, -0.7610619469026548, -0.3787851956791217, -0.5063887020847344, -0.4496379196840027, -0.4748380667663178, 0.32142857142857145]
[-1.0, 0.4189189189189191, 0.4285714285714286, -0.6991150442477876, -0.2534088896759341, -0.38601210490921334, -0.360105332455563, -0.37817638266068754, 0.32142857142857145]
[1.0, 0.7297297297297298, 0.5798319327731094, -0.6460176991150441, 0.3373472640340003, 0.276395427034297, 0.1468071099407504, -0.14499252615844527, 0.32142857142857145]
[1.0, 0.4054054054054055, 0.3781512605042019, -0.7787610619469026, -0.4354524526297149, -0.5648957632817755, -0.4746543778801844, -0.5445939212755355, 0.32142857142857145]
[0.0, 0.29729729729729737, 0.26050420168067223, -0.7256637168141593, -0.4775987249867186, -0.5796906523201077, -0.6234364713627387, -0.4449427005480816, 0.32142857142857145]
[-1.0, 0.6216216216216219, 0.7310924369747898, -0.6017699115044247, 0.1227200283336285, -0.007397444519166241, -0.21263989466754452, -0.1360239162929745, 0.32142857142857145]
[1.0, 0.4864864864864866, 0.4285714285714286, -0.6814159292035398, -0.13511599079157088, -0.24142568930733044, -0.217906517445688, -0.3303437967115096, 0.32142857142857145]
[1.0, 0.6621621621621621, 0.5126050420168069, -0.6460176991150441, 0.3245971312201168, 0.19973100201748473, 0.05595786701777472, -0.04633781763826594, 0.32142857142857145]
[1.0, 0.8378378378378379, 0.7647058823529409, -0.6371681415929203, 0.41986895696830184, 0.11432414256893053, 0.05595786701777472, 0.18285999003487818, 0.32142857142857145]
[1.0, -0.09459459459459463, -0.1428571428571428, -0.7787610619469026, -0.7467681955020364, -0.8110289172831204, -0.7682685977616853, -0.7737917289486795, 0.35714285714285715]
[-1.0, 0.4054054054054055, 0.26050420168067223, -0.6283185840707964, 0.07844873384097739, -0.1230665770006727, 0.041474654377880116, -0.1858495266567015, 0.35714285714285715]
[0.0, 0.44594594594594605, 0.24369747899159666, -0.7256637168141593, -0.25872144501505223, -0.3194351042367184, -0.48650427913100724, -0.45690084703537615, 0.35714285714285715]
[-1.0, 0.5000000000000002, 0.41176470588235303, -0.7345132743362832, -0.17124136709757398, -0.2804303967720243, -0.3324555628703094, -0.3731938216243148, 0.35714285714285715]
[1.0, 0.6351351351351353, 0.546218487394958, -0.7168141592920354, -0.1269700726049231, -0.17014122394082065, -0.31007241606319946, -0.35525660189337305, 0.35714285714285715]
[1.0, 0.5405405405405408, 0.4957983193277311, -0.6814159292035398, 0.03346909863644387, -0.1963685272360458, -0.3627386438446347, -0.1280518186347781, 0.35714285714285715]
[-1.0, 0.3918918918918919, 0.2100840336134453, -0.7345132743362832, -0.3777226846112981, -0.5110961667787493, -0.3851217906517447, -0.5346287992027902, 0.35714285714285715]
[-1.0, 0.1351351351351351, 0.07563025210084051, -0.7345132743362832, -0.5785372764299628, -0.6496301277740417, -0.6458196181698486, -0.6482311908320876, 0.35714285714285715]
[1.0, 0.3783783783783785, 0.32773109243697496, -0.6902654867256637, -0.2027625287763415, -0.3389374579690654, -0.31138907175773534, -0.3353263577478822, 0.35714285714285715]
[-1.0, 0.4189189189189191, 0.32773109243697496, -0.7522123893805309, -0.38586860279794577, -0.5406859448554137, -0.4878209348255431, -0.4230194319880417, 0.35714285714285715]
[1.0, 0.4054054054054055, 0.34453781512605053, -0.7433628318584071, -0.3341597308305295, -0.4229993275050439, -0.522053982883476, -0.45092177379172893, 0.35714285714285715]
[1.0, 0.5270270270270272, 0.47899159663865554, -0.7079646017699115, -0.07561537099344795, -0.08944182918628141, -0.23238973008558272, -0.4728450423517687, 0.35714285714285715]
[1.0, 0.3243243243243241, 0.2941176470588236, -0.7256637168141593, -0.3865769435098283, -0.5332885003362476, -0.4298880842659645, -0.48480318883906315, 0.35714285714285715]
[-1.0, 0.20270270270270263, 0.26050420168067223, -0.7345132743362832, -0.4857446431733664, -0.5951580363147277, -0.586570111915734, -0.5346287992027902, 0.35714285714285715]
[-1.0, 0.3918918918918919, 0.41176470588235303, -0.7256637168141593, -0.31326367982999825, -0.5023537323470075, -0.38248847926267293, -0.4449427005480816, 0.35714285714285715]
[0.0, -0.013513513513513487, -0.1428571428571428, -0.7964601769911503, -0.7446431733663892, -0.8211163416274379, -0.7853851217906518, -0.7638266068759342, 0.35714285714285715]
[1.0, 0.283783783783784, 0.32773109243697496, -0.6991150442477876, -0.4276607047990083, -0.5749831876260929, -0.5878867676102699, -0.5645241654210263, 0.35714285714285715]
[1.0, 0.2702702702702704, 0.277310924369748, -0.7433628318584071, -0.336638923322118, -0.5057162071284467, -0.6734693877551021, -0.3153961136023916, 0.35714285714285715]
[-1.0, 0.44594594594594605, 0.47899159663865554, -0.7168141592920354, -0.2300336461838145, -0.37054472091459334, -0.4799210006583279, -0.2376681614349775, 0.35714285714285715]
[1.0, -0.31081081081081074, -0.361344537815126, -0.8495575221238938, -0.8802904196918718, -0.9132481506388702, -0.9052007899934167, -0.8933731938216243, 0.35714285714285715]
[1.0, 0.013513513513513598, -0.05882352941176461, -0.7522123893805309, -0.6628298211439703, -0.7505043712172159, -0.6984858459512837, -0.684105630293971, 0.35714285714285715]
[0.0, 0.17567567567567566, 0.17647058823529438, -0.7876106194690266, -0.5693288471754914, -0.6933422999327505, -0.6563528637261355, -0.5346287992027902, 0.35714285714285715]
[1.0, 0.4189189189189191, 0.3781512605042019, -0.7079646017699115, -0.25942978572693465, -0.3759246805648959, -0.3838051349572088, -0.3751868460388639, 0.35714285714285715]
[1.0, 0.7972972972972974, 0.8151260504201678, -0.663716814159292, 0.6444129626350277, 0.5447209145931404, 0.34562211981566815, 0.0034877927254610697, 0.35714285714285715]
[1.0, 0.7297297297297298, 0.6638655462184877, -0.6902654867256637, 0.29130511776164325, 0.260255548083389, 0.0006583278472678256, -0.12605879422022903, 0.35714285714285715]
[-1.0, 0.5135135135135136, 0.5798319327731094, -0.6814159292035398, -0.03134407650079696, -0.1486213853396101, -0.163923633969717, -0.2795216741405081, 0.35714285714285715]
[1.0, 0.17567567567567566, 0.14285714285714302, -0.7787610619469026, -0.5902248981760227, -0.6731674512441157, -0.6497695852534562, -0.6283009466865969, 0.35714285714285715]
[1.0, 0.3243243243243241, 0.2941176470588236, -0.7964601769911503, -0.3508057375597663, -0.45796906523201086, -0.5312705727452272, -0.4250124564025909, 0.35714285714285715]
[1.0, 0.45945945945945965, 0.47899159663865554, -0.7256637168141593, -0.09013635558703748, -0.4162743779421656, -0.22975641869651098, -0.35625311410064764, 0.35714285714285715]
[1.0, 0.14864864864864868, 0.10924369747899165, -0.7610619469026548, -0.6111209491765539, -0.6993947545393411, -0.8130348913759052, -0.5924265072247135, 0.35714285714285715]
[-1.0, 0.1351351351351351, 0.10924369747899165, -0.7610619469026548, -0.5321409598016646, -0.5971755211835912, -0.5707702435813036, -0.6342800199302441, 0.35714285714285715]
[1.0, 0.4054054054054055, 0.4957983193277311, -0.7079646017699115, -0.25057552682840445, -0.46065904505716215, -0.2639894667544437, -0.45490782262082696, 0.35714285714285715]
[-1.0, 0.6081081081081083, 0.546218487394958, -0.6991150442477876, 0.009031344076500858, -0.11297915265635528, -0.10730743910467411, -0.2655705032386646, 0.35714285714285715]
[1.0, 0.4189189189189191, 0.41176470588235303, -0.7345132743362832, -0.2300336461838145, -0.3026227303295227, -0.414088215931534, -0.42102640757349274, 0.35714285714285715]
[1.0, 0.5675675675675678, 0.6302521008403363, -0.7079646017699115, -0.007614662652736026, -0.06590450571620732, -0.3732718894009217, -0.1659192825112107, 0.35714285714285715]
[0.0, -0.29729729729729726, -0.31092436974789905, -0.8407079646017699, -0.8714361607933416, -0.8964357767316745, -0.9381171823568137, -0.8734429496761336, 0.35714285714285715]
[1.0, 0.5945945945945947, 0.546218487394958, -0.663716814159292, 0.1591995749955728, 0.11634162743779397, -0.05990783410138256, -0.26357747882411553, 0.35714285714285715]
[-1.0, 0.5675675675675678, 0.546218487394958, -0.6991150442477876, 0.08021958562068354, 0.13987895090786795, -0.3074391046741277, -0.3432984554060786, 0.35714285714285715]
[1.0, 0.3648648648648649, 0.31092436974789917, -0.7345132743362832, -0.32672215335576416, -0.4209818426361803, -0.489137590520079, -0.4309915296462381, 0.35714285714285715]
[1.0, 0.5000000000000002, 0.546218487394958, -0.6902654867256637, -0.1545953603683372, -0.3396099529253531, -0.35088874259381175, -0.2655705032386646, 0.35714285714285715]
[0.0, 0.20270270270270263, 0.19327731092436973, -0.7522123893805309, -0.5321409598016646, -0.6281102891728312, -0.5918367346938775, -0.6123567513702042, 0.35714285714285715]
[-1.0, 0.013513513513513598, -0.008403361344537785, -0.7787610619469026, -0.6872675757039136, -0.7525218560860794, -0.7643186306780777, -0.7140009965122073, 0.35714285714285715]
[0.0, 0.12162162162162149, 0.10924369747899165, -0.7522123893805309, -0.6171418452275546, -0.7350369872225959, -0.6668861092824226, -0.6542102640757349, 0.35714285714285715]
[0.0, 0.20270270270270263, 0.14285714285714302, -0.7964601769911503, -0.5448910926155481, -0.5770006724949563, -0.6734693877551021, -0.6322869955156949, 0.35714285714285715]
[-1.0, 0.5540540540540542, 0.5798319327731094, -0.663716814159292, -0.020364795466619512, 0.19233355749831849, -0.18630678077682694, -0.19581464872944676, 0.35714285714285715]
[-1.0, 0.4864864864864866, 0.546218487394958, -0.7256637168141593, -0.17726226314857452, -0.34566240753194366, -0.3192890059249507, -0.2954658694569008, 0.35714285714285715]
[1.0, 0.5540540540540542, 0.5126050420168069, -0.6991150442477876, 0.10324065875686217, -0.06657700067249528, -0.07570770243581315, -0.2157448928749376, 0.35714285714285715]
[1.0, 0.3378378378378377, 0.34453781512605053, -0.7345132743362832, -0.32140959801664604, -0.480833893745797, -0.3732718894009217, -0.45490782262082696, 0.35714285714285715]
[1.0, 0.14864864864864868, 0.1596638655462186, -0.7433628318584071, -0.5746414025146096, -0.710827168796234, -0.6379196840026333, -0.5844544095665172, 0.35714285714285715]
[-1.0, 0.17567567567567566, -0.042016806722688926, -0.6814159292035398, -0.5052240127501328, -0.5817081371889712, -0.566820276497696, -0.6043846537120079, 0.35714285714285715]
[-1.0, 0.06756756756756754, 0.07563025210084051, -0.8141592920353982, -0.6380378962280857, -0.6893073301950237, -0.6273864384463463, -0.7438963627304434, 0.35714285714285715]
[-1.0, 0.5135135135135136, 0.4453781512605042, -0.663716814159292, -0.026385691517619936, -0.1486213853396101, -0.24160631994733395, -0.1938216243148977, 0.35714285714285715]
[1.0, 0.5270270270270272, 0.7478991596638653, -0.6902654867256637, 0.031698246856737944, -0.16072629455279108, -0.30085582620144835, -0.12705530642750362, 0.35714285714285715]
[1.0, 0.5270270270270272, 0.5126050420168069, -0.6814159292035398, -0.08269877811227211, -0.20780094149293904, -0.1784068466096117, -0.2795216741405081, 0.35714285714285715]
[-1.0, 0.5270270270270272, 0.4453781512605042, -0.7433628318584071, -0.198512484505047, -0.258238063214526, -0.34167215273206064, -0.4020926756352765, 0.35714285714285715]
[0.0, 0.283783783783784, 0.31092436974789917, -0.7433628318584071, -0.44678590401983365, -0.5917955615332886, -0.5878867676102699, -0.4748380667663178, 0.35714285714285715]
[1.0, 0.5135135135135136, 0.5630252100840338, -0.6902654867256637, -0.0862404816716843, -0.19435104236718248, -0.2929558920342332, -0.2715495764823117, 0.35714285714285715]
[1.0, 0.5135135135135136, 0.546218487394958, -0.7168141592920354, -0.14609527182574822, -0.2770679219905853, -0.2587228439763003, -0.3153961136023916, 0.35714285714285715]
[-1.0, 0.5135135135135136, 0.5126050420168069, -0.7079646017699115, -0.11528245085886324, -0.22528581035642237, -0.403554970375247, -0.24065769805680104, 0.35714285714285715]
[-1.0, 0.5405405405405408, 0.5630252100840338, -0.6991150442477876, -0.15353284930051359, -0.29388029589778086, -0.23107307439104685, -0.37120079720976573, 0.35714285714285715]
[1.0, 0.44594594594594605, 0.4285714285714286, -0.7522123893805309, -0.2488046750486984, -0.3073301950235374, -0.4088215931533904, -0.4220229197807672, 0.35714285714285715]
[-1.0, 0.472972972972973, 0.4453781512605042, -0.6902654867256637, -0.10111563662121492, -0.2871553463349026, -0.19157340355497043, -0.2655705032386646, 0.35714285714285715]
[1.0, 0.2432432432432432, 0.2268907563025211, -0.7787610619469026, -0.46024437754559944, -0.5817081371889712, -0.6050032916392364, -0.4748380667663178, 0.35714285714285715]
[-1.0, 0.16216216216216206, 0.17647058823529438, -0.6814159292035398, -0.572162210023021, -0.679892400806994, -0.6761026991441739, -0.6442451420029895, 0.35714285714285715]
[-1.0, 0.5810810810810814, 0.5798319327731094, -0.663716814159292, 0.1815123074198688, -0.12373907195696054, 0.2824226464779458, -0.026407573492775116, 0.35714285714285715]
[0.0, 0.44594594594594605, 0.46218487394957997, -0.7168141592920354, -0.18363732955551615, -0.21250840618695377, -0.3732718894009217, -0.4220229197807672, 0.35714285714285715]
[1.0, 0.45945945945945965, 0.4453781512605042, -0.6194690265486725, -0.3203470869488224, -0.43375924680564903, -0.5378538512179065, -0.4250124564025909, 0.35714285714285715]
[0.0, 0.472972972972973, 0.41176470588235303, -0.7168141592920354, -0.3589516557464141, -0.5023537323470075, -0.5615536537195525, -0.39013452914798197, 0.35714285714285715]
[1.0, 0.6891891891891893, 0.6470588235294119, -0.6725663716814159, 0.1414910571985124, 0.007397444519165797, 0.061224489795918435, -0.26856003986048815, 0.35714285714285715]
[-1.0, 0.45945945945945965, 0.41176470588235303, -0.6902654867256637, -0.15565787143616083, -0.24949562878278442, -0.3192890059249507, -0.3721973094170402, 0.35714285714285715]
[-1.0, 0.8378378378378379, 0.7478991596638653, -0.6460176991150441, 0.4669736143084824, 0.3618022864828514, 0.22448979591836737, -0.04633781763826594, 0.35714285714285715]
[-1.0, 0.7432432432432432, 0.714285714285714, -0.6814159292035398, 0.2162210023021074, 0.13718897108271677, 0.07044107965766955, -0.23069257598405568, 0.35714285714285715]
[0.0, 0.0, -0.025210084033613467, -0.7699115044247787, -0.7127678413316806, -0.8177538668459987, -0.8314680710994076, -0.6442451420029895, 0.35714285714285715]
[1.0, 0.6081081081081083, 0.546218487394958, -0.7079646017699115, -0.17017885602975036, -0.29388029589778086, -0.25082290980908506, -0.3731938216243148, 0.35714285714285715]
[1.0, 0.6216216216216219, 0.5126050420168069, -0.7168141592920354, 0.0837612891800954, -0.0060524546065906515, -0.061224489795918324, -0.2426507224713501, 0.35714285714285715]
[-1.0, 0.5675675675675678, 0.34453781512605053, -0.6991150442477876, -0.08801133345139012, -0.2118359112306658, -0.1678736010533246, -0.3223716990533132, 0.35714285714285715]
[1.0, -0.1216216216216216, -0.1428571428571428, -0.8053097345132743, -0.7789976978926864, -0.8157363819771352, -0.8512179065174457, -0.8036870951669157, 0.35714285714285715]
[-1.0, 0.6891891891891893, 0.680672268907563, -0.6106194690265486, 0.17867894457233913, -0.13113651647612656, 0.1270572745227121, -0.09616342800199285, 0.35714285714285715]
[0.0, 0.2567567567567568, 0.24369747899159666, -0.7699115044247787, -0.423764830883655, -0.5070611970410224, -0.6418696510862409, -0.5127055306427503, 0.35714285714285715]
[-1.0, 0.6756756756756757, 0.6134453781512608, -0.6460176991150441, 0.12165751726580476, -0.10423671822461344, -0.12179065174456893, -0.06427503736920759, 0.35714285714285715]
[1.0, 0.6756756756756757, 0.6302521008403363, -0.654867256637168, 0.19638746236939952, 0.031607262945527737, -0.04542462146148796, -0.05530642750373682, 0.35714285714285715]
[-1.0, 0.5675675675675678, 0.4957983193277311, -0.6371681415929203, 0.08092792633256596, -0.1654337592468058, -0.020408163265306256, -0.09915296462381651, 0.35714285714285715]
[1.0, 0.4864864864864866, 0.47899159663865554, -0.6902654867256637, -0.14609527182574822, -0.2871553463349026, -0.26135615536537193, -0.3004484304932735, 0.35714285714285715]
[-1.0, 0.6351351351351353, 0.6974789915966388, -0.654867256637168, 0.17726226314857452, -0.2212508406186956, 0.013824884792626557, 0.08320876930742438, 0.35714285714285715]
[-1.0, 0.4864864864864866, 0.4957983193277311, -0.7168141592920354, -0.13936603506286527, -0.2313382649630129, -0.45622119815668205, -0.2954658694569008, 0.35714285714285715]
[1.0, -0.08108108108108114, -0.10924369747899154, -0.8230088495575221, -0.788560297503099, -0.8379287155346336, -0.8499012508229098, -0.7957149975087194, 0.35714285714285715]
[-1.0, 0.3648648648648649, 0.2941176470588236, -0.7787610619469026, -0.4450150522401275, -0.5131136516476127, -0.48650427913100724, -0.6143497757847534, 0.35714285714285715]
[-1.0, 0.6351351351351353, 0.5630252100840338, -0.6725663716814159, 0.05684434212856382, -0.17417619367854764, 0.03489137590520075, -0.1938216243148977, 0.35714285714285715]
[1.0, 0.6216216216216219, 0.5630252100840338, -0.7433628318584071, -0.034885780060208926, -0.2521856086079355, -0.10467412771560236, -0.23567513702042842, 0.35714285714285715]
[0.0, 0.013513513513513598, 0.008403361344537785, -0.7964601769911503, -0.6908092792633257, -0.753866845998655, -0.716919025674786, -0.7787742899850523, 0.35714285714285715]
[-1.0, 0.5675675675675678, 0.546218487394958, -0.7256637168141593, -0.0741986895696829, -0.29657027572293215, -0.09019091507570776, -0.23567513702042842, 0.35714285714285715]
[1.0, 0.05405405405405417, 0.025210084033613578, -0.7787610619469026, -0.6922259606870905, -0.7740416946872899, -0.718235681369322, -0.7140009965122073, 0.35714285714285715]
[-1.0, 0.5810810810810814, 0.5798319327731094, -0.6460176991150441, 0.034885780060208926, -0.12373907195696054, -0.21263989466754452, -0.16193323368211243, 0.35714285714285715]
[-1.0, 0.6216216216216219, 0.6302521008403363, -0.6283185840707964, 0.126970072604923, -0.07868190988567614, -0.163923633969717, -0.1061285500747382, 0.35714285714285715]
[-1.0, 0.5540540540540542, 0.47899159663865554, -0.6902654867256637, -0.1322826279440411, -0.2911903160726296, -0.32192231731402243, -0.2655705032386646, 0.35714285714285715]
[1.0, 0.472972972972973, 0.4285714285714286, -0.7256637168141593, -0.11209491765539226, -0.2925353059852053, -0.016458196181698526, -0.37020428500249114, 0.35714285714285715]
[-1.0, 0.472972972972973, 0.4957983193277311, -0.6902654867256637, -0.21728351336993101, -0.34297242770679237, -0.3693219223173141, -0.31938216243148976, 0.35714285714285715]
[1.0, 0.2702702702702704, 0.32773109243697496, -0.7345132743362832, -0.30865946520276255, -0.5487558843308675, -0.4996708360763661, -0.40508221225710006, 0.35714285714285715]
[-1.0, 0.283783783783784, 0.26050420168067223, -0.7256637168141593, -0.4453692225960687, -0.6126429051782113, -0.403554970375247, -0.5386148480318883, 0.35714285714285715]
[-1.0, 0.22972972972972983, 0.34453781512605053, -0.7079646017699115, -0.3068886134230565, -0.5770006724949563, -0.26003949967083617, -0.41205779770802187, 0.35714285714285715]
[1.0, 0.22972972972972983, 0.19327731092436973, -0.7079646017699115, -0.48291128032583674, -0.7471418964357768, -0.553653719552337, -0.38515196811160923, 0.35714285714285715]
[0.0, 0.22972972972972983, 0.19327731092436973, -0.7345132743362832, -0.5679121657517265, -0.6738399462004036, -0.5997366688610929, -0.6253114100647732, 0.35714285714285715]
[1.0, 0.22972972972972983, 0.19327731092436973, -0.7256637168141593, -0.4945989020718966, -0.6240753194351043, -0.5576036866359447, -0.5764823119083209, 0.35714285714285715]
[1.0, 0.20270270270270263, 0.2268907563025211, -0.7168141592920354, -0.47370285107136534, -0.6583725622057836, -0.5878867676102699, -0.42800199302441455, 0.35714285714285715]
[-1.0, -0.05405405405405406, -0.025210084033613467, -0.8053097345132743, -0.7418098105188595, -0.8332212508406187, -0.7880184331797235, -0.7698056801195814, 0.35714285714285715]
[-1.0, 0.2567567567567568, 0.2268907563025211, -0.7522123893805309, -0.4312024083584204, -0.5050437121721588, -0.5470704410796577, -0.5844544095665172, 0.35714285714285715]
[1.0, 0.4189189189189191, 0.41176470588235303, -0.6902654867256637, -0.049052594297857244, -0.262945527908541, -0.2442396313364057, -0.2855007473841553, 0.35714285714285715]
[1.0, 0.4189189189189191, 0.47899159663865554, -0.6902654867256637, -0.08765716309544891, -0.1862811028917285, -0.2745227123107308, -0.3163926258096661, 0.35714285714285715]
[-1.0, 0.472972972972973, 0.5126050420168069, -0.7168141592920354, -0.0292190543651496, -0.15601882985877635, -0.2771560236998025, -0.26856003986048815, 0.35714285714285715]
[-1.0, 0.4864864864864866, 0.46218487394957997, -0.7256637168141593, -0.1453869311138659, -0.3759246805648959, -0.5747202106649112, -0.18385650224215222, 0.35714285714285715]
[-1.0, 0.4864864864864866, 0.46218487394957997, -0.6460176991150441, -0.02213564724632544, -0.20847343644922678, -0.25082290980908506, -0.2436472346786247, 0.35714285714285715]
[1.0, 0.5540540540540542, 0.5798319327731094, -0.6902654867256637, 0.04090667611120957, -0.09347679892400818, -0.17182356813693223, -0.2077727952167413, 0.35714285714285715]
[-1.0, 0.5540540540540542, 0.4957983193277311, -0.6991150442477876, -0.006552151584912291, -0.06792199058507076, -0.163923633969717, -0.3582461385151967, 0.35714285714285715]
[-1.0, 0.6351351351351353, 0.6974789915966388, -0.654867256637168, 0.2576589339472286, 0.15669132481506365, -0.1533903884134299, -0.17588440458395604, 0.35714285714285715]
[-1.0, 0.7027027027027026, 0.6974789915966388, -0.6991150442477876, 0.03098990614485575, -0.1849361129791528, -0.163923633969717, -0.12605879422022903, 0.35714285714285715]
[1.0, 0.21621621621621623, 0.1596638655462186, -0.7699115044247787, -0.4138480609173012, -0.6778749159381305, -0.5207373271889402, -0.45490782262082696, 0.35714285714285715]
[1.0, 0.05405405405405417, 0.025210084033613578, -0.8584070796460177, -0.6557464140251461, -0.7444519166106255, -0.6721527320605662, -0.6940707523667164, 0.35714285714285715]
[1.0, -0.18918918918918926, -0.17647058823529405, -0.8230088495575221, -0.8268106959447494, -0.8614660390047075, -0.8762343647136274, -0.83756851021425, 0.35714285714285715]
[-1.0, 0.4864864864864866, 0.46218487394957997, -0.6902654867256637, -0.12803258367274672, -0.25285810356422345, -0.35088874259381175, -0.27553562531140996, 0.35714285714285715]
[-1.0, -0.09459459459459463, -0.15966386554621848, -0.8230088495575221, -0.7442890030104481, -0.7679892400806995, -0.8301514154048717, -0.783756851021425, 0.35714285714285715]
[0.0, 0.1351351351351351, 0.12605042016806745, -0.7787610619469026, -0.5300159376660174, -0.6193678547410896, -0.5747202106649112, -0.6043846537120079, 0.35714285714285715]
[0.0, 0.06756756756756754, -0.025210084033613467, -0.7964601769911503, -0.6553922436692049, -0.7316745124411568, -0.716919025674786, -0.6721474838066765, 0.35714285714285715]
[-1.0, 0.10810810810810811, 0.1596638655462186, -0.7256637168141593, -0.48361962103771916, -0.683927370544721, -0.5194206714944043, -0.4947683109118086, 0.35714285714285715]
[1.0, 0.027027027027026973, -0.008403361344537785, -0.8141592920353982, -0.70674694528068, -0.7827841291190316, -0.7458854509545754, -0.7140009965122073, 0.35714285714285715]
[1.0, 0.14864864864864868, 0.2268907563025211, -0.7787610619469026, -0.5622454400566672, -0.6583725622057836, -0.6063199473337723, -0.5944195316392625, 0.35714285714285715]
[0.0, 0.0, -0.07563025210084018, -0.7876106194690266, -0.7556224544005666, -0.839946200403497, -0.7801184990125083, -0.7937219730941704, 0.35714285714285715]
[0.0, 0.04054054054054057, -0.008403361344537785, -0.7876106194690266, -0.6553922436692049, -0.7417619367854742, -0.7248189598420014, -0.6940707523667164, 0.35714285714285715]
[0.0, 0.06756756756756754, -0.008403361344537785, -0.7699115044247787, -0.6713299096865593, -0.7531943510423672, -0.7406188281764319, -0.7140009965122073, 0.35714285714285715]
[-1.0, 0.6486486486486489, 0.6302521008403363, -0.7168141592920354, 0.17974145564016286, 0.11903160726294515, -0.0072416063199474134, -0.0563029397110113, 0.35714285714285715]
[1.0, 0.2432432432432432, 0.19327731092436973, -0.7345132743362832, -0.4273065344430671, -0.5373234700739746, -0.5088874259381172, -0.5246636771300448, 0.35714285714285715]
[0.0, 0.2432432432432432, 0.32773109243697496, -0.6991150442477876, -0.4482025854435985, -0.5904505716207129, -0.5918367346938775, -0.41504733432984553, 0.35714285714285715]
[1.0, 0.6351351351351353, 0.5630252100840338, -0.6902654867256637, 0.0915530370108022, 0.010759919300604937, -0.07702435813034891, -0.2575984055804682, 0.35714285714285715]
[1.0, 0.6351351351351353, 0.6302521008403363, -0.654867256637168, 0.2612006375066407, -0.25285810356422345, -0.14944042132982227, -0.14897857498754352, 0.35714285714285715]
[1.0, 0.027027027027026973, -0.008403361344537785, -0.7876106194690266, -0.658933947228617, -0.7572293207800942, -0.6221198156682027, -0.684105630293971, 0.35714285714285715]
[1.0, 0.4864864864864866, 0.39495798319327724, -0.6991150442477876, -0.17513724101292716, -0.38197713517148635, -0.32587228439763005, -0.21674140508221207, 0.35714285714285715]
[-1.0, 0.14864864864864868, 0.07563025210084051, -0.7964601769911503, -0.5803081282096689, -0.7525218560860794, -0.6115865701119156, -0.6243148978574987, 0.35714285714285715]
[1.0, 0.21621621621621623, 0.1596638655462186, -0.6991150442477876, -0.48397379139366037, -0.6260928043039679, -0.4601711652402898, -0.6143497757847534, 0.35714285714285715]
[1.0, 0.3918918918918919, 0.2941176470588236, -0.7345132743362832, -0.3245971312201169, -0.5090786819098858, -0.3627386438446347, -0.41504733432984553, 0.35714285714285715]
[-1.0, -0.04054054054054057, -0.09243697478991586, -0.7964601769911503, -0.7276429962812112, -0.8029589778076665, -0.7208689927583938, -0.783756851021425, 0.35714285714285715]
[1.0, -0.3513513513513513, -0.3445378151260504, -0.8407079646017699, -0.8576235169116345, -0.9186281102891729, -0.9038841342988808, -0.8445440956651719, 0.35714285714285715]
[-1.0, 0.3783783783783785, 0.41176470588235303, -0.6725663716814159, -0.32247210908446966, -0.44384667114996657, -0.5760368663594471, -0.3452914798206277, 0.35714285714285715]
[0.0, 0.3648648648648649, 0.31092436974789917, -0.7345132743362832, -0.3734726403400036, -0.4862138533960997, -0.45095457537853856, -0.4947683109118086, 0.35714285714285715]
[-1.0, 0.6756756756756757, 0.6974789915966388, -0.6106194690265486, 0.297680184168585, 0.13584398117014107, 0.10994075049374596, -0.09616342800199285, 0.35714285714285715]
[1.0, 0.3918918918918919, 0.3781512605042019, -0.7256637168141593, -0.19674163272534095, -0.2958977807666444, -0.3127057274522712, -0.45490782262082696, 0.35714285714285715]
[0.0, 0.283783783783784, 0.26050420168067223, -0.7433628318584071, -0.44218168939259783, -0.4976462676529927, -0.5510204081632653, -0.5585450921773791, 0.35714285714285715]
[0.0, 0.3243243243243241, 0.2941176470588236, -0.6902654867256637, -0.3826810695944749, -0.4445191661062543, -0.4483212639894668, -0.5844544095665172, 0.35714285714285715]
[1.0, 0.7162162162162162, 0.714285714285714, -0.6460176991150441, 0.13263679829998232, -0.05178211163416302, -0.15602369980250175, -0.1061285500747382, 0.35714285714285715]
[1.0, 0.4189189189189191, 0.4285714285714286, -0.7256637168141593, -0.2831591995749956, -0.39475453934095506, -0.5049374588545096, -0.35525660189337305, 0.35714285714285715]
