options: {'left_index': True, 'discretize_groups': 3, 'order_results': True, 'rename_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
          RI     Na    Mg    Al     Si     K     Ca    Ba    Fe  result
the 25 nearest are: [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 5, 6, 2, 7, 5, 2]
guess: 7
actual: 7

point is: Pandas(Index=20, RI=1.51685, Na=14.92, Mg=0.0, Al=1.99, Si=73.060000000000002, K=0.0, Ca=8.4000000000000004, Ba=1.5900000000000001, Fe=0.0, result=7)
nearest rows: {11: 2.4331058589588741, 14: 2.7797305861539896, 19: 0.44977772332564586, 21: 1.0389419918359244, 27: 1.2607936300600506, 34: 0.79309524497376538, 47: 0.23216398428696949, 49: 3.2469854740820736, 54: 0.77678833384648349, 64: 3.3975726682589129, 67: 3.3341422945039398, 74: 1.76468133171403, 77: 1.5807278021215418, 79: 1.7758942492164314, 82: 1.2986157723129639, 84: 3.0200170179818526, 105: 3.0632997463682865, 111: 3.4690076265266399, 113: 3.5855425923561435, 114: 1.1775823437874731, 121: 0.66948819257698644, 131: 3.0159910599337008, 142: 1.1160648228933654, 145: 1.7555915425007043, 147: 0.2137757537701592}
The nearest 25 neighbors are: 
Pandas(Index=147, RI=1.5165799999999998, Na=14.800000000000001, Mg=0.0, Al=1.99, Si=73.109999999999999, K=0.0, Ca=8.2799999999999994, Ba=1.71, Fe=0.0, result=7)
Pandas(Index=47, RI=1.51719, Na=14.75, Mg=0.0, Al=2.0, Si=73.019999999999996, K=0.0, Ca=8.5299999999999994, Ba=1.5900000000000001, Fe=0.080000000000000002, result=7)
Pandas(Index=19, RI=1.5168299999999999, Na=14.56, Mg=0.0, Al=1.98, Si=73.290000000000006, K=0.0, Ca=8.5199999999999996, Ba=1.5700000000000001, Fe=0.070000000000000007, result=7)
Pandas(Index=121, RI=1.5206500000000001, Na=14.359999999999999, Mg=0.0, Al=2.02, Si=73.420000000000002, K=0.0, Ca=8.4399999999999995, Ba=1.6399999999999999, Fe=0.0, result=7)
Pandas(Index=54, RI=1.51651, Na=14.380000000000001, Mg=0.0, Al=1.9399999999999999, Si=73.609999999999999, K=0.0, Ca=8.4800000000000004, Ba=1.5700000000000001, Fe=0.0, result=7)
Pandas(Index=34, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=21, RI=1.51617, Na=14.949999999999999, Mg=0.0, Al=2.27, Si=73.299999999999997, K=0.0, Ca=8.7100000000000009, Ba=0.67000000000000004, Fe=0.0, result=7)
Pandas(Index=142, RI=1.5160200000000001, Na=14.85, Mg=0.0, Al=2.3799999999999999, Si=73.280000000000001, K=0.0, Ca=8.7599999999999998, Ba=0.64000000000000001, Fe=0.089999999999999997, result=7)
Pandas(Index=114, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=27, RI=1.5160899999999999, Na=15.01, Mg=0.0, Al=2.5099999999999998, Si=73.049999999999997, K=0.050000000000000003, Ca=8.8300000000000001, Ba=0.53000000000000003, Fe=0.0, result=7)
Pandas(Index=82, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
Pandas(Index=77, RI=1.51623, Na=14.140000000000001, Mg=0.0, Al=2.8799999999999999, Si=72.609999999999999, K=0.080000000000000002, Ca=9.1799999999999997, Ba=1.0600000000000001, Fe=0.0, result=7)
Pandas(Index=145, RI=1.51556, Na=13.869999999999999, Mg=0.0, Al=2.54, Si=73.230000000000004, K=0.14000000000000001, Ca=9.4100000000000001, Ba=0.81000000000000005, Fe=0.01, result=7)
Pandas(Index=74, RI=1.5164, Na=14.369999999999999, Mg=0.0, Al=2.7400000000000002, Si=72.849999999999994, K=0.0, Ca=9.4499999999999993, Ba=0.54000000000000004, Fe=0.0, result=7)
Pandas(Index=79, RI=1.51623, Na=14.199999999999999, Mg=0.0, Al=2.79, Si=73.459999999999994, K=0.040000000000000001, Ca=9.0399999999999991, Ba=0.40000000000000002, Fe=0.089999999999999997, result=7)
Pandas(Index=11, RI=1.51888, Na=14.99, Mg=0.78000000000000003, Al=1.74, Si=72.5, K=0.0, Ca=9.9499999999999993, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=14, RI=1.51831, Na=14.390000000000001, Mg=0.0, Al=1.8200000000000001, Si=72.859999999999999, K=1.4099999999999999, Ca=6.4699999999999998, Ba=2.8799999999999999, Fe=0.0, result=7)
Pandas(Index=131, RI=1.5182899999999999, Na=14.460000000000001, Mg=2.2400000000000002, Al=1.6200000000000001, Si=72.379999999999995, K=0.0, Ca=9.2599999999999998, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=84, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=105, RI=1.5191600000000001, Na=14.15, Mg=0.0, Al=2.0899999999999999, Si=72.739999999999995, K=0.0, Ca=10.880000000000001, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=49, RI=1.52068, Na=13.550000000000001, Mg=2.0899999999999999, Al=1.6699999999999999, Si=72.180000000000007, K=0.53000000000000003, Ca=9.5700000000000003, Ba=0.27000000000000002, Fe=0.17000000000000001, result=2)
Pandas(Index=67, RI=1.51905, Na=14.0, Mg=2.3900000000000001, Al=1.5600000000000001, Si=72.370000000000005, K=0.0, Ca=9.5700000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=64, RI=1.5166600000000001, Na=12.859999999999999, Mg=0.0, Al=1.8300000000000001, Si=73.879999999999995, K=0.96999999999999997, Ca=10.17, Ba=0.0, Fe=0.0, result=5)
Pandas(Index=111, RI=1.5205799999999998, Na=12.85, Mg=1.6100000000000001, Al=2.1699999999999999, Si=72.180000000000007, K=0.76000000000000001, Ca=9.6999999999999993, Ba=0.23999999999999999, Fe=0.51000000000000001, result=5)
Pandas(Index=113, RI=1.52081, Na=13.779999999999999, Mg=2.2799999999999998, Al=1.4299999999999999, Si=71.989999999999995, K=0.48999999999999999, Ca=9.8499999999999996, Ba=0.0, Fe=0.17000000000000001, result=2)
the 25 nearest are: [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 6, 6, 6, 2, 6, 5, 5, 2]
guess: 7
actual: 7

point is: Pandas(Index=21, RI=1.51613, Na=13.880000000000001, Mg=1.78, Al=1.79, Si=73.099999999999994, K=0.0, Ca=8.6699999999999999, Ba=0.76000000000000001, Fe=0.0, result=7)
nearest rows: {9: 1.7418108443800666, 19: 2.0943974049831144, 22: 2.0330027487438365, 24: 1.7775274738805014, 34: 2.0671722135322934, 41: 1.9692130542173436, 45: 1.6560503381540059, 49: 1.5574725366760009, 54: 2.0959962176492604, 67: 1.5361993771643006, 70: 2.0737171349053352, 73: 2.1029620254298456, 80: 1.9544821763321358, 83: 2.0921759010417831, 84: 1.1891617686841407, 86: 2.1152793086493329, 93: 2.0002999931260326, 111: 2.0614605993081647, 113: 1.9648719811733277, 114: 2.0649700481120785, 117: 1.681637238675451, 119: 2.0183657302134317, 121: 2.0931842800862048, 131: 1.4216204365441567, 145: 2.0779076795902176}
The nearest 25 neighbors are: 
Pandas(Index=84, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=131, RI=1.5182899999999999, Na=14.460000000000001, Mg=2.2400000000000002, Al=1.6200000000000001, Si=72.379999999999995, K=0.0, Ca=9.2599999999999998, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=67, RI=1.51905, Na=14.0, Mg=2.3900000000000001, Al=1.5600000000000001, Si=72.370000000000005, K=0.0, Ca=9.5700000000000003, Ba=0.0, Fe=0.0, result=6)
Pandas(Index=49, RI=1.52068, Na=13.550000000000001, Mg=2.0899999999999999, Al=1.6699999999999999, Si=72.180000000000007, K=0.53000000000000003, Ca=9.5700000000000003, Ba=0.27000000000000002, Fe=0.17000000000000001, result=2)
Pandas(Index=45, RI=1.5177799999999999, Na=13.210000000000001, Mg=2.8100000000000001, Al=1.29, Si=72.980000000000004, K=0.51000000000000001, Ca=9.0199999999999996, Ba=0.0, Fe=0.089999999999999997, result=1)
Pandas(Index=117, RI=1.5180799999999999, Na=13.43, Mg=2.8700000000000001, Al=1.1899999999999999, Si=72.840000000000003, K=0.55000000000000004, Ca=9.0299999999999994, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=9, RI=1.51837, Na=13.140000000000001, Mg=2.8399999999999999, Al=1.28, Si=72.849999999999994, K=0.55000000000000004, Ca=9.0700000000000003, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=24, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=80, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=113, RI=1.52081, Na=13.779999999999999, Mg=2.2799999999999998, Al=1.4299999999999999, Si=71.989999999999995, K=0.48999999999999999, Ca=9.8499999999999996, Ba=0.0, Fe=0.17000000000000001, result=2)
Pandas(Index=41, RI=1.5159, Na=13.24, Mg=3.3399999999999999, Al=1.47, Si=73.099999999999994, K=0.39000000000000001, Ca=8.2200000000000006, Ba=0.0, Fe=0.0, result=2)
Pandas(Index=93, RI=1.5158799999999999, Na=13.119999999999999, Mg=3.4100000000000001, Al=1.5800000000000001, Si=73.260000000000005, K=0.070000000000000007, Ca=8.3900000000000006, Ba=0.0, Fe=0.19, result=2)
Pandas(Index=119, RI=1.5165999999999999, Na=12.99, Mg=3.1800000000000002, Al=1.23, Si=72.969999999999999, K=0.57999999999999996, Ca=8.8100000000000005, Ba=0.0, Fe=0.23999999999999999, result=2)
Pandas(Index=22, RI=1.5165500000000001, Na=13.41, Mg=3.3900000000000001, Al=1.28, Si=72.640000000000001, K=0.52000000000000002, Ca=8.6500000000000004, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=111, RI=1.5205799999999998, Na=12.85, Mg=1.6100000000000001, Al=2.1699999999999999, Si=72.180000000000007, K=0.76000000000000001, Ca=9.6999999999999993, Ba=0.23999999999999999, Fe=0.51000000000000001, result=5)
Pandas(Index=114, RI=1.5172700000000001, Na=14.699999999999999, Mg=0.0, Al=2.3399999999999999, Si=73.280000000000001, K=0.0, Ca=8.9499999999999993, Ba=0.66000000000000003, Fe=0.0, result=7)
Pandas(Index=34, RI=1.51711, Na=14.23, Mg=0.0, Al=2.0800000000000001, Si=73.359999999999999, K=0.0, Ca=8.6199999999999992, Ba=1.6699999999999999, Fe=0.0, result=7)
Pandas(Index=70, RI=1.51779, Na=13.210000000000001, Mg=3.3900000000000001, Al=1.3300000000000001, Si=72.760000000000005, K=0.58999999999999997, Ca=8.5899999999999999, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=145, RI=1.51556, Na=13.869999999999999, Mg=0.0, Al=2.54, Si=73.230000000000004, K=0.14000000000000001, Ca=9.4100000000000001, Ba=0.81000000000000005, Fe=0.01, result=7)
Pandas(Index=83, RI=1.5161, Na=13.42, Mg=3.3999999999999999, Al=1.22, Si=72.689999999999998, K=0.58999999999999997, Ca=8.3200000000000003, Ba=0.0, Fe=0.0, result=3)
Pandas(Index=121, RI=1.5206500000000001, Na=14.359999999999999, Mg=0.0, Al=2.02, Si=73.420000000000002, K=0.0, Ca=8.4399999999999995, Ba=1.6399999999999999, Fe=0.0, result=7)
Pandas(Index=19, RI=1.5168299999999999, Na=14.56, Mg=0.0, Al=1.98, Si=73.290000000000006, K=0.0, Ca=8.5199999999999996, Ba=1.5700000000000001, Fe=0.070000000000000007, result=7)
Pandas(Index=54, RI=1.51651, Na=14.380000000000001, Mg=0.0, Al=1.9399999999999999, Si=73.609999999999999, K=0.0, Ca=8.4800000000000004, Ba=1.5700000000000001, Fe=0.0, result=7)
Pandas(Index=73, RI=1.52315, Na=13.44, Mg=3.3399999999999999, Al=1.23, Si=72.379999999999995, K=0.59999999999999998, Ca=8.8300000000000001, Ba=0.0, Fe=0.0, result=7)
Pandas(Index=86, RI=1.5186899999999999, Na=13.19, Mg=3.3700000000000001, Al=1.1799999999999999, Si=72.719999999999999, K=0.56999999999999995, Ca=8.8300000000000001, Ba=0.0, Fe=0.16, result=1)
the 25 nearest are: [6, 6, 6, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 5, 7, 7, 1, 7, 3, 7, 7, 7, 7, 1]
guess: 2
actual: 7
loss is 8 for k=25

point is: Pandas(Index=0, RI=1.52101, Na=13.640000000000001, Mg=4.4900000000000002, Al=1.1000000000000001, Si=71.780000000000001, K=0.059999999999999998, Ca=8.75, Ba=0.0, Fe=0.0, result=1)
nearest rows: {32: 0.88701950936831298}
The nearest 1 neighbors are: 
Pandas(Index=32, RI=1.51911, Na=13.9, Mg=3.73, Al=1.1799999999999999, Si=72.120000000000005, K=0.059999999999999998, Ca=8.8900000000000006, Ba=0.0, Fe=0.0, result=1)
the 1 nearest are: [1]
guess: 1
actual: 1

point is: Pandas(Index=1, RI=1.5232000000000001, Na=13.720000000000001, Mg=3.7200000000000002, Al=0.51000000000000001, Si=71.75, K=0.089999999999999997, Ca=10.06, Ba=0.0, Fe=0.16, result=1)
nearest rows: {57: 0.43943282763125491}
The nearest 1 neighbors are: 
Pandas(Index=57, RI=1.5221, Na=13.73, Mg=3.8399999999999999, Al=0.71999999999999997, Si=71.760000000000005, K=0.17000000000000001, Ca=9.7400000000000002, Ba=0.0, Fe=0.0, result=1)
the 1 nearest are: [1]
guess: 1
actual: 1

point is: Pandas(Index=2, RI=1.51793, Na=12.789999999999999, Mg=3.5, Al=1.1200000000000001, Si=73.030000000000001, K=0.64000000000000001, Ca=8.7699999999999996, Ba=0.0, Fe=0.0, result=1)
nearest rows: {68: 0.23409401551513359}
The nearest 1 neighbors are: 
Pandas(Index=68, RI=1.5178399999999999, Na=12.68, Mg=3.6699999999999999, Al=1.1599999999999999, Si=73.109999999999999, K=0.60999999999999999, Ca=8.6999999999999993, Ba=0.0, Fe=0.0, result=1)
the 1 nearest are: [1]
guess: 1
actual: 1

point is: Pandas(Index=3, RI=1.51905, Na=13.6, Mg=3.6200000000000001, Al=1.1100000000000001, Si=72.640000000000001, K=0.14000000000000001, Ca=8.7599999999999998, Ba=0.0, Fe=0.0, result=1)
nearest rows: {152: 0.21794919040913857}
The nearest 1 neighbors are: 
Pandas(Index=152, RI=1.51769, Na=13.65, Mg=3.6600000000000001, Al=1.1100000000000001, Si=72.769999999999996, K=0.11, Ca=8.5999999999999996, Ba=0.0, Fe=0.0, result=3)
the 1 nearest are: [3]
guess: 3
actual: 1

point is: Pandas(Index=4, RI=1.5157100000000001, Na=12.720000000000001, Mg=3.46, Al=1.5600000000000001, Si=73.200000000000003, K=0.67000000000000004, Ca=8.0899999999999999, Ba=0.0, Fe=0.23999999999999999, result=1)
nearest rows: {136: 0.30545184252185981}
The nearest 1 neighbors are: 
Pandas(Index=136, RI=1.5166200000000001, Na=12.85, Mg=3.5099999999999998, Al=1.4399999999999999, Si=73.010000000000005, K=0.68000000000000005, Ca=8.2300000000000004, Ba=0.059999999999999998, Fe=0.25, result=2)
the 1 nearest are: [2]
guess: 2
actual: 1

point is: Pandas(Index=5, RI=1.5176799999999999, Na=12.65, Mg=3.5600000000000001, Al=1.3, Si=73.079999999999998, K=0.60999999999999999, Ca=8.6899999999999995, Ba=0.0, Fe=0.14000000000000001, result=1)
nearest rows: {17: 0.228035269421204}
The nearest 1 neighbors are: 
Pandas(Index=17, RI=1.51797, Na=12.74, Mg=3.48, Al=1.3500000000000001, Si=72.959999999999994, K=0.64000000000000001, Ca=8.6799999999999997, Ba=0.0, Fe=0.0, result=1)
the 1 nearest are: [1]
guess: 1
actual: 1

point is: Pandas(Index=6, RI=1.5175000000000001, Na=12.82, Mg=3.5499999999999998, Al=1.49, Si=72.75, K=0.54000000000000004, Ca=8.5199999999999996, Ba=0.0, Fe=0.19, result=1)
nearest rows: {106: 0.3067596590166275}
The nearest 1 neighbors are: 
Pandas(Index=106, RI=1.5187200000000001, Na=12.93, Mg=3.6600000000000001, Al=1.5600000000000001, Si=72.510000000000005, K=0.57999999999999996, Ca=8.5500000000000007, Ba=0.0, Fe=0.12, result=2)
the 1 nearest are: [2]
guess: 2
actual: 1

point is: Pandas(Index=7, RI=1.51844, Na=13.25, Mg=3.7599999999999998, Al=1.3200000000000001, Si=72.400000000000006, K=0.57999999999999996, Ca=8.4199999999999999, Ba=0.0, Fe=0.0, result=2)
nearest rows: {26: 0.23600852209189588}
The nearest 1 neighbors are: 
Pandas(Index=26, RI=1.5182899999999999, Na=13.24, Mg=3.8999999999999999, Al=1.4099999999999999, Si=72.329999999999998, K=0.55000000000000004, Ca=8.3100000000000005, Ba=0.0, Fe=0.10000000000000001, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=8, RI=1.52664, Na=11.23, Mg=0.0, Al=0.77000000000000002, Si=73.209999999999994, K=0.0, Ca=14.68, Ba=0.0, Fe=0.0, result=2)
nearest rows: {15: 2.272928413324975}
The nearest 1 neighbors are: 
Pandas(Index=15, RI=1.52475, Na=11.449999999999999, Mg=0.0, Al=1.8799999999999999, Si=72.189999999999998, K=0.81000000000000005, Ca=13.24, Ba=0.0, Fe=0.34000000000000002, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=9, RI=1.5168999999999999, Na=13.33, Mg=3.54, Al=1.6100000000000001, Si=72.540000000000006, K=0.68000000000000005, Ca=8.1099999999999994, Ba=0.0, Fe=0.0, result=2)
nearest rows: {143: 0.19646934239213984}
The nearest 1 neighbors are: 
Pandas(Index=143, RI=1.5164500000000001, Na=13.4, Mg=3.4900000000000002, Al=1.52, Si=72.650000000000006, K=0.67000000000000004, Ca=8.0800000000000001, Ba=0.0, Fe=0.10000000000000001, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=10, RI=1.5217700000000001, Na=13.75, Mg=1.01, Al=1.3600000000000001, Si=72.189999999999998, K=0.33000000000000002, Ca=11.140000000000001, Ba=0.0, Fe=0.0, result=2)
nearest rows: {36: 1.4304545440173915}
The nearest 1 neighbors are: 
Pandas(Index=36, RI=1.5222200000000001, Na=14.43, Mg=0.0, Al=1.0, Si=72.670000000000002, K=0.10000000000000001, Ca=11.52, Ba=0.0, Fe=0.080000000000000002, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=11, RI=1.5159200000000002, Na=12.859999999999999, Mg=3.52, Al=2.1200000000000001, Si=72.659999999999997, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
nearest rows: {85: 0.3000000006666686}
The nearest 1 neighbors are: 
Pandas(Index=85, RI=1.5159, Na=12.82, Mg=3.52, Al=1.8999999999999999, Si=72.859999999999999, K=0.68999999999999995, Ca=7.9699999999999998, Ba=0.0, Fe=0.0, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=12, RI=1.5157399999999999, Na=14.859999999999999, Mg=3.6699999999999999, Al=1.74, Si=71.870000000000005, K=0.16, Ca=7.3600000000000003, Ba=0.0, Fe=0.12, result=2)
nearest rows: {61: 1.3623148665415039}
The nearest 1 neighbors are: 
Pandas(Index=61, RI=1.51708, Na=13.720000000000001, Mg=3.6800000000000002, Al=1.8100000000000001, Si=72.060000000000002, K=0.64000000000000001, Ca=7.8799999999999999, Ba=0.0, Fe=0.0, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=13, RI=1.5165500000000001, Na=12.75, Mg=2.8500000000000001, Al=1.4399999999999999, Si=73.269999999999996, K=0.56999999999999995, Ca=8.7899999999999991, Ba=0.11, Fe=0.22, result=2)
nearest rows: {24: 0.4785419872905578}
The nearest 1 neighbors are: 
Pandas(Index=24, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=14, RI=1.51841, Na=12.93, Mg=3.7400000000000002, Al=1.1100000000000001, Si=72.280000000000001, K=0.64000000000000001, Ca=8.9600000000000009, Ba=0.0, Fe=0.22, result=2)
nearest rows: {123: 0.24979991993593645}
The nearest 1 neighbors are: 
Pandas(Index=123, RI=1.51841, Na=13.02, Mg=3.6200000000000001, Al=1.0600000000000001, Si=72.340000000000003, K=0.64000000000000001, Ca=9.1300000000000008, Ba=0.0, Fe=0.14999999999999999, result=2)
the 1 nearest are: [2]
guess: 2
actual: 2

point is: Pandas(Index=15, RI=1.5183200000000001, Na=13.33, Mg=3.3399999999999999, Al=1.54, Si=72.140000000000001, K=0.56000000000000005, Ca=8.9900000000000002, Ba=0.0, Fe=0.0, result=3)
nearest rows: {58: 0.30935467282715973}
The nearest 1 neighbors are: 
Pandas(Index=58, RI=1.51776, Na=13.529999999999999, Mg=3.4100000000000001, Al=1.52, Si=72.040000000000006, K=0.57999999999999996, Ca=8.7899999999999991, Ba=0.0, Fe=0.0, result=3)
the 1 nearest are: [3]
guess: 3
actual: 3

point is: Pandas(Index=16, RI=1.5166500000000001, Na=13.140000000000001, Mg=3.4500000000000002, Al=1.76, Si=72.480000000000004, K=0.59999999999999998, Ca=8.3800000000000008, Ba=0.0, Fe=0.17000000000000001, result=3)
nearest rows: {89: 0.38858743366197285}
The nearest 1 neighbors are: 
Pandas(Index=89, RI=1.51709, Na=13.0, Mg=3.4700000000000002, Al=1.79, Si=72.719999999999999, K=0.66000000000000003, Ca=8.1799999999999997, Ba=0.0, Fe=0.0, result=2)
the 1 nearest are: [2]
guess: 2
actual: 3

point is: Pandas(Index=17, RI=1.52369, Na=13.44, Mg=0.0, Al=1.5800000000000001, Si=72.219999999999999, K=0.32000000000000001, Ca=12.24, Ba=0.0, Fe=0.0, result=5)
nearest rows: {135: 0.32343566222666276}
The nearest 1 neighbors are: 
Pandas(Index=135, RI=1.5204299999999999, Na=13.380000000000001, Mg=0.0, Al=1.3999999999999999, Si=72.25, K=0.33000000000000002, Ca=12.5, Ba=0.0, Fe=0.0, result=5)
the 1 nearest are: [5]
guess: 5
actual: 5

point is: Pandas(Index=18, RI=1.5129900000000001, Na=14.4, Mg=1.74, Al=1.54, Si=74.549999999999997, K=0.0, Ca=7.5899999999999999, Ba=0.0, Fe=0.0, result=6)
nearest rows: {82: 2.3763426988757317}
The nearest 1 neighbors are: 
Pandas(Index=82, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
the 1 nearest are: [7]
guess: 7
actual: 6

point is: Pandas(Index=19, RI=1.51508, Na=15.15, Mg=0.0, Al=2.25, Si=73.5, K=0.0, Ca=8.3399999999999999, Ba=0.63, Fe=0.0, result=7)
nearest rows: {82: 0.41797129518664311}
The nearest 1 neighbors are: 
Pandas(Index=82, RI=1.5151399999999999, Na=14.85, Mg=0.0, Al=2.4199999999999999, Si=73.719999999999999, K=0.0, Ca=8.3900000000000006, Ba=0.56000000000000005, Fe=0.0, result=7)
the 1 nearest are: [7]
guess: 7
actual: 7

point is: Pandas(Index=20, RI=1.51685, Na=14.92, Mg=0.0, Al=1.99, Si=73.060000000000002, K=0.0, Ca=8.4000000000000004, Ba=1.5900000000000001, Fe=0.0, result=7)
nearest rows: {147: 0.2137757537701592}
The nearest 1 neighbors are: 
Pandas(Index=147, RI=1.5165799999999998, Na=14.800000000000001, Mg=0.0, Al=1.99, Si=73.109999999999999, K=0.0, Ca=8.2799999999999994, Ba=1.71, Fe=0.0, result=7)
the 1 nearest are: [7]
guess: 7
actual: 7

point is: Pandas(Index=21, RI=1.51613, Na=13.880000000000001, Mg=1.78, Al=1.79, Si=73.099999999999994, K=0.0, Ca=8.6699999999999999, Ba=0.76000000000000001, Fe=0.0, result=7)
nearest rows: {84: 1.1891617686841407}
The nearest 1 neighbors are: 
Pandas(Index=84, RI=1.5185200000000001, Na=14.09, Mg=2.1899999999999999, Al=1.6599999999999999, Si=72.670000000000002, K=0.0, Ca=9.3200000000000003, Ba=0.0, Fe=0.0, result=6)
the 1 nearest are: [6]
guess: 6
actual: 7
loss is 6 for k=1
the model for cross 0 is: k=2

point is: Pandas(Index=0, RI=1.51898, Na=13.58, Mg=3.3500000000000001, Al=1.23, Si=72.079999999999998, K=0.58999999999999997, Ca=8.9100000000000001, Ba=0.0, Fe=0.0, result=1)
nearest rows: {58: 0.32603909029439965, 146: 0.2569046523517991}
The nearest 2 neighbors are: 
Pandas(Index=146, RI=1.5189999999999999, Na=13.49, Mg=3.48, Al=1.3500000000000001, Si=71.950000000000003, K=0.55000000000000004, Ca=9.0, Ba=0.0, Fe=0.0, result=1)
Pandas(Index=58, RI=1.51776, Na=13.529999999999999, Mg=3.4100000000000001, Al=1.52, Si=72.040000000000006, K=0.57999999999999996, Ca=8.7899999999999991, Ba=0.0, Fe=0.0, result=3)
the 2 nearest are: [1, 3]
guess: 1
actual: 1

point is: Pandas(Index=1, RI=1.5192600000000001, Na=13.199999999999999, Mg=3.3300000000000001, Al=1.28, Si=72.359999999999999, K=0.59999999999999998, Ca=9.1400000000000006, Ba=0.0, Fe=0.11, result=1)
nearest rows: {73: 0.41087118674835338, 123: 0.41061018314211323}
The nearest 2 neighbors are: 
Pandas(Index=123, RI=1.51841, Na=13.02, Mg=3.6200000000000001, Al=1.0600000000000001, Si=72.340000000000003, K=0.64000000000000001, Ca=9.1300000000000008, Ba=0.0, Fe=0.14999999999999999, result=2)
Pandas(Index=73, RI=1.52315, Na=13.44, Mg=3.3399999999999999, Al=1.23, Si=72.379999999999995, K=0.59999999999999998, Ca=8.8300000000000001, Ba=0.0, Fe=0.0, result=7)
the 2 nearest are: [2, 7]
guess: 2
actual: 1

point is: Pandas(Index=2, RI=1.5173000000000001, Na=12.35, Mg=2.7200000000000002, Al=1.6299999999999999, Si=72.870000000000005, K=0.69999999999999996, Ca=9.2300000000000004, Ba=0.0, Fe=0.0, result=2)
nearest rows: {24: 0.833906862964925, 80: 0.85264304846752514}
The nearest 2 neighbors are: 
Pandas(Index=24, RI=1.5181100000000001, Na=12.960000000000001, Mg=2.96, Al=1.4299999999999999, Si=72.920000000000002, K=0.59999999999999998, Ca=8.7899999999999991, Ba=0.14000000000000001, Fe=0.0, result=2)
Pandas(Index=80, RI=1.5168900000000001, Na=12.67, Mg=2.8799999999999999, Al=1.71, Si=73.209999999999994, K=0.72999999999999998, Ca=8.5399999999999991, Ba=0.0, Fe=0.0, result=2)
the 2 nearest are: [2, 2]
guess: 2
actual: 2

