options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
pred: 7; actual: 7
pred: 7; actual: 7
classification loss: 8
3 final test pred: 
[0.08577642 0.11526472 0.08089747 0.0784825  0.11696751 0.10259522
 0.11065459 0.08328393 0.07265074 0.08116606 0.07615632 0.07896037
 0.09406905 0.11357154 0.12342473 0.08255252 0.10730108 0.07478735
 0.05923534 0.07011459 0.09583454 0.08160457]
2 final test pred: 
[0.40081436 0.44472681 0.36613671 0.3582884  0.46639461 0.43087058
 0.45164436 0.37447205 0.27279433 0.36271425 0.27568553 0.36703162
 0.3933848  0.43111573 0.47813164 0.36035442 0.43597208 0.25081135
 0.25669386 0.20324562 0.20249181 0.27316679]
5 final test pred: 
[0.03068639 0.05197688 0.04027114 0.03594005 0.06801582 0.05477129
 0.06157567 0.03887106 0.11500452 0.04186419 0.08343056 0.04528228
 0.04499062 0.0777396  0.0627991  0.04578159 0.06284251 0.11775067
 0.04550374 0.10126113 0.13566813 0.07044793]
1 final test pred: 
[0.50584087 0.51386783 0.4095867  0.41630837 0.3918964  0.41804856
 0.40852972 0.42067753 0.22279194 0.37573105 0.23118585 0.33923885
 0.37124846 0.35302592 0.46274531 0.37365958 0.37739615 0.1752483
 0.21046789 0.11767773 0.136678   0.22936543]
7 final test pred: 
[0.03849579 0.04801554 0.05897567 0.05712738 0.07903264 0.06507908
 0.07086973 0.05745953 0.1576542  0.07034238 0.16482437 0.07948061
 0.08049863 0.10018936 0.05927253 0.071945   0.08130951 0.23805449
 0.15451753 0.41494055 0.51810466 0.20851638]
6 final test pred: 
[0.03155325 0.05218818 0.03552329 0.03463625 0.05799839 0.04742549
 0.05305962 0.03566636 0.0654828  0.03716814 0.06163713 0.03689447
 0.04619032 0.06398648 0.05646006 0.03957078 0.05370856 0.07631953
 0.04080575 0.08003128 0.11297021 0.05943345]


Test Set:
Possible result classes: [3, 2, 5, 1, 7, 6]
instance confidence[0] = [0.08577642381818971, 0.4008143609745521, 0.03068638636828877, 0.5058408747882754, 0.03849578965058254, 0.03155324681502335]
prediction: 1
instance confidence[1] = [0.11526471824958814, 0.4447268061092752, 0.051976875503951595, 0.5138678290981401, 0.048015536098700864, 0.05218817934938529]
prediction: 1
instance confidence[2] = [0.0808974737132472, 0.3661367120765362, 0.040271141905429554, 0.40958669572669926, 0.05897566790136549, 0.035523293922173585]
prediction: 1
instance confidence[3] = [0.07848250280698701, 0.3582884039633633, 0.035940048826684536, 0.4163083744564927, 0.057127380686346846, 0.0346362539494145]
prediction: 1
instance confidence[4] = [0.11696750824271346, 0.4663946056542443, 0.06801581837526463, 0.3918964037104875, 0.07903264407674047, 0.05799839194735526]
prediction: 2
instance confidence[5] = [0.10259521622171568, 0.43087058193963385, 0.054771289268265674, 0.4180485558594818, 0.06507908148439401, 0.047425487143400384]
prediction: 2
instance confidence[6] = [0.11065458781345104, 0.45164436469566005, 0.06157567191513595, 0.40852972086727957, 0.07086972968685659, 0.05305962302892723]
prediction: 2
instance confidence[7] = [0.08328393300633295, 0.3744720466387545, 0.03887105967861757, 0.4206775342157975, 0.05745953237207049, 0.03566636219544153]
prediction: 1
instance confidence[8] = [0.07265074036042544, 0.272794328143457, 0.11500452192200566, 0.2227919403280194, 0.15765420453860512, 0.06548280466404088]
prediction: 2
instance confidence[9] = [0.08116605584235645, 0.3627142549407018, 0.04186419040736793, 0.375731054946176, 0.07034237999275851, 0.037168137403239064]
prediction: 1
instance confidence[10] = [0.07615631809515169, 0.27568553433710913, 0.083430555958724, 0.23118585120638815, 0.16482436572153192, 0.061637130926648596]
prediction: 2
instance confidence[11] = [0.0789603725310627, 0.36703162044130144, 0.045282276926923506, 0.3392388515661592, 0.07948060702193958, 0.0368944673420074]
prediction: 2
instance confidence[12] = [0.09406904867819396, 0.39338479779032853, 0.04499062377990282, 0.371248457457187, 0.08049863364255362, 0.04619032404610719]
prediction: 2
instance confidence[13] = [0.1135715380801264, 0.43111572636261586, 0.07773959968640567, 0.3530259166982808, 0.10018936472741304, 0.06398647603028074]
prediction: 2
instance confidence[14] = [0.12342472871279182, 0.47813164163641864, 0.06279909580577338, 0.46274530703169797, 0.05927253405874192, 0.05646006265660867]
prediction: 2
instance confidence[15] = [0.08255252472669414, 0.36035442407998064, 0.04578159330072502, 0.3736595763413257, 0.07194500327302918, 0.03957077660060215]
prediction: 1
instance confidence[16] = [0.10730107767897314, 0.43597208490166395, 0.06284251431468448, 0.3773961473281013, 0.08130950718920014, 0.05370855960394473]
prediction: 2
instance confidence[17] = [0.07478734715349944, 0.25081134937277044, 0.11775066966029585, 0.1752482959395287, 0.23805448730637813, 0.0763195297244725]
prediction: 2
instance confidence[18] = [0.05923533999991535, 0.25669385809159406, 0.04550373562101966, 0.2104678894408911, 0.15451752894937865, 0.04080574749373033]
prediction: 2
instance confidence[19] = [0.07011459189843951, 0.20324561910262268, 0.10126113160711143, 0.11767773161582137, 0.4149405534338025, 0.08003127646887434]
prediction: 7
instance confidence[20] = [0.09583454222307766, 0.2024918125826673, 0.13566813328583396, 0.13667799993033905, 0.5181046593169577, 0.11297021254537777]
prediction: 7
instance confidence[21] = [0.08160456975641105, 0.27316679488490864, 0.0704479280048103, 0.22936542700710175, 0.2085163838612452, 0.059433449944355524]
prediction: 2
pred: 1; actual: 1
pred: 1; actual: 1
pred: 1; actual: 1
pred: 1; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 1; actual: 2
pred: 2; actual: 2
pred: 1; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 1; actual: 3
pred: 2; actual: 3
pred: 2; actual: 5
pred: 2; actual: 6
pred: 7; actual: 7
pred: 7; actual: 7
pred: 2; actual: 7
classification loss: 10
3 final test pred: 
[0.08834804 0.07779339 0.08191218 0.06753793 0.02999717 0.04167049
 0.03060456 0.06519435 0.00453192 0.05337431 0.00909124 0.02647323
 0.06401492 0.02609982 0.08605158 0.06357122 0.03318159 0.00177529
 0.01791528 0.0016929  0.00245644 0.01990638]
2 final test pred: 
[0.98939902 0.95606779 0.96890675 0.9487046  0.99956255 0.99749698
 0.99927095 0.98491865 0.59601935 0.99097295 0.55867988 0.99925598
 0.99474145 0.99724562 0.99859043 0.99014059 0.99947165 0.51989845
 0.41619762 0.05286042 0.00138161 0.4499829 ]
5 final test pred: 
[6.46868179e-04 2.11666002e-04 8.79151105e-03 1.35759098e-03
 3.87025854e-02 1.66802755e-02 2.38938264e-02 6.60362235e-03
 3.00509691e-01 2.02173041e-02 3.64485317e-02 1.72265424e-01
 2.25098601e-03 3.37248281e-02 9.06199013e-03 2.44888499e-02
 5.07052186e-02 1.93379866e-01 3.37919079e-03 1.54262535e-02
 1.64182000e-03 7.88150488e-03]
1 final test pred: 
[3.30610497e-01 9.65741113e-01 4.57518424e-02 1.64560540e-02
 1.07355289e-05 3.47948586e-03 5.66071256e-05 1.84546611e-03
 8.37824299e-03 8.46725513e-06 1.53224228e-08 2.52409266e-08
 4.65696150e-09 1.08504018e-05 5.31604726e-03 8.97511227e-06
 2.73413812e-07 1.10007633e-10 3.65246216e-09 3.80023453e-16
 6.78964872e-13 3.59358311e-09]
7 final test pred: 
[6.81838725e-03 3.60893283e-04 9.68747492e-03 1.46722272e-02
 7.63952254e-04 2.11289795e-03 1.18324448e-03 1.21615733e-02
 1.56575815e-02 2.06339188e-02 4.90121188e-02 4.14271200e-02
 4.68592185e-03 1.28841576e-03 1.64109638e-04 1.12508605e-02
 1.85128474e-03 1.47642862e-01 2.82498984e-01 9.09187937e-01
 9.59887976e-01 2.78624016e-01]
6 final test pred: 
[0.02128982 0.00869496 0.00460911 0.02591747 0.00085328 0.00158975
 0.00152967 0.00974422 0.00321927 0.01348443 0.10022549 0.00831305
 0.09500065 0.00097975 0.00106913 0.01801791 0.00381959 0.11311208
 0.19377342 0.21874806 0.00486584 0.0087498 ]


Test Set:
Possible result classes: [3, 2, 5, 1, 7, 6]
instance confidence[0] = [0.08834804439123921, 0.9893990190222128, 0.0006468681791987861, 0.3306104968594656, 0.006818387254089215, 0.021289815205103344]
prediction: 2
instance confidence[1] = [0.07779339302796741, 0.956067788510206, 0.00021166600186870376, 0.9657411129209333, 0.0003608932827767553, 0.008694959648880549]
prediction: 1
instance confidence[2] = [0.08191217651599754, 0.9689067481433816, 0.008791511052160837, 0.04575184240121509, 0.009687474921828882, 0.004609112756231586]
prediction: 2
instance confidence[3] = [0.06753793231294859, 0.9487045987920895, 0.0013575909838413535, 0.016456054026464963, 0.014672227205063552, 0.025917467040714452]
prediction: 2
instance confidence[4] = [0.029997168615572924, 0.9995625452025357, 0.03870258537613463, 1.0735528876939615e-05, 0.0007639522538797032, 0.0008532837420409815]
prediction: 2
instance confidence[5] = [0.041670494144760456, 0.9974969770579794, 0.016680275520033858, 0.003479485864945561, 0.0021128979476932753, 0.0015897462200316485]
prediction: 2
instance confidence[6] = [0.030604556405422787, 0.9992709544968473, 0.023893826412068324, 5.6607125554458996e-05, 0.0011832444768717747, 0.0015296723029577363]
prediction: 2
instance confidence[7] = [0.06519434763302709, 0.9849186453149049, 0.006603622353949864, 0.0018454661111220899, 0.012161573309837546, 0.009744218873317629]
prediction: 2
instance confidence[8] = [0.0045319191336803, 0.596019351949091, 0.30050969057948723, 0.008378242989368227, 0.015657581531295994, 0.0032192699387618654]
prediction: 2
instance confidence[9] = [0.053374305685970895, 0.9909729490752026, 0.020217304116152468, 8.467255131629746e-06, 0.020633918818300397, 0.013484426967561115]
prediction: 2
instance confidence[10] = [0.009091243911387208, 0.5586798826780611, 0.036448531703109036, 1.5322422808407744e-08, 0.04901211875316676, 0.1002254860264139]
prediction: 2
instance confidence[11] = [0.026473228266961836, 0.9992559805990024, 0.17226542375387885, 2.524092664249034e-08, 0.041427119966751386, 0.008313052715022189]
prediction: 2
instance confidence[12] = [0.06401492254996821, 0.99474144820398, 0.0022509860142161573, 4.6569614991552915e-09, 0.004685921845178312, 0.09500064849564917]
prediction: 2
instance confidence[13] = [0.0260998206844528, 0.9972456157110213, 0.03372482808571819, 1.0850401796621004e-05, 0.0012884157551881566, 0.0009797513395823113]
prediction: 2
instance confidence[14] = [0.08605157947359267, 0.9985904315942795, 0.00906199013409131, 0.005316047259503108, 0.00016410963828057128, 0.0010691333336591915]
prediction: 2
instance confidence[15] = [0.06357122422125733, 0.9901405914640861, 0.024488849869762092, 8.97511226804826e-06, 0.011250860475033715, 0.018017907635302446]
prediction: 2
instance confidence[16] = [0.033181585327365294, 0.999471649041947, 0.05070521863467611, 2.734138122927285e-07, 0.0018512847420073695, 0.00381959384143716]
prediction: 2
instance confidence[17] = [0.0017752889592262755, 0.5198984546861527, 0.19337986639523058, 1.1000763329270218e-10, 0.14764286189442596, 0.11311208041701733]
prediction: 2
instance confidence[18] = [0.01791528330309724, 0.41619762013739314, 0.003379190793214513, 3.6524621602698997e-09, 0.2824989840474724, 0.1937734219535632]
prediction: 2
instance confidence[19] = [0.001692903575221285, 0.052860421238014786, 0.015426253494676221, 3.8002345312050337e-16, 0.9091879368085973, 0.21874806328227528]
prediction: 7
instance confidence[20] = [0.0024564379968532325, 0.001381606811804289, 0.0016418199954390746, 6.789648718059303e-13, 0.9598879760533149, 0.004865842543144103]
prediction: 7
instance confidence[21] = [0.019906379823295167, 0.44998290391736057, 0.007881504876700602, 3.593583114785159e-09, 0.27862401619562815, 0.008749795270088115]
prediction: 2
pred: 2; actual: 1
pred: 1; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 3
pred: 2; actual: 3
pred: 2; actual: 5
pred: 2; actual: 6
pred: 7; actual: 7
pred: 7; actual: 7
pred: 2; actual: 7
classification loss: 11
3 final test pred: 
[0.06694018 0.06770486 0.05228387 0.04797753 0.02735631 0.03549106
 0.02721956 0.0460936  0.00273723 0.03536449 0.00631032 0.01805734
 0.04076712 0.0220626  0.05787856 0.03417929 0.02463724 0.00167859
 0.01417312 0.00205616 0.00347478 0.01291128]
2 final test pred: 
[5.74570085e-08 7.53518374e-07 6.74350118e-08 2.44150941e-08
 2.01914310e-04 7.70098620e-06 5.28485849e-05 1.11012559e-07
 1.72527904e-07 2.13548684e-07 5.66824970e-08 1.98449166e-06
 1.23626057e-06 6.45740316e-05 5.09951030e-05 2.56728786e-07
 5.78635986e-05 1.82300420e-07 2.65136843e-09 1.60089096e-08
 1.14938350e-08 4.72993466e-08]
5 final test pred: 
[0.00140151 0.00070612 0.01260199 0.00288276 0.03677126 0.02029299
 0.0251948  0.00939575 0.32492415 0.02186987 0.05221472 0.11261922
 0.00331861 0.03691054 0.0110129  0.02464812 0.04206614 0.22323334
 0.00778199 0.03346653 0.00703412 0.01409986]
1 final test pred: 
[1.82862524e-01 9.16915633e-01 4.17382836e-03 5.44424507e-03
 4.23822224e-06 5.02028668e-04 3.35945705e-05 8.86243939e-04
 3.43805179e-03 1.03010889e-05 5.83783760e-07 6.45870375e-08
 1.60126756e-07 5.20652037e-06 2.54574192e-03 2.41615171e-05
 8.22849974e-07 1.62546980e-08 4.06686344e-09 1.29086643e-13
 6.05521628e-11 2.19913347e-08]
7 final test pred: 
[5.27476008e-03 6.67443244e-04 1.12890214e-02 1.37802575e-02
 2.91659757e-03 4.23878755e-03 3.12051672e-03 1.22465700e-02
 1.43716764e-02 2.31862739e-02 4.89075581e-02 4.35566007e-02
 1.16314924e-02 4.73289324e-03 7.07259094e-04 1.45461135e-02
 5.20110057e-03 1.08233757e-01 3.11561201e-01 8.92526719e-01
 9.51752101e-01 3.41287129e-01]
6 final test pred: 
[0.01957048 0.0177036  0.0069374  0.02392752 0.00230255 0.00334716
 0.00346911 0.01234779 0.00705089 0.01489828 0.10817517 0.00805784
 0.07638255 0.0030104  0.00337807 0.01928351 0.00658509 0.12503635
 0.11175174 0.24469646 0.03921708 0.01990912]


Test Set:
Possible result classes: [3, 2, 5, 1, 7, 6]
instance confidence[0] = [0.06694017535485222, 5.745700854700531e-08, 0.0014015090780455277, 0.18286252427175007, 0.0052747600752356925, 0.019570476056067848]
prediction: 1
instance confidence[1] = [0.067704860689039, 7.535183737022155e-07, 0.0007061231630073685, 0.9169156330959176, 0.0006674432440880793, 0.017703599688040396]
prediction: 1
instance confidence[2] = [0.05228387398754853, 6.743501182476738e-08, 0.012601985233690959, 0.004173828356395596, 0.011289021376128805, 0.006937400262401145]
prediction: 3
instance confidence[3] = [0.04797752575777131, 2.441509405995677e-08, 0.0028827553209502723, 0.005444245072875649, 0.013780257528554702, 0.023927518396896004]
prediction: 3
instance confidence[4] = [0.02735630974958429, 0.0002019143104331516, 0.03677125520455469, 4.238222238027208e-06, 0.002916597566566133, 0.0023025542723006122]
prediction: 5
instance confidence[5] = [0.03549106467919795, 7.700986204138865e-06, 0.020292988852424493, 0.0005020286680138213, 0.004238787546240773, 0.003347157747426689]
prediction: 3
instance confidence[6] = [0.027219562039589362, 5.284858494173339e-05, 0.0251948048622382, 3.359457049062168e-05, 0.0031205167226603862, 0.0034691137072553834]
prediction: 3
instance confidence[7] = [0.04609359987265085, 1.1101255941922638e-07, 0.009395750124633168, 0.0008862439388452031, 0.012246569972254435, 0.012347785425155753]
prediction: 3
instance confidence[8] = [0.002737229358288454, 1.7252790405031645e-07, 0.32492415126735036, 0.003438051794283315, 0.014371676430212277, 0.00705088914135523]
prediction: 5
instance confidence[9] = [0.03536448553143539, 2.1354868417725723e-07, 0.0218698671281244, 1.0301088940130399e-05, 0.023186273925550952, 0.01489828317380506]
prediction: 3
instance confidence[10] = [0.00631032162316864, 5.668249697788379e-08, 0.052214717615752596, 5.837837602801915e-07, 0.04890755806491751, 0.1081751674539777]
prediction: 6
instance confidence[11] = [0.01805734035210194, 1.984491660423246e-06, 0.11261921961529468, 6.458703746846721e-08, 0.04355660071901294, 0.00805784000389291]
prediction: 5
instance confidence[12] = [0.04076711667598217, 1.2362605685476934e-06, 0.003318614360465819, 1.601267558607554e-07, 0.011631492382599896, 0.0763825522635246]
prediction: 6
instance confidence[13] = [0.022062598914747253, 6.457403158528535e-05, 0.03691053603041559, 5.206520368295668e-06, 0.004732893241690124, 0.003010395894283602]
prediction: 5
instance confidence[14] = [0.057878561916073705, 5.099510301829836e-05, 0.011012904447344153, 0.00254574191558055, 0.0007072590939847486, 0.0033780727638190442]
prediction: 3
instance confidence[15] = [0.03417929273414301, 2.5672878649346936e-07, 0.02464811652738794, 2.416151710250252e-05, 0.014546113481021668, 0.019283505913625616]
prediction: 3
instance confidence[16] = [0.024637235938523617, 5.786359858586201e-05, 0.04206614311061766, 8.228499737844579e-07, 0.005201100572329202, 0.006585085025980161]
prediction: 5
instance confidence[17] = [0.001678586027756246, 1.8230041972618355e-07, 0.22323334327546704, 1.6254697980256372e-08, 0.10823375718395267, 0.12503635468145857]
prediction: 5
instance confidence[18] = [0.014173119564505092, 2.6513684292804264e-09, 0.0077819947200277115, 4.066863442099e-09, 0.3115612008113085, 0.11175173539522057]
prediction: 7
instance confidence[19] = [0.002056164342850879, 1.600890963284123e-08, 0.033466527030089316, 1.2908664302115888e-13, 0.8925267193049994, 0.24469646166915401]
prediction: 7
instance confidence[20] = [0.0034747787699054783, 1.1493834959508674e-08, 0.007034117100085774, 6.055216277834734e-11, 0.9517521011173431, 0.03921707703568694]
prediction: 7
instance confidence[21] = [0.01291128484240736, 4.729934662163284e-08, 0.014099860420115807, 2.199133468418575e-08, 0.3412871286388761, 0.01990912222253252]
prediction: 7
pred: 1; actual: 1
pred: 1; actual: 1
pred: 3; actual: 1
pred: 3; actual: 1
pred: 5; actual: 1
pred: 3; actual: 1
pred: 3; actual: 1
pred: 3; actual: 2
pred: 5; actual: 2
pred: 3; actual: 2
pred: 6; actual: 2
pred: 5; actual: 2
pred: 6; actual: 2
pred: 5; actual: 2
pred: 3; actual: 2
pred: 3; actual: 3
pred: 5; actual: 3
pred: 5; actual: 5
pred: 7; actual: 6
pred: 7; actual: 7
pred: 7; actual: 7
pred: 7; actual: 7
classification loss: 15
3 final test pred: 
[0.37032863 0.33712332 0.2461637  0.2503792  0.22989816 0.24925418
 0.2372365  0.26516819 0.02880644 0.2213689  0.05397318 0.17886335
 0.23840765 0.17271332 0.30831041 0.20298511 0.21217543 0.02501831
 0.07410795 0.02135387 0.02767186 0.07749128]
2 final test pred: 
[3.88523031e-01 6.43410763e-01 2.01217999e-01 1.60457084e-01
 8.26201187e-01 6.24920208e-01 7.56872923e-01 2.42623813e-01
 1.67227290e-02 1.95116658e-01 1.49740483e-02 2.51476973e-01
 3.54943957e-01 6.32809410e-01 8.49805420e-01 1.84736653e-01
 6.75860091e-01 6.95692094e-03 8.08836519e-03 9.51077733e-04
 6.46632126e-04 1.27654454e-02]
5 final test pred: 
[0.00040652 0.00131175 0.00253584 0.00129393 0.00796298 0.0044422
 0.00546189 0.00173119 0.28384532 0.00289534 0.05898095 0.00520229
 0.00171571 0.01480955 0.00371408 0.00372434 0.00676371 0.25705382
 0.01199212 0.14423438 0.11929168 0.01804525]
1 final test pred: 
[8.79728462e-05 6.50040747e-04 1.14064806e-05 1.21236460e-05
 1.85076315e-05 2.73806499e-05 2.67763508e-05 1.35897315e-05
 2.02323660e-06 4.04343423e-06 6.57723887e-07 1.32473257e-06
 4.23599472e-06 1.18743517e-05 1.42020662e-04 5.79221954e-06
 1.08875224e-05 2.11590638e-07 2.80580348e-08 4.74945100e-09
 7.28735489e-08 3.28755277e-07]
7 final test pred: 
[1.07155836e-03 7.09618931e-04 3.98981097e-03 4.08838565e-03
 5.18782100e-03 3.30998104e-03 3.70824206e-03 3.90026290e-03
 1.58142762e-02 8.49881004e-03 5.35574015e-02 1.34924785e-02
 1.24324258e-02 9.76938542e-03 1.49331697e-03 6.88476987e-03
 6.64597491e-03 1.30226051e-01 1.91117670e-01 8.90257371e-01
 9.51107969e-01 2.54544878e-01]
6 final test pred: 
[0.00110958 0.00358668 0.00233195 0.00278345 0.00379708 0.00277952
 0.00321182 0.00212414 0.04643715 0.00285178 0.04747364 0.00243061
 0.00553869 0.00722834 0.00286376 0.00350668 0.00404459 0.11750667
 0.0279181  0.23672017 0.25959292 0.02607999]


Test Set:
Possible result classes: [3, 2, 5, 1, 7, 6]
instance confidence[0] = [0.3703286298441792, 0.38852303058832394, 0.00040652374781066945, 8.797284616665965e-05, 0.0010715583551087304, 0.001109575480041197]
prediction: 2
instance confidence[1] = [0.3371233202600307, 0.6434107629894632, 0.0013117545683960677, 0.0006500407466995874, 0.0007096189306345731, 0.0035866811780323428]
prediction: 2
instance confidence[2] = [0.24616370483449493, 0.20121799926691303, 0.002535839643775419, 1.1406480648720686e-05, 0.003989810969091749, 0.0023319541124635426]
prediction: 3
instance confidence[3] = [0.25037920067610786, 0.16045708387644908, 0.001293927172010931, 1.2123646033478916e-05, 0.00408838565101308, 0.0027834537961970124]
prediction: 3
instance confidence[4] = [0.2298981556871698, 0.8262011873305722, 0.007962976130087973, 1.85076314631012e-05, 0.005187821003660252, 0.003797078013411988]
prediction: 2
instance confidence[5] = [0.24925417724628235, 0.6249202077074574, 0.004442201737186354, 2.7380649940372994e-05, 0.0033099810446497913, 0.002779519573427407]
prediction: 2
instance confidence[6] = [0.23723650184448614, 0.7568729234035189, 0.0054618894645196885, 2.677635075224951e-05, 0.003708242055260503, 0.003211823600972449]
prediction: 2
instance confidence[7] = [0.2651681894762875, 0.24262381330631488, 0.0017311947449891692, 1.3589731543557254e-05, 0.003900262904112389, 0.002124141865619124]
prediction: 3
instance confidence[8] = [0.028806443800411065, 0.016722728978542278, 0.28384531854328376, 2.0232365964087384e-06, 0.01581427616535556, 0.046437147787099994]
prediction: 5
instance confidence[9] = [0.22136889830573794, 0.1951166580453007, 0.0028953350930831867, 4.0434342277656465e-06, 0.008498810039401178, 0.0028517760314989665]
prediction: 3
instance confidence[10] = [0.0539731809178491, 0.0149740483280102, 0.05898094506166107, 6.577238873068467e-07, 0.053557401505781914, 0.04747364317541979]
prediction: 5
instance confidence[11] = [0.17886334556136366, 0.2514769726511343, 0.00520228973171574, 1.3247325690639496e-06, 0.013492478539434579, 0.0024306084559601597]
prediction: 2
instance confidence[12] = [0.23840765491135527, 0.35494395739663, 0.0017157066334817276, 4.23599472143821e-06, 0.01243242580244658, 0.005538687759099859]
prediction: 2
instance confidence[13] = [0.17271332101228812, 0.632809409540094, 0.014809548410061404, 1.187435170106305e-05, 0.009769385421609536, 0.007228336993403903]
prediction: 2
instance confidence[14] = [0.30831040719307573, 0.8498054196183765, 0.003714077257810897, 0.00014202066242871957, 0.0014933169742860732, 0.0028637603961034768]
prediction: 2
instance confidence[15] = [0.20298510902018774, 0.18473665252139918, 0.003724339734650459, 5.792219538957784e-06, 0.006884769871094667, 0.0035066847472111193]
prediction: 3
instance confidence[16] = [0.21217542539291046, 0.6758600911204123, 0.006763707508728974, 1.088752242020027e-05, 0.006645974910754743, 0.004044587489039646]
prediction: 2
instance confidence[17] = [0.025018308944245643, 0.006956920941653911, 0.25705381828378565, 2.1159063805880522e-07, 0.13022605073150642, 0.11750667387575665]
prediction: 5
instance confidence[18] = [0.07410794997864237, 0.008088365187450965, 0.01199211638329788, 2.805803482026842e-08, 0.19111766960238466, 0.027918096786243164]
prediction: 7
instance confidence[19] = [0.02135386921773992, 0.0009510777326761584, 0.1442343798469069, 4.749451001405801e-09, 0.8902573707727478, 0.2367201653718583]
prediction: 7
instance confidence[20] = [0.02767186439314942, 0.0006466321262250889, 0.11929167702021637, 7.287354889835676e-08, 0.9511079690697908, 0.2595929213512483]
prediction: 7
instance confidence[21] = [0.07749127728009278, 0.012765445410213934, 0.018045245500128, 3.2875527667688304e-07, 0.2545448780420754, 0.026079993905312366]
prediction: 7
pred: 2; actual: 1
pred: 2; actual: 1
pred: 3; actual: 1
pred: 3; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 2; actual: 1
pred: 3; actual: 2
pred: 5; actual: 2
pred: 3; actual: 2
pred: 5; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 2; actual: 2
pred: 3; actual: 3
pred: 2; actual: 3
pred: 5; actual: 5
pred: 7; actual: 6
pred: 7; actual: 7
pred: 7; actual: 7
pred: 7; actual: 7
classification loss: 13
3 final test pred: 
[9.99963655e-01 9.99966603e-01 9.99726766e-01 9.99418944e-01
 1.05856841e-01 6.71035060e-01 1.51745938e-01 9.97742250e-01
 1.10788565e-09 9.76535110e-01 5.14343069e-06 8.97205988e-03
 9.99897512e-01 5.15054909e-02 9.99971631e-01 9.98236421e-01
 3.32030429e-01 1.55312841e-13 4.96431628e-03 6.92136286e-13
 9.40539465e-11 3.46317409e-02]
2 final test pred: 
[2.72502186e-09 1.53255837e-12 1.44028857e-11 2.07974976e-16
 1.00000000e+00 9.99999615e-01 1.00000000e+00 1.64378792e-08
 7.28761520e-24 3.57353288e-05 2.65171656e-27 1.00000000e+00
 1.81821995e-02 9.99999999e-01 1.00000000e+00 4.60279691e-06
 1.00000000e+00 3.10543395e-26 1.39742562e-31 1.15823920e-39
 9.97906798e-54 1.40269919e-26]
5 final test pred: 
[3.22773799e-11 6.18519366e-13 6.20667857e-05 2.98997617e-09
 2.03878934e-02 5.42866961e-04 1.54801934e-03 3.91281940e-06
 9.99988796e-01 5.56242389e-04 2.03189022e-02 9.26137375e-01
 3.98576600e-09 1.96506251e-02 4.53820113e-05 1.98554728e-03
 3.30674448e-02 9.84966613e-01 3.17452711e-07 2.65404238e-05
 9.50161747e-10 9.25974840e-06]
1 final test pred: 
[5.58352191e-008 1.00000000e+000 1.33792783e-018 4.01591097e-022
 2.06521875e-051 1.06824990e-027 1.69971512e-044 1.11260825e-032
 2.65693575e-018 3.65223680e-056 8.38204651e-078 7.98821369e-082
 1.43579161e-085 1.98539967e-050 5.02184360e-024 8.22936187e-055
 8.57279662e-068 1.75045903e-097 1.85567673e-087 7.91396899e-154
 3.99156143e-121 1.57909799e-086]
7 final test pred: 
[2.63571597e-30 1.51345490e-37 2.36948899e-31 5.34587833e-30
 3.04192773e-40 7.13765579e-36 8.30061218e-38 3.23860189e-30
 8.56931834e-27 8.78860642e-30 9.16250716e-26 1.96218545e-28
 1.13085384e-35 2.19742309e-38 1.50124229e-42 8.21606505e-31
 4.33565859e-37 1.78754877e-21 1.41302434e-26 4.55759373e-15
 1.02630094e-08 3.12435639e-22]
6 final test pred: 
[2.63216820e-03 4.71511215e-06 3.57652303e-06 1.03666860e-02
 8.10290664e-08 3.06053616e-07 2.41318594e-07 4.35903846e-05
 2.49965186e-09 3.64085908e-04 5.40114409e-03 3.48007450e-04
 8.54437579e-01 9.07796576e-09 5.99290277e-09 3.88105438e-04
 9.82168202e-06 2.48059820e-03 9.99646090e-01 6.21509762e-03
 2.59861568e-17 2.21320693e-09]


Test Set:
Possible result classes: [3, 2, 5, 1, 7, 6]
instance confidence[0] = [0.9999636553051219, 2.7250218633294667e-09, 3.2277379913139086e-11, 5.583521905621527e-08, 2.6357159672521634e-30, 0.00263216819737442]
prediction: 3
instance confidence[1] = [0.9999666034341251, 1.5325583740341355e-12, 6.185193660650392e-13, 0.9999999999999989, 1.513454899891434e-37, 4.715112151180241e-06]
prediction: 1
