options: {'value_encode': {1: {'n': -1, '?': 0, 'y': 1}, 2: {'n': -1, '?': 0, 'y': 1}, 3: {'n': -1, '?': 0, 'y': 1}, 4: {'n': -1, '?': 0, 'y': 1}, 5: {'n': -1, '?': 0, 'y': 1}, 6: {'n': -1, '?': 0, 'y': 1}, 7: {'n': -1, '?': 0, 'y': 1}, 8: {'n': -1, '?': 0, 'y': 1}, 9: {'n': -1, '?': 0, 'y': 1}, 10: {'n': -1, '?': 0, 'y': 1}, 11: {'n': -1, '?': 0, 'y': 1}, 12: {'n': -1, '?': 0, 'y': 1}, 13: {'n': -1, '?': 0, 'y': 1}, 14: {'n': -1, '?': 0, 'y': 1}, 15: {'n': -1, '?': 0, 'y': 1}, 16: {'n': -1, '?': 0, 'y': 1}}, 'normalize_cols': {2: 'handicapped-infants', 3: 'water-project-cost-sharing', 4: 'adoption-of-the-budget-resolution', 5: 'physician-fee-freeze', 6: 'el-salvador-aid', 7: 'religious-groups-in-schools', 8: 'anti-satellite-test-ban', 9: 'aid-to-nicaraguan-contras', 10: 'mx-missile', 11: 'immigration', 12: 'synfuels-corporation-cutback', 13: 'education-spending', 14: 'superfund-right-to-sue', 15: 'crime', 16: 'duty-free-exports', 17: 'export-administration-act-south-africa'}, 'result_col': 1, 'order_results': True}
     handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa      result
23                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     0.0      1
24                  1.0                         1.0                               -1.0                  -1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                           1.0                 1.0                     1.0    1.0                1.0                                    -1.0      0
25                  0.0                         0.0                                0.0                   0.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                           0.0                -1.0                     1.0    1.0               -1.0                                     0.0      0
26                  1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
27                  1.0                         1.0                                1.0                   0.0             -1.0                         -1.0                     -1.0                        1.0        -1.0         -1.0                           1.0                 0.0                    -1.0   -1.0                1.0                                     1.0      0
28                  1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                        0.0        -1.0         -1.0                           1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
29                  1.0                         1.0                                0.0                   1.0              1.0                          1.0                     -1.0                       -1.0         1.0         -1.0                           1.0                 0.0                     1.0    1.0               -1.0                                    -1.0      0
..                  ...                         ...                                ...                   ...              ...                          ...                      ...                        ...         ...          ...                           ...                 ...                     ...    ...                ...                                     ...    ...
49                  1.0                         1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                           1.0                 1.0                     1.0    1.0               -1.0                                     0.0      0
50                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
51                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                    -1.0    1.0                1.0                                     1.0      0
52                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
53                  1.0                         1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                           1.0                -1.0                     1.0    1.0               -1.0                                     1.0      0
54                 -1.0                        -1.0                                1.0                   1.0              1.0                          1.0                      1.0                        1.0        -1.0          1.0                          -1.0                -1.0                    -1.0    1.0               -1.0                                     1.0      1
55                 -1.0                        -1.0                               -1.0                  -1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                           1.0                 1.0                     1.0    1.0               -1.0                                     1.0      0
56                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
57                  0.0                         0.0                                0.0                   0.0              0.0                          0.0                      0.0                        0.0         1.0          0.0                           0.0                 0.0                     0.0    0.0                0.0                                     0.0      0
58                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
59                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                    -1.0    1.0               -1.0                                     1.0      1
60                 -1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                     1.0   -1.0               -1.0                                     1.0      0
61                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     0.0      1
62                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
63                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
64                  1.0                         0.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     0.0    1.0               -1.0                                     1.0      1
65                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
66                  1.0                         1.0                               -1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         0.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
67                 -1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                     1.0    1.0               -1.0                                     1.0      0
68                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
69                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0               -1.0                                     1.0      0
70                  1.0                        -1.0                                1.0                   1.0              1.0                          1.0                      1.0                        1.0        -1.0          1.0                           1.0                 1.0                    -1.0    1.0                1.0                                     1.0      1
71                  1.0                         0.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
72                  1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
73                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
74                  1.0                        -1.0                               -1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                    -1.0    1.0               -1.0                                     1.0      1
75                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
76                  1.0                         1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                        1.0        -1.0          1.0                           1.0                -1.0                     1.0    1.0                1.0                                     1.0      0
77                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0   -1.0               -1.0                                     1.0      0
78                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    0.0               -1.0                                     0.0      1

[79 rows x 17 columns]
group 2:
    handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa result
0                  -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
1                   1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                           1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
2                  -1.0                         1.0                                1.0                  -1.0             -1.0                          0.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                     0.0    1.0                1.0                                     1.0      0
3                   1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0        -1.0          1.0                           1.0                -1.0                     1.0    1.0                1.0                                     1.0      0
4                   1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                     1.0   -1.0               -1.0                                     1.0      0
5                  -1.0                         1.0                                1.0                   0.0              1.0                          1.0                     -1.0                        1.0        -1.0          1.0                           0.0                -1.0                     1.0    1.0                0.0                                     1.0      0
6                  -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
7                  -1.0                         1.0                                1.0                   1.0              1.0                          1.0                      1.0                        0.0        -1.0         -1.0                          -1.0                -1.0                     0.0    0.0                1.0                                     0.0      1
8                   1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                     -1.0                        1.0         0.0          1.0                           1.0                 1.0                     0.0   -1.0               -1.0                                     1.0      0
9                  -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
10                 -1.0                         0.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
11                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                           1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
12                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
13                 -1.0                        -1.0                                1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0                1.0                                     1.0      1
14                  1.0                        -1.0                                1.0                  -1.0             -1.0                          0.0                      1.0                        1.0         1.0         -1.0                           0.0                 0.0                    -1.0    0.0                0.0                                     0.0      0
15                 -1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
16                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
17                 -1.0                         1.0                                1.0                  -1.0              0.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                           1.0                -1.0                     1.0   -1.0               -1.0                                     1.0      0
18                  1.0                        -1.0                                1.0                  -1.0              1.0                          1.0                      1.0                       -1.0         1.0          1.0                          -1.0                -1.0                     1.0    1.0               -1.0                                     0.0      0
19                 -1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                     0.0   -1.0                1.0                                     0.0      0
20                  1.0                        -1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                       -1.0         1.0          1.0                          -1.0                -1.0                     1.0    1.0               -1.0                                     1.0      0
21                  1.0                         1.0                               -1.0                   1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0    1.0               -1.0                                     1.0      0
22                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                 0.0                    -1.0   -1.0                1.0                                     1.0      0
23                  0.0                         0.0                                0.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                     1.0   -1.0                1.0                                     1.0      0
24                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
25                  1.0                         0.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
26                 -1.0                         1.0                               -1.0                  -1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                           1.0                -1.0                     1.0    1.0               -1.0                                    -1.0      0
27                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                -1.0                     1.0    1.0                0.0                                     1.0      1
28                 -1.0                         0.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
29                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     0.0      1
..                  ...                         ...                                ...                   ...              ...                          ...                      ...                        ...         ...          ...                           ...                 ...                     ...    ...                ...                                     ...    ...
48                  1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0    1.0               -1.0                                     0.0      0
49                 -1.0                         1.0                                1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     0.0      0
50                 -1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
51                 -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    0.0               -1.0                                     1.0      1
52                 -1.0                         0.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
53                 -1.0                         1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                -1.0                     1.0    1.0                1.0                                     1.0      0
54                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
55                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                     1.0   -1.0                1.0                                     1.0      0
56                  1.0                         0.0                               -1.0                   1.0              1.0                          1.0                     -1.0                        1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
57                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                    -1.0      1
58                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                           1.0                 1.0                     1.0    1.0               -1.0                                     0.0      1
59                  1.0                         0.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
60                  1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
61                 -1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
62                  1.0                         1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0   -1.0               -1.0                                     1.0      0
63                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
64                  1.0                         0.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
65                  0.0                         1.0                               -1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0    1.0                1.0                                     1.0      0
66                 -1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                    -1.0    1.0               -1.0                                     1.0      0
67                  1.0                         1.0                                1.0                   0.0             -1.0                          1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                     1.0   -1.0                0.0                                     1.0      0
68                 -1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                 0.0                    -1.0   -1.0                1.0                                     1.0      0
69                 -1.0                         0.0                                1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0          1.0                          -1.0                -1.0                    -1.0    1.0               -1.0                                     1.0      1
70                  1.0                         1.0                                1.0                  -1.0              0.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
71                 -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
72                  1.0                        -1.0                               -1.0                  -1.0              1.0                          1.0                      0.0                       -1.0         0.0         -1.0                          -1.0                -1.0                    -1.0    1.0                0.0                                    -1.0      0
73                  1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0    1.0                1.0                                     1.0      0
74                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0        -1.0          1.0                           1.0                -1.0                    -1.0    0.0                1.0                                     1.0      0
75                 -1.0                        -1.0                                1.0                  -1.0              1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0    1.0                0.0                                     1.0      0
76                 -1.0                         0.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                           1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
77                  1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                           1.0                -1.0                    -1.0    1.0                1.0                                     1.0      0

[78 rows x 17 columns]
group 3:
    handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa result
0                   1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0          1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
1                  -1.0                        -1.0                                0.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
2                   1.0                         1.0                                1.0                   1.0              1.0                         -1.0                      1.0                       -1.0        -1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
3                   1.0                        -1.0                               -1.0                   1.0              1.0                         -1.0                      1.0                       -1.0        -1.0          1.0                          -1.0                -1.0                    -1.0    1.0                1.0                                     1.0      1
4                   1.0                         1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0    1.0               -1.0                                     0.0      0
5                  -1.0                         1.0                                1.0                  -1.0              1.0                          1.0                     -1.0                        1.0        -1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0               -1.0                                     1.0      0
6                  -1.0                         1.0                               -1.0                   1.0              1.0                          1.0                     -1.0                       -1.0        -1.0         -1.0                          -1.0                -1.0                     0.0    1.0                1.0                                     1.0      0
7                   1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
8                  -1.0                        -1.0                               -1.0                   1.0              1.0                          1.0                      1.0                       -1.0        -1.0          1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
9                   1.0                        -1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
10                  1.0                         1.0                                1.0                  -1.0              0.0                          1.0                     -1.0                        0.0        -1.0         -1.0                           1.0                -1.0                     1.0    1.0               -1.0                                     0.0      0
11                  1.0                         1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0          1.0                           1.0                 1.0                     1.0   -1.0               -1.0                                     1.0      0
12                 -1.0                        -1.0                                1.0                   1.0              1.0                          1.0                      1.0                        1.0         1.0          1.0                          -1.0                 1.0                     1.0    1.0                1.0                                     1.0      1
13                  1.0                         0.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     0.0      0
14                  1.0                        -1.0                               -1.0                   1.0              1.0                         -1.0                      1.0                        1.0         1.0         -1.0                          -1.0                 1.0                     1.0    1.0               -1.0                                     1.0      1
15                 -1.0                        -1.0                               -1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0    1.0                1.0                                     1.0      0
16                  1.0                        -1.0                                1.0                  -1.0             -1.0                          1.0                      1.0                        1.0         1.0         -1.0                          -1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
17                  1.0                         1.0                                1.0                  -1.0             -1.0                         -1.0                      1.0                        1.0         1.0         -1.0                           1.0                -1.0                    -1.0   -1.0                1.0                                     1.0      0
