options: {'value_encode': {1: {'n': -1, '?': 0, 'y': 1}, 2: {'n': -1, '?': 0, 'y': 1}, 3: {'n': -1, '?': 0, 'y': 1}, 4: {'n': -1, '?': 0, 'y': 1}, 5: {'n': -1, '?': 0, 'y': 1}, 6: {'n': -1, '?': 0, 'y': 1}, 7: {'n': -1, '?': 0, 'y': 1}, 8: {'n': -1, '?': 0, 'y': 1}, 9: {'n': -1, '?': 0, 'y': 1}, 10: {'n': -1, '?': 0, 'y': 1}, 11: {'n': -1, '?': 0, 'y': 1}, 12: {'n': -1, '?': 0, 'y': 1}, 13: {'n': -1, '?': 0, 'y': 1}, 14: {'n': -1, '?': 0, 'y': 1}, 15: {'n': -1, '?': 0, 'y': 1}, 16: {'n': -1, '?': 0, 'y': 1}}, 'normalize_cols': {2: 'handicapped-infants', 3: 'water-project-cost-sharing', 4: 'adoption-of-the-budget-resolution', 5: 'physician-fee-freeze', 6: 'el-salvador-aid', 7: 'religious-groups-in-schools', 8: 'anti-satellite-test-ban', 9: 'aid-to-nicaraguan-contras', 10: 'mx-missile', 11: 'immigration', 12: 'synfuels-corporation-cutback', 13: 'education-spending', 14: 'superfund-right-to-sue', 15: 'crime', 16: 'duty-free-exports', 17: 'export-administration-act-south-africa'}, 'result_col': 1, 'order_results': True}
     handicapped-infants  water-project-cost-sharing  adoption-of-the-budget-resolution  physician-fee-freeze  el-salvador-aid  religious-groups-in-schools  anti-satellite-test-ban  aid-to-nicaraguan-contras  mx-missile  immigration  synfuels-corporation-cutback  education-spending  superfund-right-to-sue  crime  duty-free-exports  export-administration-act-south-africa      result
instance confidence[4] = [0.5670128550131455, 0.43298714498685453]
prediction: democrat
instance confidence[5] = [0.45636646885567916, 0.5436335311443208]
prediction: republican
instance confidence[6] = [0.5721476067900451, 0.42785239320995483]
prediction: democrat
instance confidence[7] = [0.571093715804048, 0.428906284195952]
prediction: democrat
instance confidence[8] = [0.542348387200108, 0.45765161279989197]
prediction: democrat
instance confidence[9] = [0.5256227857719908, 0.47437721422800916]
prediction: democrat
instance confidence[10] = [0.5501562832870043, 0.44984371671299583]
prediction: democrat
instance confidence[11] = [0.5210889976207621, 0.47891100237923795]
prediction: democrat
instance confidence[12] = [0.5810461163129051, 0.41895388368709474]
prediction: democrat
instance confidence[13] = [0.5690428802329153, 0.43095711976708473]
prediction: democrat
instance confidence[14] = [0.5720192001471418, 0.42798079985285814]
prediction: democrat
instance confidence[15] = [0.5665631079187106, 0.4334368920812895]
prediction: democrat
instance confidence[16] = [0.5321504177299735, 0.46784958227002654]
prediction: democrat
instance confidence[17] = [0.5727938496953291, 0.4272061503046709]
prediction: democrat
instance confidence[18] = [0.571729241879326, 0.4282707581206741]
prediction: democrat
instance confidence[19] = [0.5882806447423224, 0.4117193552576775]
prediction: democrat
instance confidence[20] = [0.4785655713390479, 0.5214344286609521]
prediction: republican
instance confidence[21] = [0.5667060482960031, 0.43329395170399687]
prediction: democrat
instance confidence[22] = [0.5649564046307739, 0.43504359536922615]
prediction: democrat
instance confidence[23] = [0.5789069912967878, 0.42109300870321226]
prediction: democrat
instance confidence[24] = [0.47154163900203955, 0.5284583609979604]
prediction: republican
instance confidence[25] = [0.5720318868789928, 0.4279681131210072]
prediction: democrat
instance confidence[26] = [0.4537379427135743, 0.5462620572864257]
prediction: republican
instance confidence[27] = [0.4894945624205305, 0.5105054375794694]
prediction: republican
instance confidence[28] = [0.4464672509260582, 0.5535327490739418]
prediction: republican
instance confidence[29] = [0.4175588838788759, 0.582441116121124]
prediction: republican
instance confidence[30] = [0.44172818672840825, 0.5582718132715917]
prediction: republican
instance confidence[31] = [0.43244508824930555, 0.5675549117506945]
prediction: republican
instance confidence[32] = [0.42739775029572985, 0.5726022497042702]
prediction: republican
instance confidence[33] = [0.4371439170242739, 0.5628560829757261]
prediction: republican
instance confidence[34] = [0.5002738514721349, 0.4997261485278651]
prediction: democrat
instance confidence[35] = [0.4371256058001422, 0.5628743941998577]
prediction: republican
instance confidence[36] = [0.4193205773311436, 0.5806794226688564]
prediction: republican
instance confidence[37] = [0.427024054405467, 0.572975945594533]
prediction: republican
instance confidence[38] = [0.4193205773311436, 0.5806794226688564]
prediction: republican
instance confidence[39] = [0.4696001094680985, 0.5303998905319015]
prediction: republican
instance confidence[40] = [0.4725257933441973, 0.5274742066558027]
prediction: republican
instance confidence[41] = [0.4222316089042437, 0.5777683910957564]
prediction: republican
instance confidence[42] = [0.4255249012182883, 0.5744750987817118]
prediction: republican
instance confidence[43] = [0.4306424039449178, 0.5693575960550822]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: democrat; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 4
democrat final test pred: 
[0.9720401  0.97172291 0.96705482 0.97957197 0.9893713  0.62627947
 0.98678016 0.97384968 0.98932072 0.93833607 0.91940747 0.97773725
 0.98941603 0.94625411 0.99637693 0.97851752 0.86212188 0.98104323
 0.9918509  0.99744254 0.81255434 0.9832601  0.99865813 0.96122081
 0.74501165 0.96149953 0.10964319 0.25677391 0.14768855 0.0172518
 0.05114973 0.09941171 0.04262458 0.04300032 0.07442373 0.068986
 0.03620023 0.01382718 0.03620023 0.01389236 0.08242463 0.03056077
 0.04455945 0.02117627]
republican final test pred: 
[0.0279599  0.02827709 0.03294518 0.02042803 0.0106287  0.37372053
 0.01321984 0.02615032 0.01067928 0.06166393 0.08059253 0.02226275
 0.01058397 0.05374589 0.00362307 0.02148248 0.13787812 0.01895677
 0.0081491  0.00255746 0.18744566 0.0167399  0.00134187 0.03877919
 0.25498835 0.03850047 0.89035681 0.74322609 0.85231145 0.9827482
 0.94885027 0.90058829 0.95737542 0.95699968 0.92557627 0.931014
 0.96379977 0.98617282 0.96379977 0.98610764 0.91757537 0.96943923
 0.95544055 0.97882373]


Test Set:
Possible result classes: ['democrat', 'republican']
instance confidence[0] = [0.9720401034099202, 0.02795989659007974]
prediction: democrat
instance confidence[1] = [0.971722905469678, 0.02827709453032196]
prediction: democrat
instance confidence[2] = [0.9670548247022136, 0.03294517529778637]
prediction: democrat
instance confidence[3] = [0.979571965292346, 0.02042803470765408]
prediction: democrat
instance confidence[4] = [0.9893713002919348, 0.010628699708065263]
prediction: democrat
instance confidence[5] = [0.6262794748921199, 0.37372052510788023]
prediction: democrat
instance confidence[6] = [0.9867801577514771, 0.013219842248522993]
prediction: democrat
instance confidence[7] = [0.9738496815177068, 0.02615031848229329]
prediction: democrat
instance confidence[8] = [0.9893207197194536, 0.010679280280546388]
prediction: democrat
instance confidence[9] = [0.9383360739954894, 0.06166392600451079]
prediction: democrat
instance confidence[10] = [0.9194074691461103, 0.08059253085388969]
prediction: democrat
instance confidence[11] = [0.9777372490820653, 0.022262750917934736]
prediction: democrat
instance confidence[12] = [0.9894160289147673, 0.010583971085232671]
prediction: democrat
instance confidence[13] = [0.9462541134857734, 0.053745886514226654]
prediction: democrat
instance confidence[14] = [0.9963769327516373, 0.003623067248362713]
prediction: democrat
instance confidence[15] = [0.9785175246327446, 0.02148247536725545]
prediction: democrat
instance confidence[16] = [0.8621218818745641, 0.13787811812543582]
prediction: democrat
instance confidence[17] = [0.9810432295089101, 0.01895677049109]
prediction: democrat
instance confidence[18] = [0.9918509011051178, 0.008149098894882183]
prediction: democrat
instance confidence[19] = [0.9974425382114861, 0.0025574617885139057]
prediction: democrat
instance confidence[20] = [0.8125543363748347, 0.18744566362516538]
prediction: democrat
instance confidence[21] = [0.9832600973335491, 0.01673990266645084]
prediction: democrat
instance confidence[22] = [0.9986581271719311, 0.0013418728280688024]
prediction: democrat
instance confidence[23] = [0.9612208126110019, 0.03877918738899813]
prediction: democrat
instance confidence[24] = [0.745011651456348, 0.254988348543652]
prediction: democrat
instance confidence[25] = [0.9614995302633931, 0.038500469736606854]
prediction: democrat
instance confidence[26] = [0.10964318801934196, 0.8903568119806582]
prediction: republican
instance confidence[27] = [0.25677391373574887, 0.7432260862642512]
prediction: republican
instance confidence[28] = [0.14768855030986663, 0.8523114496901334]
prediction: republican
instance confidence[29] = [0.01725179571779645, 0.9827482042822036]
prediction: republican
instance confidence[30] = [0.051149728281103965, 0.9488502717188961]
prediction: republican
instance confidence[31] = [0.09941171396199042, 0.9005882860380096]
prediction: republican
instance confidence[32] = [0.04262458223991366, 0.9573754177600863]
prediction: republican
instance confidence[33] = [0.04300032322743861, 0.9569996767725614]
prediction: republican
instance confidence[34] = [0.07442372780319771, 0.9255762721968023]
prediction: republican
instance confidence[35] = [0.06898599731015843, 0.9310140026898416]
prediction: republican
instance confidence[36] = [0.03620023383000359, 0.9637997661699963]
prediction: republican
instance confidence[37] = [0.013827181492628446, 0.9861728185073716]
prediction: republican
instance confidence[38] = [0.03620023383000359, 0.9637997661699963]
prediction: republican
instance confidence[39] = [0.013892361663289932, 0.9861076383367101]
prediction: republican
instance confidence[40] = [0.08242463292372379, 0.9175753670762763]
prediction: republican
instance confidence[41] = [0.030560769573486468, 0.9694392304265136]
prediction: republican
instance confidence[42] = [0.04455945046841294, 0.9554405495315872]
prediction: republican
instance confidence[43] = [0.02117627397054568, 0.9788237260294543]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 0
democrat final test pred: 
[0.94806839 0.94863124 0.94367248 0.96082527 0.97381239 0.4050123
 0.97237786 0.95534918 0.96225298 0.88709331 0.89860544 0.93103213
 0.97863236 0.93813614 0.98856985 0.95837706 0.81937288 0.96688186
 0.97973999 0.9918348  0.62970891 0.96533762 0.99241773 0.95299165
 0.55308952 0.94779372 0.13438176 0.3893705  0.1557089  0.02845347
 0.07821684 0.10006532 0.05969889 0.06619669 0.19873474 0.08187578
 0.04365606 0.02630212 0.04365606 0.05140227 0.14050311 0.04191327
 0.05728411 0.04171684]
republican final test pred: 
[0.05193161 0.05136876 0.05632752 0.03917473 0.02618761 0.5949877
 0.02762214 0.04465082 0.03774702 0.11290669 0.10139456 0.06896787
 0.02136764 0.06186386 0.01143015 0.04162294 0.18062712 0.03311814
 0.02026001 0.0081652  0.37029109 0.03466238 0.00758227 0.04700835
 0.44691048 0.05220628 0.86561824 0.6106295  0.8442911  0.97154653
 0.92178316 0.89993468 0.94030111 0.93380331 0.80126526 0.91812422
 0.95634394 0.97369788 0.95634394 0.94859773 0.85949689 0.95808673
 0.94271589 0.95828316]


Test Set:
Possible result classes: ['democrat', 'republican']
instance confidence[0] = [0.9480683942367729, 0.05193160576322724]
prediction: democrat
instance confidence[1] = [0.9486312439375894, 0.05136875606241076]
prediction: democrat
instance confidence[2] = [0.9436724799189996, 0.0563275200810004]
prediction: democrat
instance confidence[3] = [0.9608252669710206, 0.03917473302897948]
prediction: democrat
instance confidence[4] = [0.9738123850908118, 0.02618761490918817]
prediction: democrat
instance confidence[5] = [0.4050123021286881, 0.5949876978713119]
prediction: republican
instance confidence[6] = [0.9723778580932986, 0.027622141906701366]
prediction: democrat
instance confidence[7] = [0.9553491756763711, 0.0446508243236289]
prediction: democrat
instance confidence[8] = [0.9622529826082954, 0.03774701739170471]
prediction: democrat
instance confidence[9] = [0.8870933072801567, 0.11290669271984338]
prediction: democrat
instance confidence[10] = [0.8986054432593837, 0.10139455674061629]
prediction: democrat
instance confidence[11] = [0.9310321322665447, 0.06896786773345528]
prediction: democrat
instance confidence[12] = [0.9786323620034736, 0.02136763799652635]
prediction: democrat
instance confidence[13] = [0.9381361399920567, 0.06186386000794328]
prediction: democrat
instance confidence[14] = [0.988569846594244, 0.011430153405756122]
prediction: democrat
instance confidence[15] = [0.9583770595919262, 0.04162294040807379]
prediction: democrat
instance confidence[16] = [0.8193728792447448, 0.18062712075525522]
prediction: democrat
instance confidence[17] = [0.9668818636074648, 0.03311813639253511]
prediction: democrat
instance confidence[18] = [0.9797399858502304, 0.02026001414976963]
prediction: democrat
instance confidence[19] = [0.9918348000657121, 0.008165199934287841]
prediction: democrat
instance confidence[20] = [0.6297089094215055, 0.37029109057849446]
prediction: democrat
instance confidence[21] = [0.9653376249965695, 0.03466237500343052]
prediction: democrat
instance confidence[22] = [0.9924177260163813, 0.00758227398361866]
prediction: democrat
instance confidence[23] = [0.952991646251909, 0.04700835374809102]
prediction: democrat
instance confidence[24] = [0.5530895179655703, 0.4469104820344298]
prediction: democrat
instance confidence[25] = [0.9477937220959366, 0.052206277904063486]
prediction: democrat
instance confidence[26] = [0.13438175957059464, 0.8656182404294054]
prediction: republican
instance confidence[27] = [0.389370499523766, 0.610629500476234]
prediction: republican
instance confidence[28] = [0.15570889667239424, 0.8442911033276058]
prediction: republican
instance confidence[29] = [0.02845346835179586, 0.9715465316482041]
prediction: republican
instance confidence[30] = [0.07821684194497701, 0.921783158055023]
prediction: republican
instance confidence[31] = [0.1000653216695007, 0.8999346783304993]
prediction: republican
instance confidence[32] = [0.0596988938046668, 0.9403011061953332]
prediction: republican
instance confidence[33] = [0.06619669288119283, 0.9338033071188072]
prediction: republican
instance confidence[34] = [0.1987347435827757, 0.8012652564172242]
prediction: republican
instance confidence[35] = [0.0818757768386907, 0.9181242231613093]
prediction: republican
instance confidence[36] = [0.043656055348479564, 0.9563439446515204]
prediction: republican
instance confidence[37] = [0.026302122559795364, 0.9736978774402046]
prediction: republican
instance confidence[38] = [0.043656055348479564, 0.9563439446515204]
prediction: republican
instance confidence[39] = [0.051402273615683704, 0.9485977263843162]
prediction: republican
instance confidence[40] = [0.14050310594281137, 0.8594968940571887]
prediction: republican
instance confidence[41] = [0.041913273902578436, 0.9580867260974215]
prediction: republican
instance confidence[42] = [0.05728411435372723, 0.9427158856462727]
prediction: republican
instance confidence[43] = [0.04171684115798093, 0.9582831588420191]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 1
democrat final test pred: 
[0.76850765 0.81145243 0.777926   0.83912672 0.83546233 0.29012707
 0.84776598 0.83856276 0.74911311 0.66563358 0.76451943 0.65647515
 0.87184666 0.83104967 0.85784172 0.82669406 0.68219607 0.84827205
 0.85019755 0.89495255 0.4055448  0.83025196 0.84375109 0.85923254
 0.36631127 0.84072193 0.25916395 0.44952027 0.23541384 0.12881938
 0.2077618  0.18136178 0.16203001 0.19134004 0.47715222 0.19155113
 0.1364107  0.14956238 0.1364107  0.30473816 0.33667364 0.14322309
 0.15581844 0.16653779]
republican final test pred: 
[0.23149235 0.18854757 0.222074   0.16087328 0.16453767 0.70987293
 0.15223402 0.16143724 0.25088689 0.33436642 0.23548057 0.34352485
 0.12815334 0.16895033 0.14215828 0.17330594 0.31780393 0.15172795
 0.14980245 0.10504745 0.5944552  0.16974804 0.15624891 0.14076746
 0.63368873 0.15927807 0.74083605 0.55047973 0.76458616 0.87118062
 0.7922382  0.81863822 0.83796999 0.80865996 0.52284778 0.80844887
 0.8635893  0.85043762 0.8635893  0.69526184 0.66332636 0.85677691
 0.84418156 0.83346221]


Test Set:
Possible result classes: ['democrat', 'republican']
instance confidence[0] = [0.7685076478042092, 0.23149235219579076]
prediction: democrat
instance confidence[1] = [0.8114524250072959, 0.1885475749927041]
prediction: democrat
instance confidence[2] = [0.777925999332993, 0.222074000667007]
prediction: democrat
instance confidence[3] = [0.8391267234214456, 0.1608732765785545]
prediction: democrat
instance confidence[4] = [0.8354623274391061, 0.1645376725608939]
prediction: democrat
instance confidence[5] = [0.2901270672997491, 0.709872932700251]
prediction: republican
instance confidence[6] = [0.8477659844126334, 0.1522340155873666]
prediction: democrat
instance confidence[7] = [0.8385627634321497, 0.16143723656785017]
prediction: democrat
instance confidence[8] = [0.7491131145844608, 0.2508868854155392]
prediction: democrat
instance confidence[9] = [0.6656335762513861, 0.334366423748614]
prediction: democrat
instance confidence[10] = [0.7645194301148279, 0.23548056988517205]
prediction: democrat
instance confidence[11] = [0.656475147585284, 0.3435248524147161]
prediction: democrat
instance confidence[12] = [0.871846659938721, 0.1281533400612791]
prediction: democrat
instance confidence[13] = [0.8310496748677263, 0.16895032513227368]
prediction: democrat
instance confidence[14] = [0.8578417248292529, 0.14215827517074717]
prediction: democrat
instance confidence[15] = [0.8266940554809816, 0.17330594451901843]
prediction: democrat
instance confidence[16] = [0.6821960660066001, 0.31780393399339996]
prediction: democrat
instance confidence[17] = [0.8482720497058244, 0.1517279502941756]
prediction: democrat
instance confidence[18] = [0.8501975527582675, 0.14980244724173253]
prediction: democrat
instance confidence[19] = [0.894952550760075, 0.10504744923992519]
prediction: democrat
instance confidence[20] = [0.40554480079608224, 0.5944551992039178]
prediction: republican
instance confidence[21] = [0.8302519640616831, 0.16974803593831694]
prediction: democrat
instance confidence[22] = [0.8437510943939166, 0.15624890560608345]
prediction: democrat
instance confidence[23] = [0.8592325380474284, 0.14076746195257173]
prediction: democrat
instance confidence[24] = [0.36631127453574197, 0.633688725464258]
prediction: republican
instance confidence[25] = [0.8407219261717767, 0.1592780738282234]
prediction: democrat
instance confidence[26] = [0.25916395466416725, 0.7408360453358327]
prediction: republican
instance confidence[27] = [0.44952027427751234, 0.5504797257224877]
prediction: republican
instance confidence[28] = [0.23541384280762445, 0.7645861571923754]
prediction: republican
instance confidence[29] = [0.12881937776955918, 0.8711806222304408]
prediction: republican
instance confidence[30] = [0.20776179978530152, 0.7922382002146985]
prediction: republican
instance confidence[31] = [0.18136178038471612, 0.8186382196152838]
prediction: republican
instance confidence[32] = [0.1620300053252424, 0.8379699946747575]
prediction: republican
instance confidence[33] = [0.19134003885012352, 0.8086599611498765]
prediction: republican
instance confidence[34] = [0.4771522157153364, 0.5228477842846636]
prediction: republican
instance confidence[35] = [0.19155113471537322, 0.8084488652846268]
prediction: republican
instance confidence[36] = [0.13641069596688135, 0.8635893040331187]
prediction: republican
instance confidence[37] = [0.14956238130439706, 0.850437618695603]
prediction: republican
instance confidence[38] = [0.13641069596688135, 0.8635893040331187]
prediction: republican
instance confidence[39] = [0.30473815632842055, 0.6952618436715795]
prediction: republican
instance confidence[40] = [0.336673641072317, 0.663326358927683]
prediction: republican
instance confidence[41] = [0.1432230945881582, 0.8567769054118417]
prediction: republican
instance confidence[42] = [0.15581844211686677, 0.8441815578831332]
prediction: republican
instance confidence[43] = [0.1665377866971428, 0.8334622133028572]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: democrat
pred: democrat; actual: democrat
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
pred: republican; actual: republican
classification loss: 3
democrat final test pred: 
[9.91949721e-01 9.97944731e-01 9.89971373e-01 9.98410990e-01
 9.99455851e-01 9.81418179e-01 9.98987966e-01 9.97856623e-01
 9.99833306e-01 9.91300813e-01 9.67702911e-01 9.99751716e-01
 9.99517454e-01 9.63634326e-01 9.99836870e-01 9.98175980e-01
 9.68301317e-01 9.98100291e-01 9.99735490e-01 9.99955346e-01
 9.88179059e-01 9.98929420e-01 9.99995617e-01 9.81680285e-01
 9.75331221e-01 9.85888878e-01 7.52309140e-02 1.54345276e-02
 1.33432546e-01 4.33385854e-03 6.77511825e-03 5.84457336e-02
 1.12359764e-02 9.18401901e-03 2.09847030e-03 5.49829585e-02
 3.37053530e-02 1.82149340e-03 3.37053530e-02 1.79836248e-04
 2.02700221e-02 1.39544285e-02 2.69493690e-02 2.64374825e-03]
republican final test pred: 
[8.05027925e-03 2.05526950e-03 1.00286269e-02 1.58900973e-03
 5.44149460e-04 1.85818208e-02 1.01203384e-03 2.14337689e-03
 1.66694463e-04 8.69918671e-03 3.22970886e-02 2.48283899e-04
 4.82545636e-04 3.63656741e-02 1.63130157e-04 1.82401972e-03
 3.16986831e-02 1.89970904e-03 2.64510222e-04 4.46541665e-05
 1.18209412e-02 1.07057952e-03 4.38331727e-06 1.83197155e-02
 2.46687787e-02 1.41111223e-02 9.24769086e-01 9.84565472e-01
 8.66567454e-01 9.95666141e-01 9.93224882e-01 9.41554266e-01
 9.88764024e-01 9.90815981e-01 9.97901530e-01 9.45017042e-01
 9.66294647e-01 9.98178507e-01 9.66294647e-01 9.99820164e-01
 9.79729978e-01 9.86045571e-01 9.73050631e-01 9.97356252e-01]


Test Set:
Possible result classes: ['democrat', 'republican']
instance confidence[0] = [0.9919497207469388, 0.00805027925306136]
prediction: democrat
instance confidence[1] = [0.9979447305008092, 0.0020552694991907866]
prediction: democrat
instance confidence[2] = [0.9899713731268585, 0.010028626873141523]
prediction: democrat
instance confidence[3] = [0.998410990271162, 0.0015890097288379955]
prediction: democrat
instance confidence[4] = [0.9994558505401785, 0.0005441494598213595]
prediction: democrat
instance confidence[5] = [0.9814181792088617, 0.018581820791138376]
prediction: democrat
instance confidence[6] = [0.9989879661646445, 0.0010120338353554435]
prediction: democrat
instance confidence[7] = [0.9978566231065537, 0.0021433768934463913]
prediction: democrat
instance confidence[8] = [0.9998333055372745, 0.00016669446272555424]
prediction: democrat
instance confidence[9] = [0.9913008132946884, 0.008699186705311427]
prediction: democrat
instance confidence[10] = [0.9677029114223616, 0.03229708857763837]
prediction: democrat
instance confidence[11] = [0.9997517161013529, 0.0002482838986471198]
prediction: democrat
instance confidence[12] = [0.9995174543637051, 0.00048254563629496504]
prediction: democrat
instance confidence[13] = [0.9636343258585272, 0.03636567414147292]
prediction: democrat
instance confidence[14] = [0.9998368698434228, 0.00016313015657718188]
prediction: democrat
instance confidence[15] = [0.9981759802844468, 0.0018240197155533669]
prediction: democrat
instance confidence[16] = [0.9683013169039097, 0.03169868309609028]
prediction: democrat
instance confidence[17] = [0.9981002909600717, 0.0018997090399282908]
prediction: democrat
instance confidence[18] = [0.9997354897782227, 0.00026451022177718204]
prediction: democrat
instance confidence[19] = [0.999955345833463, 4.465416653696003e-05]
prediction: democrat
instance confidence[20] = [0.988179058785894, 0.011820941214105969]
prediction: democrat
instance confidence[21] = [0.9989294204807208, 0.0010705795192793319]
prediction: democrat
instance confidence[22] = [0.9999956166827262, 4.383317273846081e-06]
prediction: democrat
instance confidence[23] = [0.9816802845488756, 0.01831971545112444]
prediction: democrat
instance confidence[24] = [0.9753312212874501, 0.024668778712549997]
prediction: democrat
instance confidence[25] = [0.9858888777320078, 0.014111122267992115]
prediction: democrat
instance confidence[26] = [0.07523091396621186, 0.924769086033788]
prediction: republican
instance confidence[27] = [0.015434527584934283, 0.9845654724150658]
prediction: republican
instance confidence[28] = [0.1334325463405509, 0.8665674536594491]
prediction: republican
instance confidence[29] = [0.004333858543770837, 0.9956661414562291]
prediction: republican
instance confidence[30] = [0.0067751182546620155, 0.9932248817453381]
prediction: republican
instance confidence[31] = [0.05844573362446876, 0.9415542663755314]
prediction: republican
instance confidence[32] = [0.011235976441080818, 0.9887640235589192]
prediction: republican
instance confidence[33] = [0.009184019011823263, 0.9908159809881768]
prediction: republican
instance confidence[34] = [0.002098470296320241, 0.9979015297036797]
prediction: republican
instance confidence[35] = [0.054982958499916613, 0.9450170415000833]
prediction: republican
instance confidence[36] = [0.033705352962912494, 0.9662946470370876]
prediction: republican
instance confidence[37] = [0.001821493398434792, 0.9981785066015653]
prediction: republican
instance confidence[38] = [0.033705352962912494, 0.9662946470370876]
prediction: republican
instance confidence[39] = [0.0001798362483423693, 0.9998201637516577]
prediction: republican
instance confidence[40] = [0.02027002213491849, 0.9797299778650815]
prediction: republican
instance confidence[41] = [0.013954428500024952, 0.9860455714999751]
prediction: republican
instance confidence[42] = [0.026949368978956858, 0.9730506310210432]
prediction: republican
instance confidence[43] = [0.0026437482463978652, 0.9973562517536021]
prediction: republican
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
pred: democrat; actual: democrat
