options: {'missing_attributes': 'drop', 'left_index': True, 'normalize_cols': {2: 'clump_thickness', 3: 'cell_size_uniformity', 4: 'cell_size_shape', 5: 'marginal_adhesion', 6: 'single_epithesial_cell_size', 7: 'bare_nuclei', 8: 'bland_chromatin', 9: 'normal_nucleoti', 10: 'mitoses'}, 'result_col': 11, 'order_results': True}
     clump_thickness  cell_size_uniformity  cell_size_shape  marginal_adhesion  single_epithesial_cell_size  bare_nuclei  bland_chromatin  normal_nucleoti   mitoses  result
23         -0.111111              0.333333         0.333333          -1.000000                    -0.111111     0.555556        -0.555556        -0.333333 -1.000000      2
24          1.000000              0.111111         0.111111          -0.555556                    -0.333333    -0.111111        -0.555556         0.111111 -1.000000      4
25          0.555556              0.555556         0.333333          -0.333333                     1.000000     1.000000         0.333333         0.555556  0.333333      4
26         -1.000000             -1.000000        -0.777778          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
27         -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -0.333333        -1.000000        -1.000000 -1.000000      2
28         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
29         -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -0.777778        -0.555556        -1.000000 -1.000000      2
..               ...                   ...              ...                ...                          ...          ...              ...              ...       ...    ...
93          0.333333              0.111111        -0.555556          -0.777778                    -0.111111     1.000000         0.333333        -0.333333  0.111111      4
94          1.000000              0.333333         0.333333          -0.555556                     0.555556    -0.111111         0.333333        -0.333333 -0.555556      4
95          1.000000              0.555556        -0.333333          -0.333333                    -0.333333     1.000000        -0.555556         1.000000 -0.333333      4
96         -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
97         -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
98         -0.555556             -1.000000        -1.000000          -1.000000                    -0.555556    -1.000000        -0.777778        -1.000000 -1.000000      2
99         -1.000000             -0.555556        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -0.777778 -1.000000      2
100        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
101        -1.000000             -1.000000        -1.000000          -0.555556                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
102        -0.555556             -0.777778        -0.777778          -0.777778                    -0.777778    -1.000000        -0.333333        -0.777778 -1.000000      2
103        -1.000000             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -0.555556        -1.000000 -1.000000      2
104        -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
105        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
106        -0.333333             -0.555556        -0.777778          -1.000000                    -0.555556    -1.000000        -0.777778        -1.000000 -1.000000      2
107        -1.000000             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -1.000000        -1.000000 -1.000000      2
108        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
109         0.333333              0.555556         0.555556           0.333333                    -0.555556     1.000000         0.333333        -0.777778 -0.555556      4
110         1.000000             -0.555556        -0.111111          -1.000000                     1.000000    -0.111111        -0.555556         1.000000 -0.777778      4
111        -0.555556             -0.777778        -1.000000          -0.777778                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
112        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
113        -0.333333             -0.111111        -0.111111           1.000000                    -0.333333     1.000000         0.333333        -0.111111  0.555556      4
114        -0.777778             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -0.111111      2
115        -0.111111              0.555556         0.555556           0.555556                    -0.111111     1.000000         0.333333         0.555556 -1.000000      4
116        -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
117         1.000000              0.555556         0.555556          -0.333333                     1.000000     1.000000         0.555556        -1.000000 -1.000000      4
118         0.555556              0.333333         0.555556           0.333333                    -0.111111    -0.111111        -0.111111         1.000000 -0.777778      4
119        -0.555556             -0.555556        -0.777778          -1.000000                    -0.555556    -1.000000        -0.555556         0.111111 -1.000000      2
120        -0.333333              1.000000         0.555556          -0.111111                    -0.333333    -1.000000         1.000000        -1.000000 -1.000000      4
121        -0.111111             -1.000000        -0.555556          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
122         1.000000             -0.333333        -0.333333           1.000000                     0.111111     1.000000        -0.111111        -0.111111 -1.000000      4

[123 rows x 10 columns]
group 3:
     clump_thickness  cell_size_uniformity  cell_size_shape  marginal_adhesion  single_epithesial_cell_size  bare_nuclei  bland_chromatin  normal_nucleoti   mitoses result
0          -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
1          -0.333333             -1.000000        -1.000000          -0.777778                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
2           1.000000             -0.555556        -0.333333          -0.111111                    -0.555556     1.000000        -0.333333        -1.000000 -1.000000      4
3          -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
4          -1.000000             -1.000000        -0.555556          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
5          -0.555556             -0.777778        -0.777778          -0.777778                    -0.777778    -1.000000        -0.555556        -0.777778 -1.000000      2
6          -0.111111              1.000000         1.000000           0.777778                     0.111111     1.000000         0.333333         1.000000 -0.111111      4
7           1.000000             -0.111111        -0.111111           0.111111                     0.555556     0.555556         0.333333        -1.000000 -1.000000      4
8          -0.111111             -0.555556        -0.777778          -0.333333                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
9          -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
10         -1.000000             -1.000000        -0.333333          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
11         -0.333333              0.333333         0.555556          -0.555556                    -0.333333     1.000000         0.777778        -1.000000 -1.000000      4
12         -0.111111             -1.000000        -1.000000          -0.555556                    -0.333333    -1.000000        -0.555556        -0.777778 -1.000000      2
13         -0.333333             -1.000000        -0.777778          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
14         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
15         -1.000000             -1.000000        -0.555556          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
16         -0.111111              1.000000         1.000000           1.000000                     1.000000     1.000000         1.000000        -1.000000 -1.000000      4
17         -0.777778             -1.000000        -0.555556          -0.777778                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
18         -0.333333             -1.000000        -1.000000          -0.777778                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
19          0.555556              1.000000         0.555556           0.555556                    -0.333333     0.555556         0.333333         0.333333 -1.000000      4
20         -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
21         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
22         -0.111111             -1.000000        -1.000000          -0.555556                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
23         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
24          1.000000              1.000000         1.000000           0.555556                     0.111111    -1.000000         0.555556         0.777778 -1.000000      4
25          1.000000              1.000000         1.000000           1.000000                     1.000000    -1.000000         0.555556         0.555556  0.555556      4
26         -0.111111             -0.333333         0.111111           0.111111                    -0.333333     1.000000        -0.333333        -0.555556 -1.000000      4
27         -0.555556             -1.000000        -1.000000          -1.000000                    -0.555556    -1.000000        -0.777778        -1.000000 -1.000000      2
28         -0.777778             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -1.000000        -1.000000 -1.000000      2
29         -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -0.777778 -1.000000      2
..               ...                   ...              ...                ...                          ...          ...              ...              ...       ...    ...
93          0.333333              0.777778        -0.333333           1.000000                     1.000000    -0.555556        -0.111111        -0.555556 -0.555556      4
94          0.333333             -0.111111         1.000000           1.000000                     1.000000     1.000000        -0.333333         1.000000 -0.555556      4
95         -0.555556              0.111111        -0.333333           1.000000                    -0.555556    -0.555556        -0.555556        -0.333333 -1.000000      4
96         -0.555556             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -0.777778        -1.000000 -1.000000      2
97         -0.555556             -1.000000        -1.000000          -0.777778                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
98         -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -0.777778        -0.777778        -1.000000 -1.000000      2
99          0.555556              0.111111        -0.333333          -0.555556                    -0.111111     0.777778        -0.555556        -1.000000 -1.000000      4
100        -1.000000             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -1.000000        -1.000000 -1.000000      2
101        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
102         0.555556             -0.555556        -0.555556          -1.000000                    -0.777778    -0.777778        -0.555556        -0.777778 -1.000000      2
103         0.333333             -0.333333         0.333333          -0.333333                    -0.555556     0.333333         0.333333         0.111111 -1.000000      4
104        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
105        -0.111111             -1.000000        -1.000000          -1.000000                    -0.555556    -0.777778        -0.777778        -0.777778 -1.000000      2
106         0.111111              0.555556         0.333333           0.555556                     0.111111     0.555556         0.555556         0.777778 -1.000000      4
107         0.777778              1.000000         1.000000           1.000000                     1.000000    -0.111111         1.000000         1.000000  1.000000      4
108        -0.111111             -0.777778        -0.555556          -1.000000                     0.111111     1.000000        -0.111111        -1.000000 -1.000000      4
109        -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
110        -0.555556             -0.777778        -1.000000          -1.000000                    -1.000000    -1.000000        -0.777778        -1.000000 -1.000000      2
111         0.111111              1.000000        -0.777778           0.555556                     1.000000    -0.777778         0.333333         0.555556  1.000000      4
112        -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
113        -0.555556             -0.777778        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -0.777778 -1.000000      2
114        -0.777778             -1.000000        -1.000000          -0.777778                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
115        -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
116        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
117         0.555556              1.000000         1.000000           1.000000                     0.555556     1.000000         1.000000         0.333333 -0.555556      4
118        -0.777778             -0.555556        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
119        -0.333333             -0.777778        -0.333333          -0.555556                    -0.777778    -0.777778        -0.777778        -1.000000 -1.000000      2
120        -0.111111             -0.333333        -0.333333          -0.111111                     0.333333     1.000000        -0.555556        -0.777778 -1.000000      2
121        -0.555556             -1.000000        -1.000000          -0.555556                     0.555556    -1.000000        -0.111111         0.555556 -1.000000      2
122        -0.555556             -1.000000        -0.555556          -1.000000                    -0.555556    -0.333333        -1.000000        -1.000000 -1.000000      2

[123 rows x 10 columns]
group 4:
     clump_thickness  cell_size_uniformity  cell_size_shape  marginal_adhesion  single_epithesial_cell_size  bare_nuclei  bland_chromatin  normal_nucleoti   mitoses result
0          -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
1           0.111111             -0.777778        -1.000000          -1.000000                    -1.000000    -1.000000         0.333333        -1.000000 -1.000000      2
2          -1.000000             -1.000000        -0.777778          -1.000000                    -0.777778    -0.777778        -0.333333        -0.777778 -1.000000      2
3          -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
4          -1.000000             -0.777778        -0.555556          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
5          -0.333333             -1.000000        -1.000000          -0.555556                    -1.000000    -0.111111        -0.777778        -1.000000 -1.000000      4
6           0.555556              1.000000         1.000000          -1.000000                    -0.555556     0.111111        -0.555556         0.777778 -1.000000      4
7           1.000000              1.000000         0.555556           0.111111                    -0.333333    -0.111111         0.555556         1.000000 -1.000000      4
8          -0.333333             -1.000000        -1.000000          -1.000000                    -0.555556    -1.000000        -0.777778        -0.777778 -1.000000      2
9          -0.111111             -0.555556        -0.555556          -1.000000                    -0.555556    -0.555556        -0.555556        -0.555556 -0.555556      4
10         -0.111111             -0.111111        -0.111111          -0.777778                    -0.111111     1.000000        -0.333333        -0.555556 -1.000000      4
11         -1.000000             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -0.555556        -1.000000 -1.000000      2
12          1.000000             -0.333333         0.333333          -0.777778                    -0.777778     0.555556         0.111111        -1.000000 -1.000000      4
13         -0.333333             -0.777778        -1.000000          -1.000000                    -0.777778    -0.777778        -0.555556        -1.000000 -1.000000      2
14          0.555556             -0.333333         0.333333          -1.000000                    -0.555556     1.000000        -0.555556         0.777778 -0.777778      4
15         -0.111111             -1.000000        -0.555556          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
16         -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -0.777778      2
17         -1.000000             -1.000000        -1.000000          -0.777778                    -1.000000    -1.000000        -1.000000        -1.000000 -1.000000      2
18          0.555556              1.000000         1.000000           1.000000                    -0.111111     1.000000         0.555556         1.000000  0.111111      4
19         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778     1.000000        -0.555556        -1.000000 -1.000000      2
20         -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
21         -0.111111             -0.333333         0.111111           1.000000                    -0.777778     1.000000        -0.333333        -1.000000 -1.000000      4
22          0.111111             -1.000000        -1.000000          -0.555556                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
23         -0.111111             -1.000000        -0.777778          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
24         -0.111111             -0.111111        -0.111111           0.555556                     1.000000     0.555556         0.333333        -0.555556  0.333333      4
25          0.777778              1.000000         1.000000          -1.000000                     1.000000     0.555556        -0.555556        -0.555556 -1.000000      4
26         -0.777778             -0.555556        -1.000000          -1.000000                    -0.111111    -1.000000        -1.000000        -1.000000 -1.000000      2
27         -0.111111             -0.777778        -0.333333          -1.000000                    -1.000000    -1.000000        -1.000000        -1.000000 -1.000000      2
28         -0.555556             -0.555556        -0.777778          -1.000000                    -0.777778    -0.555556        -0.555556        -1.000000 -1.000000      2
29         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
..               ...                   ...              ...                ...                          ...          ...              ...              ...       ...    ...
93         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000  0.555556      2
94          0.111111             -0.111111        -0.333333          -0.333333                    -0.555556     0.777778         0.333333         0.555556 -0.555556      4
95         -0.555556             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -0.777778        -1.000000 -1.000000      2
96         -0.777778             -1.000000        -1.000000          -1.000000                    -0.777778    -0.111111        -1.000000        -1.000000 -1.000000      2
97          0.111111             -0.555556        -0.555556          -0.555556                    -0.555556    -0.777778         0.111111        -1.000000 -1.000000      2
98         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
99          0.111111             -1.000000        -0.555556          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
100         0.555556             -0.111111        -0.111111          -0.111111                    -0.777778     1.000000        -0.333333        -0.555556 -1.000000      4
101        -0.555556              0.333333         0.333333          -0.333333                    -0.333333     0.777778        -0.333333         0.555556 -1.000000      4
102        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -0.111111        -1.000000        -1.000000 -1.000000      2
103        -0.555556             -1.000000        -1.000000          -0.777778                    -0.555556    -0.333333        -1.000000        -1.000000 -1.000000      2
104        -0.333333             -1.000000        -1.000000          -0.555556                    -1.000000    -1.000000        -0.777778        -1.000000 -1.000000      2
105        -0.111111             -0.555556        -0.777778          -1.000000                    -0.555556    -1.000000        -1.000000        -1.000000 -1.000000      2
106        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
107         0.111111             -0.555556        -0.333333          -1.000000                    -0.111111    -0.777778        -0.555556         0.777778 -1.000000      4
108        -0.111111              0.555556         0.333333           0.333333                     1.000000     1.000000        -0.111111         0.333333 -1.000000      4
109         0.111111              0.555556         0.333333          -0.111111                     0.111111     0.555556         0.555556         0.777778 -0.777778      4
110        -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
111         1.000000              1.000000         1.000000           1.000000                     1.000000     1.000000        -0.333333         1.000000  1.000000      4
112        -0.111111              1.000000         1.000000           0.555556                    -0.111111    -0.111111         0.333333         1.000000 -1.000000      4
113        -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
114         1.000000             -0.333333        -0.555556          -1.000000                    -0.555556    -0.555556         0.111111        -0.111111 -0.777778      4
115        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
116        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -0.777778        -0.777778        -1.000000 -1.000000      2
117        -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
118         0.777778              0.111111         0.777778          -0.777778                     1.000000     0.111111        -0.777778         0.777778  1.000000      4
119        -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
120        -0.777778             -0.111111         0.333333           0.111111                    -0.333333     1.000000         0.333333         0.111111 -1.000000      4
121        -0.111111             -0.555556        -0.555556          -0.555556                    -0.777778    -0.555556        -0.333333        -0.333333 -1.000000      4
122         0.555556             -0.333333         0.111111          -0.555556                    -0.555556    -1.000000        -0.333333        -0.555556 -1.000000      2

[123 rows x 10 columns]
group 5:
     clump_thickness  cell_size_uniformity  cell_size_shape  marginal_adhesion  single_epithesial_cell_size  bare_nuclei  bland_chromatin  normal_nucleoti   mitoses result
0          -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
1          -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
2          -0.111111             -0.777778        -0.777778          -0.777778                    -0.777778    -1.000000        -0.777778        -0.777778 -1.000000      2
3          -0.111111             -1.000000        -1.000000          -0.555556                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
4          -0.333333              0.555556         0.111111          -0.333333                    -0.555556    -0.333333         1.000000         0.111111 -1.000000      4
5          -0.555556             -0.555556        -0.777778          -0.777778                    -0.555556    -1.000000        -1.000000        -0.777778 -0.555556      2
6          -0.111111             -1.000000        -0.555556          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
7          -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
8          -0.555556              1.000000        -0.555556           1.000000                     0.111111     1.000000        -0.111111        -1.000000 -0.333333      4
9          -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
10         -1.000000             -1.000000        -1.000000          -1.000000                    -0.555556    -1.000000        -1.000000        -1.000000 -1.000000      2
11         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
12         -0.777778             -0.555556        -1.000000          -1.000000                    -0.555556    -1.000000        -1.000000        -1.000000 -1.000000      2
13         -0.555556             -0.555556        -0.111111          -0.777778                    -0.555556     1.000000         0.333333        -1.000000 -1.000000      4
14          1.000000              0.111111        -0.333333          -1.000000                    -0.555556    -0.333333        -0.555556        -0.777778 -0.555556      4
15         -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -0.777778 -1.000000      2
16         -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
17          0.777778             -0.111111        -0.111111          -0.777778                    -0.777778    -0.777778        -0.111111        -1.000000 -1.000000      4
18         -1.000000             -1.000000        -1.000000          -0.777778                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
19         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
20         -0.111111             -1.000000        -1.000000          -0.333333                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
21         -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
22         -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556         0.111111 -1.000000      2
23         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
24         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
25         -0.111111             -1.000000        -0.777778          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
26         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
27          0.555556             -0.777778        -1.000000          -1.000000                    -0.111111    -1.000000        -1.000000        -1.000000 -1.000000      2
28         -0.111111             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
29         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
..               ...                   ...              ...                ...                          ...          ...              ...              ...       ...    ...
92         -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
93          0.111111              1.000000         1.000000           1.000000                     0.555556     1.000000         0.333333         1.000000  0.333333      4
94         -0.111111              1.000000         0.111111          -1.000000                     1.000000    -0.333333        -0.333333         1.000000  1.000000      4
95         -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
96         -0.333333             -0.111111        -0.111111           0.555556                     0.111111     1.000000         1.000000         0.333333 -1.000000      4
97         -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.555556        -1.000000 -1.000000      2
98          1.000000              1.000000         0.555556           1.000000                     0.111111    -0.111111         1.000000        -0.555556 -1.000000      4
99          0.555556              0.333333        -0.333333          -0.333333                    -0.111111    -0.555556        -0.111111         1.000000 -1.000000      4
100        -0.111111             -0.777778        -0.777778          -0.777778                    -0.555556    -1.000000        -1.000000        -0.555556 -1.000000      2
101         0.333333             -0.555556        -0.333333          -0.333333                    -0.555556    -0.555556        -0.555556        -0.777778  0.333333      4
102         0.333333             -0.777778        -0.333333          -1.000000                     0.111111     1.000000        -0.111111        -0.333333 -0.555556      4
103         0.333333             -0.333333         0.111111          -0.333333                     0.111111    -1.000000        -0.333333        -0.555556 -1.000000      4
104        -0.111111              0.555556         0.777778          -0.333333                    -0.555556     1.000000         0.333333        -1.000000 -1.000000      4
105        -0.777778             -0.555556        -0.777778          -0.777778                    -0.777778    -0.777778        -0.555556        -1.000000 -1.000000      2
106        -0.111111              1.000000         1.000000           1.000000                     0.111111     1.000000         0.111111        -0.111111 -0.777778      4
107        -1.000000             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -0.777778      2
108         1.000000              0.555556         0.555556          -0.777778                     0.555556     1.000000        -0.333333         0.555556  1.000000      4
109        -0.777778             -1.000000        -1.000000          -1.000000                    -0.555556    -1.000000        -0.777778        -1.000000 -1.000000      2
110        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
111        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
112        -0.555556             -0.777778        -0.777778          -0.555556                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
113        -0.333333             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2
114        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
115        -0.555556              1.000000         0.333333           0.555556                    -0.111111     0.555556         0.333333        -0.333333 -1.000000      4
116        -0.555556             -1.000000        -1.000000          -0.333333                    -0.555556    -1.000000        -0.777778        -0.777778 -1.000000      2
117        -1.000000             -1.000000        -1.000000          -1.000000                    -1.000000    -1.000000        -0.555556        -1.000000 -1.000000      2
118        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -1.000000        -1.000000 -1.000000      2
119         1.000000              0.111111        -0.555556           0.111111                    -0.333333     1.000000         0.333333         0.555556 -0.333333      4
120        -1.000000             -1.000000        -1.000000          -1.000000                    -0.111111    -1.000000        -0.555556        -1.000000 -1.000000      2
121        -0.555556             -1.000000        -1.000000          -1.000000                    -0.777778    -1.000000        -0.777778        -1.000000 -1.000000      2

[122 rows x 10 columns]
2 final test pred: 
[0.89040833 0.91838803 0.91201986 0.89964872 0.90127088 0.91308197
 0.76691872 0.91906727 0.90898219 0.9145151  0.90022266 0.90238756
 0.90174685 0.91838803 0.91171641 0.88821295 0.92339734 0.9132797
 0.89609837 0.87878434 0.89609837 0.8963904  0.90807264 0.81818661
 0.92339734 0.89609837 0.8828326  0.92339734 0.88961429 0.44633922
 0.90898219 0.90898219 0.91807174 0.88976234 0.89694231 0.88243071
 0.84519653 0.90312911 0.91906727 0.31565638 0.43974335 0.28379223
 0.49054454 0.26553329 0.29337045 0.44143253 0.52224354 0.32381899
 0.25031982 0.51516954 0.43986144 0.26686931 0.39356851 0.24824003
 0.38374853 0.08408404 0.36493844 0.36001907 0.2680572  0.76768901
 0.27480308 0.22113208 0.39720121 0.1620183  0.36861576 0.0996536
 0.6208741  0.22553518 0.26445585]
4 final test pred: 
[0.10959167 0.08161197 0.08798014 0.10035128 0.09872912 0.08691803
 0.23308128 0.08093273 0.09101781 0.0854849  0.09977734 0.09761244
 0.09825315 0.08161197 0.08828359 0.11178705 0.07660266 0.0867203
 0.10390163 0.12121566 0.10390163 0.1036096  0.09192736 0.18181339
 0.07660266 0.10390163 0.1171674  0.07660266 0.11038571 0.55366078
 0.09101781 0.09101781 0.08192826 0.11023766 0.10305769 0.11756929
 0.15480347 0.09687089 0.08093273 0.68434362 0.56025665 0.71620777
 0.50945546 0.73446671 0.70662955 0.55856747 0.47775646 0.67618101
 0.74968018 0.48483046 0.56013856 0.73313069 0.60643149 0.75175997
 0.61625147 0.91591596 0.63506156 0.63998093 0.7319428  0.23231099
 0.72519692 0.77886792 0.60279879 0.8379817  0.63138424 0.9003464
