options: {'left_index': True, 'order_results': True, 'normalize_cols': {2: 'RI', 3: 'Na', 4: 'Mg', 5: 'Al', 6: 'Si', 7: 'K', 8: 'Ca', 9: 'Ba', 10: 'Fe'}, 'result_col': 11}
           RI        Na        Mg        Al        Si         K        Ca        Ba        Fe  result
softmax class probabilities: [0.21817967378806372, 0.12790415680273556, 0.09633434536427538, 0.04464967952177922, 0.10467867476496125, 0.3870969896584175]
softmax class probabilities: [0.27513079482283054, 0.5482957738787982, 0.09392513375642868, 0.06540087500760461, 0.04046850984697142, 0.03288134957464594]
softmax class probabilities: [0.4011705505467535, 0.3446627473312838, 0.09138341727262358, 0.021925411902557215, 0.024629970560515167, 0.026336742018826687]
softmax class probabilities: [0.38816023261758004, 0.3869924283590637, 0.08837625349936426, 0.02462297015674736, 0.02202357430644904, 0.02832818013913568]
softmax class probabilities: [0.36903797678613115, 0.37839970499126585, 0.08753784587369075, 0.023832044677356, 0.022141210317366874, 0.02933865374414418]
softmax class probabilities: [0.5526121430204415, 0.6861341956005694, 0.17415198157977888, 0.03239057336612096, 0.04893870626611057, 0.00982536743980738]
preds: [0, 0, 3, 0, 5, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 5, 1, 0, 1, 5, 1, 5, 1, 1, 5, 0, 1, 0, 1, 0, 0, 1, 1, 5, 1, 0, 0, 1, 1]
softmax class probabilities: [0.6538273745951, 0.4404689005339441, 0.1273642622031326, 0.009575912195458312, 0.02098887415989986, 0.00878906991481475]
softmax class probabilities: [0.6392099178488742, 0.46481114122665784, 0.15351061073403938, 0.021545167888625556, 0.038785521723878294, 0.006810326493328511]
softmax class probabilities: [0.46280939493800327, 0.3844991935636667, 0.08318999029257013, 0.022709695320651414, 0.02827899229369388, 0.020111537486899592]
softmax class probabilities: [0.47229113739865897, 0.3442602670507572, 0.08888075657651215, 0.015872248865755223, 0.0298657869761878, 0.020306456923293643]
softmax class probabilities: [0.3531565935899626, 0.5420075130986199, 0.11111928781843258, 0.04393376471207366, 0.0325209620538938, 0.024292790476237742]
softmax class probabilities: [0.43933113794296363, 0.4956103550360644, 0.1032667692196523, 0.03298549815094801, 0.03012144763793918, 0.01806486397465866]
softmax class probabilities: [0.3952034373101674, 0.5302635264138713, 0.11083492013180687, 0.03633876082660495, 0.0304657711892521, 0.0198331975259359]
softmax class probabilities: [0.47274533638532157, 0.39836838026268195, 0.09466409021256894, 0.018224845059354317, 0.026103027182810157, 0.020200033142849336]
softmax class probabilities: [0.10370981315360223, 0.29972578931434546, 0.02400781224190196, 0.24394306332269958, 0.08998875929486744, 0.052210958746369523]
softmax class probabilities: [0.3672092720849118, 0.37970282240193876, 0.08326160379639627, 0.021781292841321263, 0.0276308993522802, 0.03331776524180885]
softmax class probabilities: [0.10561314447303988, 0.22173073161713208, 0.04060964114469856, 0.09293976996314966, 0.08327863477382, 0.10985369911379092]
softmax class probabilities: [0.28007719217905297, 0.4336782549813139, 0.0708737142162153, 0.027031981204134227, 0.02321674178674626, 0.04541484176049919]
softmax class probabilities: [0.31925298699267324, 0.3560655762549893, 0.1126513156105227, 0.016521971981311057, 0.03449136218624947, 0.042639213755806746]
softmax class probabilities: [0.2791933614217717, 0.47214682239594635, 0.09243369360442127, 0.058502950163170434, 0.04278964136972988, 0.03708670210477957]
softmax class probabilities: [0.5107295637448879, 0.5570498002843932, 0.14297449349137203, 0.0334017047713141, 0.03171628766386002, 0.011211214358194065]
softmax class probabilities: [0.3563100516911768, 0.3853602314113504, 0.0821060738368262, 0.025275272658777426, 0.030094911196428445, 0.029834290417348353]
softmax class probabilities: [0.3235689693915168, 0.5049572794004606, 0.1042213409738336, 0.03723030286592513, 0.0314660046122551, 0.02922273890095532]
softmax class probabilities: [0.049336685909753, 0.20607618030967317, 0.02751420223009992, 0.19037813431959502, 0.11372670592086588, 0.19284104356043866]
softmax class probabilities: [0.0994765069931504, 0.14100885710123773, 0.0355000589987317, 0.035445349558117574, 0.06495353332178823, 0.21264281395656262]
softmax class probabilities: [0.019104834439348635, 0.08601748033324103, 0.024743570468124754, 0.10502048933366945, 0.1421102191019092, 0.7647561937156385]
softmax class probabilities: [0.02687957150129888, 0.07742755578047493, 0.03581863716122725, 0.10357505950652575, 0.1712828492313291, 0.8729357647739053]
softmax class probabilities: [0.10742825161356491, 0.18864129930817333, 0.048739408750309715, 0.04583110351590747, 0.06496141113438492, 0.2995362996569348]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5]
softmax class probabilities: [0.4801183225282439, 0.4062553761598986, 0.08651739583903269, 0.03239084843641402, 0.038074588236426024, 0.0403734289629899]
softmax class probabilities: [0.4840690054904993, 0.4355130182092539, 0.11677562491440671, 0.05478275494567922, 0.060538108911353854, 0.04876345208933688]
softmax class probabilities: [0.3950860495817847, 0.3729986018011166, 0.0792964887301968, 0.04249533632281, 0.04374669502858475, 0.06068131308490227]
softmax class probabilities: [0.3997668737633249, 0.3621920318365343, 0.0783113387605276, 0.03788144598645021, 0.042619722811646124, 0.059001670095995475]
softmax class probabilities: [0.39781001920259923, 0.4495711552085282, 0.116177691618218, 0.06990859468254615, 0.06504252929872721, 0.07934584257413578]
softmax class probabilities: [0.4111632211930382, 0.4255494753032625, 0.10123242115596465, 0.057081068677701165, 0.05523662379480835, 0.06600317341609335]
softmax class probabilities: [0.40715694008220277, 0.44148105611150995, 0.11044754694236, 0.0634597750811773, 0.06028857429344719, 0.07163943292308125]
softmax class probabilities: [0.40789923741437484, 0.38064045523527085, 0.08302583503805379, 0.04068749654323431, 0.0433073853860411, 0.05955187018854137]
softmax class probabilities: [0.20120004015440615, 0.2994816885576098, 0.07028186095803514, 0.11931421810507013, 0.0834260629311153, 0.15263128447992821]
softmax class probabilities: [0.37176586232282033, 0.36835208972960837, 0.08105432650546443, 0.043432263374171935, 0.044997750170933604, 0.07274242389555052]
softmax class probabilities: [0.22522993781808612, 0.2872531462937026, 0.07734592412663259, 0.08516017710833598, 0.07629144873340062, 0.1639477103632709]
softmax class probabilities: [0.342960442411883, 0.37644490693412663, 0.07866667675018048, 0.04639917491671617, 0.04417545966607586, 0.0821591830916311]
softmax class probabilities: [0.3782162140305688, 0.3793567904968288, 0.09743177698193695, 0.04591718464748383, 0.05336657264599389, 0.08289240322595662]
softmax class probabilities: [0.35708143802016823, 0.4186807736030784, 0.1128205851860265, 0.07973568108608352, 0.072849229061131, 0.09991259403086233]
softmax class probabilities: [0.45400434459611977, 0.46392035939309073, 0.1236113104457246, 0.0650548036784674, 0.06352013320590635, 0.05993829631399293]
softmax class probabilities: [0.3655036394317302, 0.36840162368653867, 0.08286606829613591, 0.04736000510954909, 0.047832727877749254, 0.07417877846107797]
softmax class probabilities: [0.38162288522457744, 0.4271694834576453, 0.10802121307069136, 0.06417478444287707, 0.06095345837709916, 0.08246799950411526]
softmax class probabilities: [0.17170947526138683, 0.2673638329528771, 0.07610290607688237, 0.11875048819058455, 0.0943708809979134, 0.23362601471645744]
softmax class probabilities: [0.2200965434481838, 0.25331017145853374, 0.05871550275286365, 0.04730797329934875, 0.05217932477924558, 0.15524071747377569]
softmax class probabilities: [0.13160922523123147, 0.20742606276575037, 0.07266823021677882, 0.10003081509164158, 0.09945848801773526, 0.41267323520144644]
softmax class probabilities: [0.15041495936240862, 0.2124030507696837, 0.1002546069325685, 0.1323609553234, 0.13797007401387174, 0.5182525157663664]
softmax class probabilities: [0.2372932209692078, 0.281713740317666, 0.08278663040507357, 0.07098180846378538, 0.07311661425258041, 0.21129533020771665]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 1]
softmax class probabilities: [0.4235169303366089, 0.38595388026238137, 0.09980768996302009, 0.057350742114646795, 0.061902171450477966, 0.07103031515665427]
softmax class probabilities: [0.43565986449525584, 0.41185590547685, 0.13257852459491165, 0.0864656926793721, 0.09040377672595405, 0.08858488807916852]
softmax class probabilities: [0.3757471103512228, 0.3668383639992647, 0.0974241833906574, 0.06739399323581668, 0.06806479887635385, 0.09081331817604879]
softmax class probabilities: [0.377464038451593, 0.36040329644765673, 0.09545490782905851, 0.06267595728380825, 0.06612588725487774, 0.0883354872302566]
softmax class probabilities: [0.392048374354763, 0.42047524094740624, 0.1372512095912376, 0.10157712849229719, 0.0977523703118747, 0.11814827038433896]
softmax class probabilities: [0.39357737944924415, 0.4028285178907237, 0.12076745362273178, 0.08617292343239574, 0.0844846966246982, 0.10217424282705952]
softmax class probabilities: [0.39490172491530745, 0.4142027241246202, 0.1306385300201148, 0.09435975599495057, 0.09169386921206349, 0.10980754704016006]
softmax class probabilities: [0.3841310935459948, 0.3718511228745713, 0.10020554749270985, 0.06625941384858917, 0.06805217899774378, 0.08998610923123931]
softmax class probabilities: [0.26029972917246763, 0.3268797927185814, 0.10516612060541469, 0.1334448969704947, 0.11041319562341469, 0.17489315386588722]
softmax class probabilities: [0.3643021383904929, 0.3647650872421373, 0.09969801065332205, 0.06907124919368603, 0.06999210788950244, 0.1009754402782922]
softmax class probabilities: [0.27777503153396677, 0.320605125860939, 0.10746786014013132, 0.10912765230290228, 0.10237598884249477, 0.17516437970118473]
softmax class probabilities: [0.3487497459095208, 0.36859181974118654, 0.09879102244169106, 0.07188356902156655, 0.06986767511554438, 0.10843441241275797]
softmax class probabilities: [0.37389049008480113, 0.37602460627286277, 0.11530255912773264, 0.07516273186265529, 0.08063734259333591, 0.11252328833040076]
softmax class probabilities: [0.3682234271963075, 0.4035347166367688, 0.13748552174701412, 0.11082106256790476, 0.10557018652180415, 0.13647140532734517]
softmax class probabilities: [0.42340127872811506, 0.42933808904549037, 0.1412465309740448, 0.09767426435847797, 0.09622677400177784, 0.10147018600649473]
softmax class probabilities: [0.3613990939666788, 0.36553680945278944, 0.10250971254385843, 0.07357662247494395, 0.07356596130875921, 0.10388801648727203]
softmax class probabilities: [0.3803202511323494, 0.4057358692047035, 0.12909267813633712, 0.09492498388084046, 0.09221443761055124, 0.11844219877145779]
softmax class probabilities: [0.24217205283064056, 0.3096339257007665, 0.11221341615271012, 0.1367861116120089, 0.12071067945983097, 0.22413361266493026]
softmax class probabilities: [0.2677108780999828, 0.2933551883761734, 0.08185801107273089, 0.07003346631414972, 0.07301252479637031, 0.1511612527991078]
softmax class probabilities: [0.21097534839095897, 0.27121136266491347, 0.10865039615836995, 0.12437713625066821, 0.12284472255759321, 0.31033320692045246]
softmax class probabilities: [0.23213697369956524, 0.2822074496209745, 0.1432672358970229, 0.16198421297290924, 0.1638714443327553, 0.3883233807417635]
softmax class probabilities: [0.2873003085691645, 0.31867868842823194, 0.11160005624405542, 0.09976980395522608, 0.10052789435286827, 0.19941030715490257]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 1]
softmax class probabilities: [0.7876736692112826, 0.5165496221166977, 0.2222514300115809, 0.0009201779101280632, 0.019698556799127263, 0.0027975834267727198]
softmax class probabilities: [0.8071377335988132, 0.3242765345792253, 0.21739094962424796, 0.0020181845960571113, 0.03421083852675607, 0.0002844664666028915]
softmax class probabilities: [0.6498622952916656, 0.3644319528398739, 0.07966270034614908, 0.009867706577014206, 0.017905516118913327, 0.008613292639852622]
softmax class probabilities: [0.5743336284931156, 0.2874246437254421, 0.10970135812197114, 0.002782997640314579, 0.03492767308227537, 0.008847968078318552]
softmax class probabilities: [0.23668963665675474, 0.6147698359659336, 0.07563469877030073, 0.05062093237578635, 0.005568504821783765, 0.004017306516068195]
softmax class probabilities: [0.49765854532165166, 0.5500962432536258, 0.07982287865853085, 0.024136694603281345, 0.008843173082255028, 0.003787376803844272]
softmax class probabilities: [0.2981523395557251, 0.6372980429721276, 0.08167090047375505, 0.027959179695705768, 0.006956111948355178, 0.003202971338340747]
softmax class probabilities: [0.5203227393865585, 0.44136673623286365, 0.107176148317224, 0.0051953946862034325, 0.017907986706589267, 0.009238922784186518]
softmax class probabilities: [0.1173653091183033, 0.34237275031699727, 0.0015299811005895152, 0.5168364950457754, 0.0680757382111651, 0.002272477242590933]
softmax class probabilities: [0.27338484956664794, 0.4564659865978224, 0.08126343868346307, 0.009344702368299965, 0.01786584225365069, 0.022068889513346516]
softmax class probabilities: [0.021605566786771942, 0.15802784284789223, 0.010940428460945156, 0.05224725260931312, 0.1509122159968213, 0.019877809859402212]
softmax class probabilities: [0.1136956406151366, 0.714899265228374, 0.045674372465555224, 0.02839049167950636, 0.008140933732840824, 0.04780686445148081]
softmax class probabilities: [0.07400761317806395, 0.3180817098650016, 0.1831042117946029, 0.0023442644715851143, 0.03605679131862832, 0.016686297422929562]
softmax class probabilities: [0.17234859992985105, 0.4629549219651371, 0.047857456462820414, 0.06059609950975921, 0.009177992439459475, 0.006016569974179661]
softmax class probabilities: [0.5294111373538776, 0.5843669904272895, 0.15307945019587385, 0.01576010641162809, 0.00783021471643259, 0.0007302206565210698]
softmax class probabilities: [0.2458017937822549, 0.4943979951411238, 0.07587742455987127, 0.010285038426339183, 0.021765908907786968, 0.011780729024832303]
softmax class probabilities: [0.13635233785431072, 0.6575442700012283, 0.078953246583657, 0.030260647041999714, 0.008484447976551193, 0.006282228955672681]
softmax class probabilities: [0.004446294620901467, 0.19156159695389105, 0.002849187707127021, 0.2220171865424351, 0.1872137692680721, 0.030861252732345516]
softmax class probabilities: [0.030307026582258034, 0.03252945955172432, 0.019386162985183475, 0.015320776556539127, 0.16677507058385127, 0.35667965062460766]
softmax class probabilities: [0.00037408217675384374, 0.0196208359967663, 0.003987494702535518, 0.03223039959582498, 0.24206246201891155, 0.9308067487713045]
softmax class probabilities: [0.0009507228423709761, 0.009300034791307506, 0.00534915856346883, 0.005923094816487814, 0.09451317305317086, 0.9849048164507949]
softmax class probabilities: [0.02084027140452803, 0.09655710115890911, 0.019091305919667984, 0.009161027575140564, 0.03793071889616261, 0.5053049809356158]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 5, 5, 5, 5]
softmax class probabilities: [0.716638557999183, 0.44781215337406444, 0.16069143502418048, 0.004921992172642267, 0.018275016068543547, 0.005426848772486969]
softmax class probabilities: [0.7045185953474787, 0.4335172409580553, 0.18104083566944038, 0.012562103883607127, 0.037128974521017793, 0.0027264518037629936]
softmax class probabilities: [0.5095449492999691, 0.3861644644644014, 0.084666863044116, 0.017915246226627126, 0.024968502632179493, 0.013489301392343871]
softmax class probabilities: [0.5082122584419174, 0.32451612398387253, 0.09685041519729695, 0.010088135861445892, 0.029165018360410605, 0.014176030824007186]
softmax class probabilities: [0.3088229482595462, 0.5721239497883993, 0.10088010458939672, 0.04112468080635669, 0.02181209419406479, 0.014614145356212884]
softmax class probabilities: [0.4474525249485057, 0.5196368782605992, 0.09968706020733537, 0.028439767999424406, 0.022611701092856217, 0.010608532650711126]
softmax class probabilities: [0.3658718064152229, 0.5648058615420255, 0.10520439056927662, 0.030921343779578142, 0.021263409831337295, 0.01146240662662772]
softmax class probabilities: [0.49577749147785233, 0.40748717182677846, 0.10187423607046545, 0.01253320798725145, 0.022272290321722468, 0.014203561335303662]
softmax class probabilities: [0.09607306882448449, 0.3317816575030733, 0.012198964019376658, 0.3471926555639462, 0.09924224483984975, 0.018353361884434382]
softmax class probabilities: [0.3477177277545068, 0.3945625358106059, 0.08384587835687478, 0.016217646667828434, 0.023034471071658815, 0.026705138342977518]
softmax class probabilities: [0.07061484727242576, 0.20396012146669265, 0.02819534440029813, 0.0912313147714981, 0.097772252180103, 0.06991861013097747]
softmax class probabilities: [0.22896163341983694, 0.4992665081309914, 0.06408141827056886, 0.02312835742372006, 0.01635071705133328, 0.04019972323953791]
softmax class probabilities: [0.24255329083179766, 0.32893627434598044, 0.12426802817819607, 0.009316885982807112, 0.030662105440482194, 0.03596901426312984]
softmax class probabilities: [0.23427737746246882, 0.483787590906868, 0.07724446185692149, 0.0566787231564117, 0.031528405730180654, 0.022492741141436488]
softmax class probabilities: [0.5170911408897793, 0.576358560668771, 0.1501819341130578, 0.02607885865996848, 0.022865128713821233, 0.005247901306745893]
softmax class probabilities: [0.3352601237766438, 0.40686200696114583, 0.08179707534267504, 0.018857975705033676, 0.02570508294020346, 0.021032660600745816]
softmax class probabilities: [0.26493436909784474, 0.5449762080974617, 0.09749941867633842, 0.03139149573838922, 0.022026555786977094, 0.018941762450740942]
softmax class probabilities: [0.02600153555070632, 0.20334120338918435, 0.014954590736915387, 0.22626073976189, 0.1341659086744878, 0.12044620874311687]
softmax class probabilities: [0.06625357117265362, 0.09665730867866697, 0.026589631541231323, 0.031206381187806796, 0.08342292274863312, 0.24809322265867748]
softmax class probabilities: [0.006285671565249923, 0.056628077984423514, 0.013186517467528393, 0.09092911353909847, 0.17156471510691174, 0.8474741040613144]
softmax class probabilities: [0.010217621632636306, 0.045383866964058044, 0.01970095487034273, 0.06425959217870947, 0.17626783307875546, 0.9359975473222975]
softmax class probabilities: [0.06721676882506512, 0.15676057587878528, 0.03578039383228481, 0.032169912213525324, 0.06048184256588674, 0.35125491836902095]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 5, 5, 5, 5]
softmax class probabilities: [0.6540084539957275, 0.4404905189763633, 0.1274086876810959, 0.0095621691820292, 0.020973087684853457, 0.008769233172079645]
softmax class probabilities: [0.6393597334419266, 0.4648605958394221, 0.15355407961665565, 0.021523643593073766, 0.03876402335664457, 0.006793421043873918]
softmax class probabilities: [0.46284765398736266, 0.38450490143469906, 0.0831922077933801, 0.022689084814106666, 0.02826534090616575, 0.020078768058724335]
softmax class probabilities: [0.47234155193818905, 0.34424543332997215, 0.08888708063435853, 0.01585581075666491, 0.029851709174818764, 0.0202729176249264]
softmax class probabilities: [0.35312531853813894, 0.5420769190009272, 0.11113398492836696, 0.04390657915623539, 0.03250637432541943, 0.024253817330025303]
softmax class probabilities: [0.43935555623954753, 0.4956637375230197, 0.10327889002535642, 0.032960040718274145, 0.03010638641668197, 0.018032850714756323]
softmax class probabilities: [0.39520622587374327, 0.5303284291148044, 0.11085044570114912, 0.03631251944819643, 0.0304505720497093, 0.019798716218698626]
softmax class probabilities: [0.47280730501394685, 0.3983736072946785, 0.09467493124363784, 0.018205854488311867, 0.02608872092479757, 0.020166556299168543]
softmax class probabilities: [0.10357889574963675, 0.29973123188624845, 0.023979107887730895, 0.24407720187271376, 0.09000932404377548, 0.05216323498195065]
softmax class probabilities: [0.36720073621141286, 0.37969619292401463, 0.08326312361340919, 0.021761440632664365, 0.027618010273724094, 0.033274224463324106]
softmax class probabilities: [0.1054956478978206, 0.22168438291019316, 0.04057788247964517, 0.09295272278006515, 0.08329161863994652, 0.10980393138075262]
softmax class probabilities: [0.2800246889368238, 0.4336887757506917, 0.07086945876704465, 0.02701006892495268, 0.023205472756081792, 0.04536530171084424]
softmax class probabilities: [0.31922282618391135, 0.3560412201718555, 0.11266915242619077, 0.016505780454618334, 0.03447763414571338, 0.04258759297257893]
softmax class probabilities: [0.2791080633005905, 0.47219126978484505, 0.09242767783111817, 0.05847998755995918, 0.042777256999258634, 0.037037982042439854]
softmax class probabilities: [0.5108106817139761, 0.5571308067337846, 0.14301254355500737, 0.033374171361047825, 0.03169818023616903, 0.011187287818937583]
softmax class probabilities: [0.35629581203920396, 0.3853592844725007, 0.0821030429896568, 0.025254459949243253, 0.03008157774437415, 0.02979299140456686]
softmax class probabilities: [0.3235333065668967, 0.5050061355168428, 0.10423009626897756, 0.03720492720209764, 0.03145170192846841, 0.029179811330381125]
softmax class probabilities: [0.049251029134487166, 0.20602931581598408, 0.027482218291568408, 0.19048003112566483, 0.11376720680590773, 0.19282817972025865]
softmax class probabilities: [0.09935295661331411, 0.14094024711800146, 0.03547772293026334, 0.03543744851895116, 0.06496662478597776, 0.2126508216716751]
softmax class probabilities: [0.019056819195367208, 0.08595093691078873, 0.024712701399513853, 0.10506843569532882, 0.14219227351409847, 0.7650236648152032]
softmax class probabilities: [0.02681659379892751, 0.0773615215198223, 0.03577543857464074, 0.1036106186956559, 0.17137111640589722, 0.8731301728240408]
softmax class probabilities: [0.10730644239730708, 0.18857112905768644, 0.048709082559510106, 0.04581953589987868, 0.06496570535975474, 0.2995677813093022]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5]
softmax class probabilities: [0.8032067275583699, 0.5763569751436411, 0.23563800825150377, 2.6935382513399697e-05, 0.020379322322078213, 0.001801825408810509]
softmax class probabilities: [0.8419275156299492, 0.2653094417649383, 0.15737810778281644, 1.3067990155959403e-05, 0.006079752942355962, 1.5623067995065505e-06]
softmax class probabilities: [0.7145557928106498, 0.32584543099866625, 0.05188521334985091, 0.001425597899542104, 0.004838098393981601, 0.004421522751976669]
softmax class probabilities: [0.5781642930018491, 0.26906670168863334, 0.10197669951202108, 0.00011004791464826686, 0.044822665060252516, 0.0051910359330267775]
softmax class probabilities: [0.2118629398072419, 0.637941674135437, 0.05487264905345462, 0.06138035255468318, 0.00024137591670125042, 1.253934657716133e-05]
softmax class probabilities: [0.5284999325595475, 0.5430563275299591, 0.04684050851066635, 0.009764056303633072, 0.0008219908768128155, 0.00012665878447771454]
softmax class probabilities: [0.27001967058448506, 0.6841550270030339, 0.05920569610393657, 0.01989858168012224, 0.000489497333834811, 3.0270861024849702e-05]
softmax class probabilities: [0.526500688574289, 0.4607523060939361, 0.08384068718597809, 0.0007171571810682234, 0.0075044862728111525, 0.005552121794496891]
softmax class probabilities: [0.1259307817758395, 0.3125119923294618, 0.00023897969979316957, 0.4322461866525683, 0.008622424456933956, 0.0007670083384745582]
softmax class probabilities: [0.24100043614837963, 0.49783907096523156, 0.0796665443150992, 0.003982520300430269, 0.010290439303786545, 0.014221601531927574]
softmax class probabilities: [0.010822973258758082, 0.14224136165603243, 0.005747950866474928, 0.009916532732039037, 0.1756262858491982, 0.0053813371882492946]
softmax class probabilities: [0.07915024688409622, 0.8222581905774523, 0.048913168628149734, 0.12008471710302086, 0.004540603414359539, 0.0657607432400119]
softmax class probabilities: [0.03619874037372586, 0.38523747746667436, 0.4463566070950793, 0.00035866676328684226, 0.07011710130688222, 0.0002550221967097765]
softmax class probabilities: [0.1549004365059279, 0.43848715080921846, 0.0305072965028312, 0.03630154086904779, 0.00032431058475046324, 2.4658626656267723e-05]
softmax class probabilities: [0.5698626345040091, 0.5977176269036634, 0.1587722764140381, 0.0043217450159078, 0.00023962279331724343, 8.341756583534821e-07]
softmax class probabilities: [0.2192615550575906, 0.5616981465791968, 0.10353053206672755, 0.005197690772091235, 0.013424719327701295, 0.0037580534622264775]
softmax class probabilities: [0.10112394959045379, 0.7346217533748124, 0.09575572473389088, 0.050068735442808855, 0.0012065502715603242, 6.850646896138436e-05]
softmax class probabilities: [0.0015815890608569612, 0.1888068251093429, 0.0006870186104914992, 0.13305127448089546, 0.2068544016834404, 0.019099606968996527]
softmax class probabilities: [0.014505946658641822, 0.017217871954482707, 0.0170221919242369, 0.0010210821954787731, 0.7069061706848078, 0.37434497594353544]
softmax class probabilities: [7.361779152137417e-05, 0.01061301364490675, 0.00173435505652029, 0.0009353184645726493, 0.31462803317854704, 0.9819553045909811]
softmax class probabilities: [0.00032151433782500355, 0.0027701765567465773, 0.0009325581392945436, 1.5356563840275435e-06, 0.0005268983213523022, 0.998692220967036]
softmax class probabilities: [0.01242771857986946, 0.06904293500903992, 0.017624972738364487, 0.00022624049983672, 0.00398594987284647, 0.5964908599303169]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 4, 1, 2, 1, 1, 1, 1, 4, 4, 5, 5, 5]
softmax class probabilities: [0.8007981028436878, 0.5507031458499236, 0.2267671099937019, 0.00046068730146793193, 0.020197387162955018, 0.0023107085854161555]
softmax class probabilities: [0.8299738104638632, 0.29057759898902213, 0.20778912828888393, 0.0006467515704732167, 0.024099342086879777, 8.268214688973046e-05]
softmax class probabilities: [0.6895481299811685, 0.34411890967151443, 0.0731534257895494, 0.006743186276831077, 0.01322072959851269, 0.008297702041826819]
softmax class probabilities: [0.5863093295182223, 0.27859482751909503, 0.10959531849827833, 0.0014038168966737203, 0.0373422579392508, 0.007816039936855914]
softmax class probabilities: [0.22071993971834727, 0.6270416579817217, 0.06973587598792232, 0.05388595073209836, 0.0024140344119975643, 0.0014351722601497285]
softmax class probabilities: [0.5149468698963269, 0.551811256684667, 0.06962724421156934, 0.02089525552669386, 0.004664564631344795, 0.0020970509608888165]
softmax class probabilities: [0.2800424530884298, 0.6617594865183313, 0.07307528663196333, 0.02719014247344006, 0.003470094542749126, 0.0013363037101314819]
softmax class probabilities: [0.5243319194956486, 0.450399725526333, 0.10320301237969985, 0.0035617632890460145, 0.015408420495786234, 0.008419829540039593]
softmax class probabilities: [0.11918151315798994, 0.3249346862207545, 0.0005788443156417428, 0.5226582607568506, 0.03587496246528545, 0.0018452577683565076]
softmax class probabilities: [0.2505807630346267, 0.4797227677465154, 0.08106319868296691, 0.0081033120657283, 0.016531050572751328, 0.021212566544169646]
softmax class probabilities: [0.014025717958751039, 0.14686478322867055, 0.007742822093489616, 0.034999908946166995, 0.17525534136734636, 0.013256801212462633]
softmax class probabilities: [0.08896375907503457, 0.7806373657381744, 0.041638166863969386, 0.04435948843951674, 0.006799540203909742, 0.05701770890761516]
softmax class probabilities: [0.04862126815616644, 0.3454175966626627, 0.2443878040917167, 0.001409098752688135, 0.047411817421445644, 0.006754218530417947]
softmax class probabilities: [0.15936837160536216, 0.4492879085509918, 0.04097575487878112, 0.05482553161738856, 0.0039432452452066785, 0.002268010780640463]
softmax class probabilities: [0.541889348525964, 0.5839446318944469, 0.15470286927118096, 0.011557909930593033, 0.003473050094436041, 0.00019372081375769348]
softmax class probabilities: [0.22032632721865403, 0.5310786983020912, 0.07613296176794467, 0.009076779305923472, 0.02056157614913881, 0.009538422758806918]
softmax class probabilities: [0.10987425880398778, 0.7014451098662274, 0.07781075274798678, 0.034569894280641535, 0.00518067897191447, 0.0026931878035940295]
softmax class probabilities: [0.0023496656433496027, 0.1901189030700879, 0.0014607901409564416, 0.2016401586001157, 0.20747846884987603, 0.023032105079775485]
softmax class probabilities: [0.022400986779227167, 0.023014154053422414, 0.020402477246475755, 0.007593618162865529, 0.26402065738784236, 0.3886687678721119]
softmax class probabilities: [0.00014830915925847236, 0.014207824506280817, 0.0029826477066536377, 0.015010529809231645, 0.3137878197930446, 0.9462634637137578]
softmax class probabilities: [0.0004734960863928793, 0.004883037025818115, 0.003203251177219324, 0.0011689356744107374, 0.049208690961902175, 0.9912723034460289]
softmax class probabilities: [0.01471697526451831, 0.08064760504106713, 0.01633790257482451, 0.004460558142856763, 0.02703448140153665, 0.5605031545252163]
preds: [0, 0, 0, 0, 1, 1, 1, 0, 3, 1, 4, 1, 1, 1, 1, 1, 1, 4, 5, 5, 5, 5]
softmax class probabilities: [0.7877614163138519, 0.5166323123203986, 0.22234345137600786, 0.000918342580644474, 0.019694240048298832, 0.0027945644946637278]
softmax class probabilities: [0.8072377577980276, 0.3241795203931412, 0.21739985995052488, 0.0020143717814412538, 0.034213788825134005, 0.0002835615432010765]
softmax class probabilities: [0.6500488109606087, 0.3643992891953744, 0.07965685823203535, 0.009860007899268866, 0.017897039118053796, 0.00860872702103645]
softmax class probabilities: [0.5743856003553796, 0.28739023506252004, 0.10970837285695824, 0.002778694472482615, 0.03492760062300981, 0.008841493278082107]
softmax class probabilities: [0.23662063790103646, 0.6148088294861159, 0.07561787344697532, 0.050633313633124066, 0.005563549869829409, 0.004011333549250343]
