options: {'missing_attributes': 'drop', 'left_index': True, 'normalize_cols': {2: 'clump_thickness', 3: 'cell_size_uniformity', 4: 'cell_size_shape', 5: 'marginal_adhesion', 6: 'single_epithesial_cell_size', 7: 'bare_nuclei', 8: 'bland_chromatin', 9: 'normal_nucleoti', 10: 'mitoses'}, 'result_col': 11, 'order_results': True}
     clump_thickness  cell_size_uniformity  cell_size_shape  marginal_adhesion  single_epithesial_cell_size  bare_nuclei  bland_chromatin  normal_nucleoti   mitoses  result
softmax class probabilities: [0.9952241479670982, 0.004775852032901831]
softmax class probabilities: [0.0013092484291608265, 0.9986907515708392]
softmax class probabilities: [0.9968739437630264, 0.003126056236973626]
softmax class probabilities: [0.9968739437630264, 0.003126056236973626]
softmax class probabilities: [0.9984300529919998, 0.0015699470080002156]
softmax class probabilities: [0.986965208463164, 0.013034791536835854]
softmax class probabilities: [0.989012562911245, 0.010987437088755011]
softmax class probabilities: [0.9737122120441488, 0.02628778795585122]
softmax class probabilities: [0.9691585556771088, 0.030841444322891175]
softmax class probabilities: [0.9941322751417199, 0.005867724858280022]
softmax class probabilities: [0.9988642615778566, 0.0011357384221435077]
softmax class probabilities: [0.0012799036790296107, 0.9987200963209704]
softmax class probabilities: [0.012276670441284308, 0.9877233295587157]
softmax class probabilities: [0.00012095587783509367, 0.999879044122165]
softmax class probabilities: [0.007175826481723122, 0.9928241735182769]
softmax class probabilities: [0.00010440017202561744, 0.9998955998279743]
softmax class probabilities: [0.0006865903359310755, 0.9993134096640689]
softmax class probabilities: [0.0013828613400857727, 0.9986171386599143]
softmax class probabilities: [0.01558668130024598, 0.984413318699754]
softmax class probabilities: [0.0027456681669549895, 0.9972543318330449]
softmax class probabilities: [4.819969579081417e-05, 0.9999518003042092]
softmax class probabilities: [0.004456594145910541, 0.9955434058540894]
softmax class probabilities: [0.002936550199137313, 0.9970634498008628]
softmax class probabilities: [0.0006704725073484363, 0.9993295274926516]
softmax class probabilities: [0.010670293239044329, 0.9893297067609558]
softmax class probabilities: [6.124812425812906e-05, 0.9999387518757418]
softmax class probabilities: [0.0023125839294250027, 0.997687416070575]
softmax class probabilities: [3.6001715851187697e-07, 0.9999996399828414]
softmax class probabilities: [0.0005200681611806223, 0.9994799318388193]
softmax class probabilities: [0.0012188459529067616, 0.9987811540470931]
softmax class probabilities: [3.0445352995541594e-05, 0.9999695546470045]
softmax class probabilities: [0.23373858374243692, 0.7662614162575632]
softmax class probabilities: [0.0007175651911255116, 0.9992824348088745]
softmax class probabilities: [0.00010222162152005063, 0.9998977783784799]
softmax class probabilities: [0.00011771097600196758, 0.9998822890239981]
softmax class probabilities: [1.2985960579840092e-05, 0.99998701403942]
softmax class probabilities: [0.0008461623139978399, 0.9991538376860023]
softmax class probabilities: [2.590632378417364e-06, 0.9999974093676215]
softmax class probabilities: [0.030787140333193238, 0.9692128596668067]
softmax class probabilities: [0.0003057534914785337, 0.9996942465085216]
softmax class probabilities: [0.00013752511205565468, 0.9998624748879443]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9695609534714849, 0.03043904652851514]
softmax class probabilities: [0.9938985919566905, 0.006101408043309379]
softmax class probabilities: [0.989782227300064, 0.010217772699935932]
softmax class probabilities: [0.9854320008161699, 0.014567999183830057]
softmax class probabilities: [0.9897738125064982, 0.010226187493501848]
softmax class probabilities: [0.990963263758294, 0.009036736241706101]
softmax class probabilities: [0.7980206054465075, 0.20197939455349231]
softmax class probabilities: [0.9948646409346412, 0.005135359065358782]
softmax class probabilities: [0.9905132372196757, 0.009486762780324324]
softmax class probabilities: [0.9935937988240495, 0.006406201175950516]
softmax class probabilities: [0.9901652410485859, 0.009834758951413957]
softmax class probabilities: [0.9918652841762027, 0.008134715823797255]
softmax class probabilities: [0.986190763216835, 0.013809236783164992]
softmax class probabilities: [0.9938985919566905, 0.006101408043309379]
softmax class probabilities: [0.9935731054205091, 0.006426894579490805]
softmax class probabilities: [0.975066746016242, 0.024933253983757904]
softmax class probabilities: [0.995884421620824, 0.0041155783791759475]
softmax class probabilities: [0.9936943558914166, 0.006305644108583345]
softmax class probabilities: [0.9754817100216898, 0.02451828997831027]
softmax class probabilities: [0.9693185555934829, 0.030681444406517128]
softmax class probabilities: [0.9754817100216898, 0.02451828997831027]
softmax class probabilities: [0.9889173925250035, 0.011082607474996481]
softmax class probabilities: [0.9896205730496697, 0.010379426950330204]
softmax class probabilities: [0.8810913455134377, 0.11890865448656211]
softmax class probabilities: [0.995884421620824, 0.0041155783791759475]
softmax class probabilities: [0.9754817100216898, 0.02451828997831027]
softmax class probabilities: [0.9628396573333434, 0.03716034266665651]
softmax class probabilities: [0.995884421620824, 0.0041155783791759475]
softmax class probabilities: [0.9823461094692725, 0.017653890530727474]
softmax class probabilities: [0.0191816941354502, 0.9808183058645497]
softmax class probabilities: [0.9905132372196757, 0.009486762780324324]
softmax class probabilities: [0.9905132372196757, 0.009486762780324324]
softmax class probabilities: [0.9941904972519157, 0.005809502748084415]
softmax class probabilities: [0.9746767018224203, 0.025323298177579768]
softmax class probabilities: [0.9793030207251644, 0.02069697927483565]
softmax class probabilities: [0.9615635288976739, 0.03843647110232593]
softmax class probabilities: [0.9504735030364331, 0.049526496963566986]
softmax class probabilities: [0.9859722344410096, 0.014027765558990388]
softmax class probabilities: [0.9948646409346412, 0.005135359065358782]
softmax class probabilities: [0.0028959665049981325, 0.997104033495002]
softmax class probabilities: [0.0533435022522854, 0.9466564977477145]
softmax class probabilities: [0.0019125100016430415, 0.9980874899983568]
softmax class probabilities: [0.06361931021222023, 0.9363806897877797]
softmax class probabilities: [0.002594618768861028, 0.9974053812311389]
softmax class probabilities: [0.008550683967984715, 0.9914493160320152]
softmax class probabilities: [0.031879647284704694, 0.9681203527152953]
softmax class probabilities: [0.09487168251168211, 0.9051283174883178]
softmax class probabilities: [0.010650238588572192, 0.9893497614114279]
softmax class probabilities: [0.0020971908987591514, 0.9979028091012409]
softmax class probabilities: [0.035389950811325566, 0.9646100491886744]
softmax class probabilities: [0.014552203788337586, 0.9854477962116625]
softmax class probabilities: [0.0025936701966210486, 0.997406329803379]
softmax class probabilities: [0.0355523542352899, 0.9644476457647102]
softmax class probabilities: [0.0017843334389143976, 0.9982156665610856]
softmax class probabilities: [0.02037634594225225, 0.9796236540577477]
softmax class probabilities: [2.6437254962180364e-05, 0.9999735627450379]
softmax class probabilities: [0.002685726592595619, 0.9973142734074044]
softmax class probabilities: [0.0052660040561504, 0.9947339959438496]
softmax class probabilities: [0.0008488185477322484, 0.9991511814522677]
softmax class probabilities: [0.4444322848386356, 0.5555677151613642]
softmax class probabilities: [0.006249870228579873, 0.9937501297714202]
softmax class probabilities: [0.000683921644876687, 0.9993160783551233]
softmax class probabilities: [0.007191655906527158, 0.9928083440934727]
softmax class probabilities: [0.0004343540909305498, 0.9995656459090695]
softmax class probabilities: [0.015576991063019126, 0.9844230089369808]
softmax class probabilities: [0.00019609550179520226, 0.9998039044982049]
softmax class probabilities: [0.08801811771073774, 0.9119818822892621]
softmax class probabilities: [0.0028286676482781226, 0.9971713323517218]
softmax class probabilities: [0.002491075732383072, 0.9975089242676168]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9638293110052125, 0.03617068899478748]
softmax class probabilities: [0.9894536913355262, 0.010546308664473779]
softmax class probabilities: [0.9845402881057587, 0.01545971189424133]
softmax class probabilities: [0.9784790963150672, 0.021520903684932886]
softmax class probabilities: [0.9830128649663031, 0.016987135033696837]
softmax class probabilities: [0.9857710952774338, 0.014228904722566162]
softmax class probabilities: [0.8057087227253622, 0.19429127727463796]
softmax class probabilities: [0.9907155995767043, 0.009284400423295747]
softmax class probabilities: [0.9851142036765419, 0.01488579632345812]
softmax class probabilities: [0.9889649072964312, 0.011035092703568901]
softmax class probabilities: [0.9834430578916812, 0.016556942108318852]
softmax class probabilities: [0.986204734730647, 0.013795265269353095]
softmax class probabilities: [0.9796877539187565, 0.020312246081243625]
softmax class probabilities: [0.9894536913355262, 0.010546308664473779]
softmax class probabilities: [0.9884150178648418, 0.01158498213515823]
softmax class probabilities: [0.9672373990432848, 0.032762600956715356]
softmax class probabilities: [0.9921907416923117, 0.007809258307688387]
softmax class probabilities: [0.9888208925561928, 0.011179107443807257]
softmax class probabilities: [0.9694445023896723, 0.03055549761032769]
softmax class probabilities: [0.9622126545650554, 0.037787345434944684]
softmax class probabilities: [0.9694445023896723, 0.03055549761032769]
softmax class probabilities: [0.9821357302165412, 0.017864269783458654]
softmax class probabilities: [0.9840896606131527, 0.015910339386847296]
softmax class probabilities: [0.8835473075844321, 0.1164526924155678]
softmax class probabilities: [0.9921907416923117, 0.007809258307688387]
softmax class probabilities: [0.9694445023896723, 0.03055549761032769]
softmax class probabilities: [0.9566876779899087, 0.043312322010091324]
softmax class probabilities: [0.9921907416923117, 0.007809258307688387]
softmax class probabilities: [0.9719339095124879, 0.02806609048751207]
softmax class probabilities: [0.0497222385915414, 0.9502777614084587]
softmax class probabilities: [0.9851142036765419, 0.01488579632345812]
softmax class probabilities: [0.9851142036765419, 0.01488579632345812]
softmax class probabilities: [0.9899081158069275, 0.010091884193072621]
softmax class probabilities: [0.9676503664453104, 0.03234963355468966]
softmax class probabilities: [0.9730353442048774, 0.026964655795122604]
softmax class probabilities: [0.9557261878261498, 0.044273812173850256]
softmax class probabilities: [0.9399145299892764, 0.06008547001072359]
softmax class probabilities: [0.9799470401700185, 0.02005295982998153]
softmax class probabilities: [0.9907155995767043, 0.009284400423295747]
softmax class probabilities: [0.008270775170211662, 0.9917292248297884]
softmax class probabilities: [0.09753755469642902, 0.902462445303571]
softmax class probabilities: [0.006933826490296466, 0.9930661735097034]
softmax class probabilities: [0.12746293373950143, 0.8725370662604985]
softmax class probabilities: [0.008628798962138898, 0.9913712010378611]
softmax class probabilities: [0.020832072593487214, 0.9791679274065128]
softmax class probabilities: [0.07180093570475525, 0.9281990642952448]
softmax class probabilities: [0.17703469152338858, 0.8229653084766114]
softmax class probabilities: [0.025983017646033765, 0.9740169823539663]
softmax class probabilities: [0.008782607401633492, 0.9912173925983665]
softmax class probabilities: [0.08372390546299141, 0.9162760945370085]
softmax class probabilities: [0.03411222815219284, 0.965887771847807]
softmax class probabilities: [0.00722137324872435, 0.9927786267512757]
softmax class probabilities: [0.0623856525927084, 0.9376143474072917]
softmax class probabilities: [0.007027547969122699, 0.9929724520308773]
softmax class probabilities: [0.05119383990121552, 0.9488061600987845]
softmax class probabilities: [0.00017639464464905692, 0.9998236053553509]
softmax class probabilities: [0.00849057472719644, 0.9915094252728035]
softmax class probabilities: [0.015387896606216079, 0.9846121033937838]
softmax class probabilities: [0.003607578794375514, 0.9963924212056245]
softmax class probabilities: [0.5522265358124944, 0.44777346418750563]
softmax class probabilities: [0.015350950397606661, 0.9846490496023934]
softmax class probabilities: [0.002552940570845803, 0.9974470594291541]
softmax class probabilities: [0.02379298752181764, 0.9762070124781823]
softmax class probabilities: [0.001749934933340707, 0.9982500650666593]
softmax class probabilities: [0.04402665526086591, 0.9559733447391341]
softmax class probabilities: [0.000970088868092727, 0.9990299111319072]
softmax class probabilities: [0.15488730233160747, 0.8451126976683926]
softmax class probabilities: [0.0076363419059511176, 0.9923636580940488]
softmax class probabilities: [0.007737680005288296, 0.9922623199947117]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9891248185289867, 0.010875181471013202]
softmax class probabilities: [0.9997124598375462, 0.00028754016245374916]
softmax class probabilities: [0.998816630107896, 0.0011833698921038835]
softmax class probabilities: [0.9991087437997684, 0.0008912562002316679]
softmax class probabilities: [0.9983335544010414, 0.0016664455989585203]
softmax class probabilities: [0.9993488145048866, 0.0006511854951134344]
softmax class probabilities: [0.4208550348044751, 0.5791449651955244]
softmax class probabilities: [0.9997698590342472, 0.00023014096575284942]
softmax class probabilities: [0.9990553252025272, 0.0009446747974728006]
softmax class probabilities: [0.9995827970644454, 0.0004172029355545821]
softmax class probabilities: [0.9997266026062571, 0.000273397393742826]
softmax class probabilities: [0.9991590507268093, 0.0008409492731907681]
softmax class probabilities: [0.9988109102025692, 0.001189089797430779]
softmax class probabilities: [0.9997124598375462, 0.00028754016245374916]
softmax class probabilities: [0.9998503404752921, 0.0001496595247080178]
softmax class probabilities: [0.9972896463532427, 0.002710353646757233]
softmax class probabilities: [0.9998730583709128, 0.00012694162908723748]
softmax class probabilities: [0.9997680992064943, 0.00023190079350563568]
softmax class probabilities: [0.9939726672929372, 0.006027332707062856]
softmax class probabilities: [0.9872562625267357, 0.012743737473264282]
softmax class probabilities: [0.9939726672929372, 0.006027332707062856]
softmax class probabilities: [0.9991700059385933, 0.0008299940614067429]
softmax class probabilities: [0.9987243775744556, 0.0012756224255444056]
softmax class probabilities: [0.8455231407359818, 0.1544768592640182]
softmax class probabilities: [0.9998730583709128, 0.00012694162908723748]
softmax class probabilities: [0.9939726672929372, 0.006027332707062856]
softmax class probabilities: [0.989042551001487, 0.010957448998513097]
softmax class probabilities: [0.9998730583709128, 0.00012694162908723748]
softmax class probabilities: [0.998523784511793, 0.0014762154882070598]
softmax class probabilities: [2.9886785039569522e-05, 0.9999701132149603]
softmax class probabilities: [0.9990553252025272, 0.0009446747974728006]
softmax class probabilities: [0.9990553252025272, 0.0009446747974728006]
softmax class probabilities: [0.9995816311968988, 0.0004183688031011384]
softmax class probabilities: [0.9951335569536058, 0.004866443046394253]
softmax class probabilities: [0.9951703170758529, 0.00482968292414694]
softmax class probabilities: [0.9872990782892884, 0.012700921710711455]
softmax class probabilities: [0.9821978423018013, 0.01780215769819864]
softmax class probabilities: [0.9978623940294243, 0.0021376059705757204]
softmax class probabilities: [0.9997698590342472, 0.00023014096575284942]
softmax class probabilities: [0.004999924764536395, 0.9950000752354635]
softmax class probabilities: [0.000930764722273305, 0.9990692352777267]
softmax class probabilities: [5.937600891369906e-06, 0.9999940623991086]
softmax class probabilities: [6.472707145228394e-05, 0.9999352729285477]
softmax class probabilities: [6.18775324668577e-07, 0.9999993812246754]
softmax class probabilities: [5.203882732486749e-06, 0.9999947961172675]
softmax class probabilities: [2.4648906939327704e-06, 0.9999975351093061]
softmax class probabilities: [0.0017617110251199203, 0.99823828897488]
softmax class probabilities: [0.001478425966931501, 0.9985215740330685]
softmax class probabilities: [5.451907877495915e-07, 0.9999994548092123]
softmax class probabilities: [0.00047116404558615593, 0.9995288359544138]
softmax class probabilities: [0.0006624733898490665, 0.9993375266101511]
softmax class probabilities: [0.0002880617304709911, 0.9997119382695289]
softmax class probabilities: [0.0016115802539384708, 0.9983884197460615]
softmax class probabilities: [1.1700964540776948e-06, 0.9999988299035458]
softmax class probabilities: [0.0001451177372637317, 0.9998548822627362]
softmax class probabilities: [3.5281878056141403e-09, 0.9999999964718123]
softmax class probabilities: [0.0005768984930553279, 0.9994231015069448]
softmax class probabilities: [0.0016693576597464287, 0.9983306423402536]
softmax class probabilities: [9.448108288761124e-07, 0.9999990551891711]
softmax class probabilities: [0.10577489450736868, 0.8942251054926313]
softmax class probabilities: [1.572625407395464e-05, 0.999984273745926]
softmax class probabilities: [3.616033286667793e-05, 0.9999638396671333]
softmax class probabilities: [1.5629289372297933e-07, 0.9999998437071063]
softmax class probabilities: [1.4680793411607292e-07, 0.999999853192066]
softmax class probabilities: [5.347187889976158e-06, 0.9999946528121101]
softmax class probabilities: [6.895712287817208e-10, 0.9999999993104287]
softmax class probabilities: [0.01592794867999515, 0.9840720513200047]
softmax class probabilities: [1.0250025624565541e-05, 0.9999897499743754]
softmax class probabilities: [2.951481610036523e-06, 0.99999704851839]
preds: [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9830985033711661, 0.01690149662883393]
softmax class probabilities: [0.999194854003387, 0.0008051459966130007]
softmax class probabilities: [0.9974634109655744, 0.0025365890344255793]
softmax class probabilities: [0.9974730192191902, 0.002526980780809824]
softmax class probabilities: [0.9973871044412279, 0.002612895558772128]
softmax class probabilities: [0.9983671280468218, 0.0016328719531782793]
softmax class probabilities: [0.607851001238883, 0.3921489987611173]
softmax class probabilities: [0.9993662653460632, 0.0006337346539367553]
softmax class probabilities: [0.9979482524264152, 0.0020517475735847713]
softmax class probabilities: [0.9989880971642401, 0.001011902835759853]
softmax class probabilities: [0.9990068176918738, 0.000993182308126206]
softmax class probabilities: [0.9983612564548489, 0.001638743545151177]
softmax class probabilities: [0.9970764187031822, 0.002923581296817715]
softmax class probabilities: [0.999194854003387, 0.0008051459966130007]
softmax class probabilities: [0.99944576380962, 0.0005542361903798959]
softmax class probabilities: [0.9933646781247061, 0.006635321875294007]
softmax class probabilities: [0.9996031607112157, 0.00039683928878426913]
softmax class probabilities: [0.9992887816925874, 0.0007112183074126059]
softmax class probabilities: [0.9893516314573642, 0.010648368542635867]
softmax class probabilities: [0.984658098564863, 0.01534190143513696]
softmax class probabilities: [0.9893516314573642, 0.010648368542635867]
softmax class probabilities: [0.998000734005934, 0.0019992659940660236]
softmax class probabilities: [0.9974387555827303, 0.0025612444172697793]
softmax class probabilities: [0.8552282591861207, 0.14477174081387917]
softmax class probabilities: [0.9996031607112157, 0.00039683928878426913]
softmax class probabilities: [0.9893516314573642, 0.010648368542635867]
softmax class probabilities: [0.981069715428194, 0.01893028457180607]
softmax class probabilities: [0.9996031607112157, 0.00039683928878426913]
softmax class probabilities: [0.997006187527626, 0.002993812472373913]
softmax class probabilities: [0.000344960214636875, 0.9996550397853631]
softmax class probabilities: [0.9979482524264152, 0.0020517475735847713]
softmax class probabilities: [0.9979482524264152, 0.0020517475735847713]
softmax class probabilities: [0.9990149777274653, 0.0009850222725347909]
softmax class probabilities: [0.9905830393980081, 0.00941696060199183]
softmax class probabilities: [0.9916009981635274, 0.00839900183647255]
softmax class probabilities: [0.9790514907051909, 0.020948509294809077]
softmax class probabilities: [0.9734962840919005, 0.02650371590809937]
softmax class probabilities: [0.9958442945937674, 0.004155705406232591]
softmax class probabilities: [0.9993662653460632, 0.0006337346539367553]
softmax class probabilities: [0.002172642668400246, 0.9978273573315999]
softmax class probabilities: [0.005834543746994994, 0.9941654562530049]
softmax class probabilities: [4.619985396664526e-05, 0.9999538001460334]
softmax class probabilities: [0.0025330879884113565, 0.9974669120115885]
softmax class probabilities: [1.9831438638276668e-05, 0.9999801685613617]
softmax class probabilities: [0.00016019396022487402, 0.9998398060397751]
softmax class probabilities: [0.00018599591694457796, 0.9998140040830554]
softmax class probabilities: [0.0068970532017058935, 0.9931029467982943]
softmax class probabilities: [0.0022969702984581572, 0.9977030297015419]
softmax class probabilities: [1.0125309547291485e-05, 0.9999898746904528]
softmax class probabilities: [0.002026155705741289, 0.9979738442942587]
softmax class probabilities: [0.0018756820437130944, 0.9981243179562869]
softmax class probabilities: [0.0006144977836789019, 0.999385502216321]
softmax class probabilities: [0.005353095513511012, 0.994646904486489]
softmax class probabilities: [1.6182133776668e-05, 0.9999838178662233]
softmax class probabilities: [0.0010700205118235357, 0.9989299794881764]
softmax class probabilities: [6.373678815377889e-08, 0.9999999362632118]
softmax class probabilities: [0.000519159185983835, 0.9994808408140162]
softmax class probabilities: [0.0013279690650426289, 0.9986720309349573]
softmax class probabilities: [8.025658801559093e-06, 0.9999919743411984]
softmax class probabilities: [0.18909057707589055, 0.8109094229241096]
softmax class probabilities: [0.00022776133457263727, 0.9997722386654274]
softmax class probabilities: [8.757540869833027e-05, 0.9999124245913016]
softmax class probabilities: [1.1969498430686256e-05, 0.9999880305015693]
softmax class probabilities: [2.3862691335635603e-06, 0.9999976137308664]
softmax class probabilities: [0.0002449025383033688, 0.9997550974616967]
softmax class probabilities: [3.158663570470914e-07, 0.999999684133643]
softmax class probabilities: [0.023970417098147585, 0.9760295829018524]
softmax class probabilities: [0.00011322974739635936, 0.9998867702526035]
softmax class probabilities: [3.276223588605556e-05, 0.9999672377641139]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.979535616354226, 0.020464383645774062]
softmax class probabilities: [0.9985466692990065, 0.001453330700993467]
softmax class probabilities: [0.9962215091957604, 0.003778490804239662]
softmax class probabilities: [0.9954498034443306, 0.004550196555669362]
softmax class probabilities: [0.9965699863730829, 0.003430013626917067]
softmax class probabilities: [0.9972660027787718, 0.002733997221228341]
softmax class probabilities: [0.710981314975894, 0.28901868502410566]
softmax class probabilities: [0.9988688549611373, 0.0011311450388626812]
softmax class probabilities: [0.9968836231053343, 0.003116376894665816]
softmax class probabilities: [0.9983431073785203, 0.001656892621479791]
softmax class probabilities: [0.9979383600800412, 0.0020616399199589065]
softmax class probabilities: [0.997587380943459, 0.0024126190565409676]
softmax class probabilities: [0.9952470159279818, 0.0047529840720182005]
softmax class probabilities: [0.9985466692990065, 0.001453330700993467]
softmax class probabilities: [0.9988154703435025, 0.0011845296564975897]
softmax class probabilities: [0.9894208395109465, 0.010579160489053557]
softmax class probabilities: [0.9992279069183383, 0.0007720930816617598]
softmax class probabilities: [0.9986557831113347, 0.001344216888665139]
softmax class probabilities: [0.9859451416948627, 0.014054858305137356]
softmax class probabilities: [0.9808080593242811, 0.019191940675718916]
softmax class probabilities: [0.9859451416948627, 0.014054858305137356]
softmax class probabilities: [0.9967812590246478, 0.0032187409753522585]
softmax class probabilities: [0.9962387284064548, 0.0037612715935451523]
softmax class probabilities: [0.8688344681165058, 0.13116553188349409]
softmax class probabilities: [0.9992279069183383, 0.0007720930816617598]
softmax class probabilities: [0.9859451416948627, 0.014054858305137356]
softmax class probabilities: [0.9757691187266976, 0.024230881273302352]
softmax class probabilities: [0.9992279069183383, 0.0007720930816617598]
softmax class probabilities: [0.9952398515768978, 0.004760148423102333]
softmax class probabilities: [0.0013013009602439942, 0.998698699039756]
softmax class probabilities: [0.9968836231053343, 0.003116376894665816]
softmax class probabilities: [0.9968836231053343, 0.003116376894665816]
softmax class probabilities: [0.9984357529380381, 0.0015642470619618056]
softmax class probabilities: [0.9869880300493729, 0.013011969950627261]
softmax class probabilities: [0.9890302423138744, 0.010969757686125722]
softmax class probabilities: [0.9737318385784067, 0.02626816142159341]
softmax class probabilities: [0.9692313379021996, 0.030768662097800385]
softmax class probabilities: [0.9941460812065845, 0.005853918793415522]
softmax class probabilities: [0.9988688549611373, 0.0011311450388626812]
softmax class probabilities: [0.0012770557970101185, 0.9987229442029899]
softmax class probabilities: [0.012254660646539893, 0.9877453393534601]
softmax class probabilities: [0.00012026136758617667, 0.9998797386324139]
softmax class probabilities: [0.007150295796389118, 0.992849704203611]
softmax class probabilities: [0.00010377502194483952, 0.9998962249780553]
softmax class probabilities: [0.0006832637964058442, 0.9993167362035942]
softmax class probabilities: [0.0013736853218639042, 0.998626314678136]
softmax class probabilities: [0.015515472459296254, 0.9844845275407037]
softmax class probabilities: [0.002740624257734568, 0.9972593757422653]
softmax class probabilities: [4.781719054474955e-05, 0.9999521828094552]
softmax class probabilities: [0.0044329358655456905, 0.9955670641344543]
softmax class probabilities: [0.0029239986070744234, 0.9970760013929256]
softmax class probabilities: [0.0006692780665544645, 0.9993307219334454]
softmax class probabilities: [0.010654358121515587, 0.9893456418784843]
softmax class probabilities: [6.078669782503175e-05, 0.999939213302175]
softmax class probabilities: [0.002302168739226667, 0.9976978312607734]
softmax class probabilities: [3.5658504508359084e-07, 0.9999996434149548]
softmax class probabilities: [0.000517641988832949, 0.999482358011167]
softmax class probabilities: [0.00121358624421752, 0.9987864137557825]
softmax class probabilities: [3.0199008263133243e-05, 0.9999698009917369]
softmax class probabilities: [0.23313351031617885, 0.7668664896838214]
softmax class probabilities: [0.0007145017353362153, 0.9992854982646638]
softmax class probabilities: [0.00010182162759294067, 0.9998981783724071]
softmax class probabilities: [0.00011656656054429313, 0.9998834334394556]
softmax class probabilities: [1.2891509301421751e-05, 0.9999871084906985]
softmax class probabilities: [0.0008423876015813066, 0.9991576123984186]
softmax class probabilities: [2.5729577396185614e-06, 0.9999974270422604]
softmax class probabilities: [0.030680937596316585, 0.9693190624036834]
softmax class probabilities: [0.00030432069264736786, 0.9996956793073526]
softmax class probabilities: [0.00013661035619366404, 0.9998633896438064]
preds: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
softmax class probabilities: [0.9926527896791101, 0.007347210320889914]
softmax class probabilities: [0.9998774359330761, 0.00012256406692388942]
softmax class probabilities: [0.9994042529095204, 0.0005957470904795284]
softmax class probabilities: [0.9995771646434508, 0.00042283535654925815]
softmax class probabilities: [0.9990801202346317, 0.0009198797653683863]
softmax class probabilities: [0.9996901292324589, 0.0003098707675410856]
softmax class probabilities: [0.3663084689046023, 0.6336915310953978]
softmax class probabilities: [0.9999063337683177, 9.366623168219129e-05]
softmax class probabilities: [0.9995424590954947, 0.0004575409045052251]
softmax class probabilities: [0.9998190113830006, 0.00018098861699930173]
softmax class probabilities: [0.9999015680920496, 9.843190795040924e-05]
softmax class probabilities: [0.9995767110268027, 0.00042328897319741113]
softmax class probabilities: [0.9994322041598321, 0.0005677958401680052]
softmax class probabilities: [0.9998774359330761, 0.00012256406692388942]
softmax class probabilities: [0.9999462929046039, 5.370709539598534e-05]
softmax class probabilities: [0.9986392954161072, 0.0013607045838928556]
softmax class probabilities: [0.9999515273754632, 4.847262453671761e-05]
softmax class probabilities: [0.9999111612035511, 8.883879644889458e-05]
softmax class probabilities: [0.9961844362416946, 0.0038155637583053123]
softmax class probabilities: [0.9872470857511264, 0.012752914248873681]
softmax class probabilities: [0.9961844362416946, 0.0038155637583053123]
softmax class probabilities: [0.9996413181185824, 0.0003586818814175765]
softmax class probabilities: [0.9993174742940859, 0.0006825257059142199]
