options: {'missing_attributes': 'drop', 'left_index': True, 'one_hot_encode': {2: 'clump_thickness', 3: 'cell_size_uniformity', 4: 'cell_size_shape', 5: 'marginal_adhesion', 6: 'single_epithesial_cell_size', 7: 'bare_nuclei', 8: 'bland_chromatin', 9: 'normal_nucleoti', 10: 'mitoses'}, 'result_col': 11}
2: clump_thickness
unique clump_thickness values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['clump_thickness=1', 'clump_thickness=2', 'clump_thickness=3', 'clump_thickness=4', 'clump_thickness=5', 'clump_thickness=6', 'clump_thickness=7', 'clump_thickness=8', 'clump_thickness=9', 'clump_thickness=10']
3: cell_size_uniformity
unique cell_size_uniformity values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['cell_size_uniformity=1', 'cell_size_uniformity=2', 'cell_size_uniformity=3', 'cell_size_uniformity=4', 'cell_size_uniformity=5', 'cell_size_uniformity=6', 'cell_size_uniformity=7', 'cell_size_uniformity=8', 'cell_size_uniformity=9', 'cell_size_uniformity=10']
4: cell_size_shape
unique cell_size_shape values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['cell_size_shape=1', 'cell_size_shape=2', 'cell_size_shape=3', 'cell_size_shape=4', 'cell_size_shape=5', 'cell_size_shape=6', 'cell_size_shape=7', 'cell_size_shape=8', 'cell_size_shape=9', 'cell_size_shape=10']
5: marginal_adhesion
unique marginal_adhesion values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['marginal_adhesion=1', 'marginal_adhesion=2', 'marginal_adhesion=3', 'marginal_adhesion=4', 'marginal_adhesion=5', 'marginal_adhesion=6', 'marginal_adhesion=7', 'marginal_adhesion=8', 'marginal_adhesion=9', 'marginal_adhesion=10']
6: single_epithesial_cell_size
unique single_epithesial_cell_size values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['single_epithesial_cell_size=1', 'single_epithesial_cell_size=2', 'single_epithesial_cell_size=3', 'single_epithesial_cell_size=4', 'single_epithesial_cell_size=5', 'single_epithesial_cell_size=6', 'single_epithesial_cell_size=7', 'single_epithesial_cell_size=8', 'single_epithesial_cell_size=9', 'single_epithesial_cell_size=10']
7: bare_nuclei
unique bare_nuclei values: [  1.   2.   3.   4.   5.   6.   7.   8.   9.  10.]
column names for [  1.   2.   3.   4.   5.   6.   7.   8.   9.  10.]: ['bare_nuclei=1.0', 'bare_nuclei=2.0', 'bare_nuclei=3.0', 'bare_nuclei=4.0', 'bare_nuclei=5.0', 'bare_nuclei=6.0', 'bare_nuclei=7.0', 'bare_nuclei=8.0', 'bare_nuclei=9.0', 'bare_nuclei=10.0']
8: bland_chromatin
unique bland_chromatin values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['bland_chromatin=1', 'bland_chromatin=2', 'bland_chromatin=3', 'bland_chromatin=4', 'bland_chromatin=5', 'bland_chromatin=6', 'bland_chromatin=7', 'bland_chromatin=8', 'bland_chromatin=9', 'bland_chromatin=10']
9: normal_nucleoti
unique normal_nucleoti values: [ 1  2  3  4  5  6  7  8  9 10]
column names for [ 1  2  3  4  5  6  7  8  9 10]: ['normal_nucleoti=1', 'normal_nucleoti=2', 'normal_nucleoti=3', 'normal_nucleoti=4', 'normal_nucleoti=5', 'normal_nucleoti=6', 'normal_nucleoti=7', 'normal_nucleoti=8', 'normal_nucleoti=9', 'normal_nucleoti=10']
10: mitoses
unique mitoses values: [ 1  2  3  4  5  6  7  8 10]
column names for [ 1  2  3  4  5  6  7  8 10]: ['mitoses=1', 'mitoses=2', 'mitoses=3', 'mitoses=4', 'mitoses=5', 'mitoses=6', 'mitoses=7', 'mitoses=8', 'mitoses=10']
     clump_thickness=1  clump_thickness=2  clump_thickness=3  clump_thickness=4  clump_thickness=5  clump_thickness=6  clump_thickness=7  clump_thickness=8  clump_thickness=9  clump_thickness=10  cell_size_uniformity=1  cell_size_uniformity=2  cell_size_uniformity=3  cell_size_uniformity=4  cell_size_uniformity=5  cell_size_uniformity=6  cell_size_uniformity=7  cell_size_uniformity=8  cell_size_uniformity=9  cell_size_uniformity=10  cell_size_shape=1  cell_size_shape=2  cell_size_shape=3  cell_size_shape=4  cell_size_shape=5  cell_size_shape=6  cell_size_shape=7  cell_size_shape=8  cell_size_shape=9  cell_size_shape=10  marginal_adhesion=1  marginal_adhesion=2  marginal_adhesion=3  marginal_adhesion=4  marginal_adhesion=5  marginal_adhesion=6  marginal_adhesion=7  marginal_adhesion=8  marginal_adhesion=9  marginal_adhesion=10  single_epithesial_cell_size=1  single_epithesial_cell_size=2  single_epithesial_cell_size=3  single_epithesial_cell_size=4  single_epithesial_cell_size=5  single_epithesial_cell_size=6  single_epithesial_cell_size=7  single_epithesial_cell_size=8  single_epithesial_cell_size=9  single_epithesial_cell_size=10  bare_nuclei=1.0  bare_nuclei=2.0  bare_nuclei=3.0  bare_nuclei=4.0  bare_nuclei=5.0  bare_nuclei=6.0  bare_nuclei=7.0  bare_nuclei=8.0  bare_nuclei=9.0  bare_nuclei=10.0  bland_chromatin=1  bland_chromatin=2  bland_chromatin=3  bland_chromatin=4  bland_chromatin=5  bland_chromatin=6  bland_chromatin=7  bland_chromatin=8  bland_chromatin=9  bland_chromatin=10  normal_nucleoti=1  normal_nucleoti=2  normal_nucleoti=3  normal_nucleoti=4  normal_nucleoti=5  normal_nucleoti=6  normal_nucleoti=7  normal_nucleoti=8  normal_nucleoti=9  normal_nucleoti=10  mitoses=1  mitoses=2  mitoses=3  mitoses=4  mitoses=5  mitoses=6  mitoses=7  mitoses=8  mitoses=10  result
row: Pandas(Index=478, _1=0, _2=0, _3=0, _4=0, _5=1, _6=0, _7=0, _8=0, _9=0, _10=0, _11=0, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=1, _21=0, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=1, _31=0, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=1, _41=0, _42=0, _43=0, _44=0, _45=0, _46=1, _47=0, _48=0, _49=0, _50=0, _51=0, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=1, _61=0, _62=0, _63=0, _64=0, _65=0, _66=1, _67=0, _68=0, _69=0, _70=0, _71=0, _72=0, _73=0, _74=0, _75=1, _76=0, _77=0, _78=0, _79=0, _80=0, _81=0, _82=1, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=4)
result prediction raw: {2: 0.00047304201038875937, 4: 4.968401944215082e-14}
result prediction normalized: {2: 99.99999998949691, 4: 1.050308817098522e-08}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=479, _1=0, _2=0, _3=0, _4=0, _5=1, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=0, _22=1, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=0, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=1, _41=0, _42=0, _43=0, _44=1, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=0, _52=0, _53=0, _54=0, _55=1, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 6.337987067082388e-18, 4: 8.125837572494816e-13}
result prediction normalized: {2: 0.0007799734582338677, 4: 99.99922002654176}
the predicted class is: 4
the actual class is: 2

row: Pandas(Index=480, _1=0, _2=0, _3=1, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=1, _42=0, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 7.050110785911466e-06, 4: 8.027404736996444e-15}
result prediction normalized: {2: 99.99999988613789, 4: 1.1386210758414991e-07}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=481, _1=1, _2=0, _3=0, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=1, _42=0, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 5.207409459701609e-18, 4: 8.580775789804822e-13}
result prediction normalized: {2: 0.0006068656244241666, 4: 99.99939313437558}
the predicted class is: 4
the actual class is: 2

row: Pandas(Index=482, _1=0, _2=0, _3=0, _4=1, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=0, _12=1, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 7.007638610760647e-06, 4: 4.78865123390879e-15}
result prediction normalized: {2: 99.99999993166526, 4: 6.833473437518907e-08}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=483, _1=0, _2=0, _3=0, _4=1, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 3.792371656657224e-24, 4: 3.6961996215745475e-12}
result prediction normalized: {2: 1.0260191669620422e-10, 4: 99.9999999998974}
the predicted class is: 4
the actual class is: 4

row: Pandas(Index=484, _1=0, _2=0, _3=0, _4=1, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 2.593338101050703e-06, 4: 7.754027621951211e-14}
result prediction normalized: {2: 99.99999701002064, 4: 2.9899793578653726e-06}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=485, _1=0, _2=0, _3=0, _4=0, _5=0, _6=1, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=0, _63=1, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 1.342717001848417e-05, 4: 1.2104149551073172e-14}
result prediction normalized: {2: 99.99999990985332, 4: 9.014669154780057e-08}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=486, _1=0, _2=0, _3=0, _4=1, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 2.626923934119955e-08, 4: 4.050064200978959e-18}
result prediction normalized: {2: 99.99999998458247, 4: 1.5417516083164968e-08}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=487, _1=0, _2=0, _3=0, _4=1, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=0, _32=1, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 6.740604688656002e-06, 4: 1.9041826297989884e-15}
result prediction normalized: {2: 99.99999997175057, 4: 2.824943335522528e-08}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=488, _1=0, _2=0, _3=0, _4=1, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=0, _63=1, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 4.242192682763237e-05, 4: 1.6863167201211725e-16}
result prediction normalized: {2: 99.99999999960248, 4: 3.975106380637225e-10}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=489, _1=1, _2=0, _3=0, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 0.00023901628047544253, 4: 5.533725778557756e-16}
result prediction normalized: {2: 99.99999999976848, 4: 2.315208724500882e-10}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=490, _1=0, _2=0, _3=1, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=0, _12=0, _13=1, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 8.559226619909478e-16, 4: 7.477935716809064e-13}
result prediction normalized: {2: 0.11432889068364442, 4: 99.88567110931635}
the predicted class is: 4
the actual class is: 4

row: Pandas(Index=491, _1=0, _2=0, _3=0, _4=0, _5=0, _6=0, _7=0, _8=1, _9=0, _10=0, _11=0, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=1, _21=0, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=1, _31=0, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=1, _41=0, _42=0, _43=0, _44=0, _45=0, _46=0, _47=1, _48=0, _49=0, _50=0, _51=0, _52=0, _53=0, _54=0, _55=1, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=0, _63=0, _64=1, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=0, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=1, _79=0, _80=0, _81=0, _82=0, _83=0, _84=0, _85=0, _86=0, _87=1, _88=0, _89=0, result=4)
result prediction raw: {2: 1.1652477347033477e-05, 4: 3.950659922919716e-15}
result prediction normalized: {2: 99.99999996609597, 4: 3.390403434327254e-08}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=492, _1=1, _2=0, _3=0, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=0, _52=0, _53=0, _54=1, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 4.250976683538382e-28, 4: 1.0795843374705878e-14}
result prediction normalized: {2: 3.937604998510854e-12, 4: 99.99999999999606}
the predicted class is: 4
the actual class is: 4

row: Pandas(Index=493, _1=0, _2=0, _3=0, _4=0, _5=1, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 1.3969950804497198e-19, 4: 1.7294593279670563e-12}
result prediction normalized: {2: 8.077639901758352e-06, 4: 99.9999919223601}
the predicted class is: 4
the actual class is: 4

row: Pandas(Index=494, _1=0, _2=1, _3=0, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 0.0002723278366796018, 4: 9.320472872173994e-16}
result prediction normalized: {2: 99.99999999965775, 4: 3.42251933764222e-10}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=495, _1=1, _2=0, _3=0, _4=0, _5=0, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 0.0003573180626323568, 4: 6.654109746716626e-15}
result prediction normalized: {2: 99.99999999813775, 4: 1.8622371613603812e-09}
the predicted class is: 2
the actual class is: 2

row: Pandas(Index=496, _1=0, _2=0, _3=0, _4=0, _5=1, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=0, _62=1, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
result prediction raw: {2: 9.736824431110125e-24, 4: 4.823073983508108e-12}
result prediction normalized: {2: 2.018800554249076e-10, 4: 99.99999999979812}
the predicted class is: 4
the actual class is: 4

row: Pandas(Index=497, _1=0, _2=0, _3=0, _4=0, _5=1, _6=0, _7=0, _8=0, _9=0, _10=0, _11=1, _12=0, _13=0, _14=0, _15=0, _16=0, _17=0, _18=0, _19=0, _20=0, _21=1, _22=0, _23=0, _24=0, _25=0, _26=0, _27=0, _28=0, _29=0, _30=0, _31=1, _32=0, _33=0, _34=0, _35=0, _36=0, _37=0, _38=0, _39=0, _40=0, _41=0, _42=1, _43=0, _44=0, _45=0, _46=0, _47=0, _48=0, _49=0, _50=0, _51=1, _52=0, _53=0, _54=0, _55=0, _56=0, _57=0, _58=0, _59=0, _60=0, _61=1, _62=0, _63=0, _64=0, _65=0, _66=0, _67=0, _68=0, _69=0, _70=0, _71=1, _72=0, _73=0, _74=0, _75=0, _76=0, _77=0, _78=0, _79=0, _80=0, _81=1, _82=0, _83=0, _84=0, _85=0, _86=0, _87=0, _88=0, _89=0, result=2)
