There are 500 points in the set: 
[680427, 317350]
left half of points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019], [5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105], [6170318, 684705], [6227970, 9317476], [6274853, 7487305], [6319975, 5947477], [6332925, 3672456], [6341738, 3417257], [6378436, 6689660], [6381600, 6933639], [6394770, 149259], [6443423, 1839470], [6484349, 6557720], [6497563, 1037313], [6517416, 816100], [6525841, 7223421], [6548429, 2446741], [6567968, 3486045], [6581534, 9240902], [6582385, 5119883], [6603342, 4968687], [6609808, 6315580], [6614077, 8502063], [6619894, 4630355], [6628369, 7506393], [6637809, 4216303], [6670715, 1101856], [6675546, 2274164], [6699012, 8885258], [6702583, 5641286], [6704002, 7896380], [6731361, 900087], [6742301, 8693721], [6755154, 6708255], [6789727, 464382], [6806912, 732058], [6851993, 2356116], [6883118, 5389496], [6894359, 1909273], [6969486, 3024823], [6972015, 1488614], [6980248, 8489426], [6997071, 5787635], [6997520, 2867464], [7101292, 395180], [7115282, 4100742], [7148868, 9131015], [7161166, 5261622], [7182767, 4112179], [7186437, 8023204], [7203245, 3268994], [7265117, 5392336], [7268920, 3201776], [7271611, 6804269], [7282387, 2813736], [7298254, 7882032], [7313137, 2222455], [7316708, 5421555], [7320556, 169337], [7328826, 2754300], [7342712, 1741503], [7357471, 2161728], [7382175, 1852217], [7431603, 6764706], [7440236, 8529697]]
right half of points: [[7478060, 2510999], [7529387, 4641237], [7535576, 4224854], [7537074, 8085432], [7541811, 9656910], [7562761, 9572760], [7581743, 3064097], [7590906, 8433083], [7650860, 8717536], [7652903, 266870], [7678173, 7194801], [7694053, 5784410], [7695547, 572543], [7700522, 6145510], [7746136, 2228807], [7754228, 6513441], [7780565, 2644889], [7791869, 5394496], [7800722, 6555324], [7849207, 7351065], [7870905, 6413406], [7897419, 3323405], [7931550, 1672475], [7935883, 9274887], [7948217, 3209917], [7969755, 1381933], [7970540, 1141600], [8021421, 6011605], [8031305, 7849429], [8032803, 2363298], [8047545, 5428067], [8067004, 1488423], [8095270, 9082567], [8138712, 8370431], [8142136, 7977212], [8179780, 738157], [8182493, 7730660], [8184891, 7184357], [8215600, 6958162], [8244182, 4017990], [8288615, 9364606], [8288876, 6393950], [8438426, 6045655], [8461553, 3009047], [8486711, 3284794], [8507428, 7976907], [8524076, 8634373], [8538169, 118887], [8566994, 9933263], [8606556, 9977112], [8656358, 3788563], [8685617, 1788403], [8701269, 1863669], [8721879, 1019450], [8735590, 4436662], [8738055, 3598898], [8760161, 7739217], [8761579, 9765051], [8762418, 3669980], [8797649, 4559695], [8799535, 1897071], [8943863, 5654056], [8944863, 1635915], [8960759, 7000971], [8968772, 9702392], [9016395, 5851913], [9064133, 1134497], [9066709, 8078068], [9082496, 4927306], [9106099, 1762986], [9107745, 5475835], [9111594, 4165579], [9116363, 8435889], [9177774, 2986910], [9181756, 1305014], [9209236, 1539695], [9229171, 1826199], [9229767, 2280604], [9244617, 8493432], [9262931, 792758], [9270183, 6624752], [9325924, 5340260], [9356304, 520318], [9359124, 9875735], [9363244, 3606609], [9371972, 4880589], [9376750, 3087256], [9378705, 995389], [9399677, 2691262], [9432402, 2773034], [9442953, 9248570], [9447608, 1351908], [9456880, 4555125], [9456977, 7184867], [9465820, 8607412], [9466801, 8351455], [9508685, 8984642], [9560065, 793397], [9565933, 4792677], [9610755, 6533310], [9651647, 7639235], [9655201, 1523634], [9690984, 7537239], [9721035, 2091070], [9731906, 6688486], [9736828, 3316556], [9738883, 3677500], [9739708, 4236010], [9747652, 3989571], [9753117, 9038236], [9754688, 2522910], [9796496, 8023899], [9798735, 3562933], [9800589, 8177009], [9817551, 3095166], [9831449, 5467211], [9839624, 3108088], [9869340, 6715887], [9898360, 4209481], [9903747, 8178232], [9917094, 2202104], [9957962, 9003734], [9978371, 2960269], [9988790, 9538846], [9991833, 7991189]]
The input points are: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019], [5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105], [6170318, 684705], [6227970, 9317476], [6274853, 7487305], [6319975, 5947477], [6332925, 3672456], [6341738, 3417257], [6378436, 6689660], [6381600, 6933639], [6394770, 149259], [6443423, 1839470], [6484349, 6557720], [6497563, 1037313], [6517416, 816100], [6525841, 7223421], [6548429, 2446741], [6567968, 3486045], [6581534, 9240902], [6582385, 5119883], [6603342, 4968687], [6609808, 6315580], [6614077, 8502063], [6619894, 4630355], [6628369, 7506393], [6637809, 4216303], [6670715, 1101856], [6675546, 2274164], [6699012, 8885258], [6702583, 5641286], [6704002, 7896380], [6731361, 900087], [6742301, 8693721], [6755154, 6708255], [6789727, 464382], [6806912, 732058], [6851993, 2356116], [6883118, 5389496], [6894359, 1909273], [6969486, 3024823], [6972015, 1488614], [6980248, 8489426], [6997071, 5787635], [6997520, 2867464], [7101292, 395180], [7115282, 4100742], [7148868, 9131015], [7161166, 5261622], [7182767, 4112179], [7186437, 8023204], [7203245, 3268994], [7265117, 5392336], [7268920, 3201776], [7271611, 6804269], [7282387, 2813736], [7298254, 7882032], [7313137, 2222455], [7316708, 5421555], [7320556, 169337], [7328826, 2754300], [7342712, 1741503], [7357471, 2161728], [7382175, 1852217], [7431603, 6764706], [7440236, 8529697]]
left half of points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019], [5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105]]
right half of points: [[6170318, 684705], [6227970, 9317476], [6274853, 7487305], [6319975, 5947477], [6332925, 3672456], [6341738, 3417257], [6378436, 6689660], [6381600, 6933639], [6394770, 149259], [6443423, 1839470], [6484349, 6557720], [6497563, 1037313], [6517416, 816100], [6525841, 7223421], [6548429, 2446741], [6567968, 3486045], [6581534, 9240902], [6582385, 5119883], [6603342, 4968687], [6609808, 6315580], [6614077, 8502063], [6619894, 4630355], [6628369, 7506393], [6637809, 4216303], [6670715, 1101856], [6675546, 2274164], [6699012, 8885258], [6702583, 5641286], [6704002, 7896380], [6731361, 900087], [6742301, 8693721], [6755154, 6708255], [6789727, 464382], [6806912, 732058], [6851993, 2356116], [6883118, 5389496], [6894359, 1909273], [6969486, 3024823], [6972015, 1488614], [6980248, 8489426], [6997071, 5787635], [6997520, 2867464], [7101292, 395180], [7115282, 4100742], [7148868, 9131015], [7161166, 5261622], [7182767, 4112179], [7186437, 8023204], [7203245, 3268994], [7265117, 5392336], [7268920, 3201776], [7271611, 6804269], [7282387, 2813736], [7298254, 7882032], [7313137, 2222455], [7316708, 5421555], [7320556, 169337], [7328826, 2754300], [7342712, 1741503], [7357471, 2161728], [7382175, 1852217], [7431603, 6764706], [7440236, 8529697]]
The input points are: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019], [5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105]]
left half of points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
right half of points: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105]]
The input points are: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335], [5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
left half of points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335]]
right half of points: [[5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
The input points are: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542], [4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335]]
left half of points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542]]
right half of points: [[4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335]]
The input points are: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073], [4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542]]
left half of points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073]]
right half of points: [[4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542]]
The input points are: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073]]
Using brute force for following 2-3 points: [[4811353, 3954737], [4817015, 878519], [4817455, 2648073]]
The minimum distance is 1306678.247810072 between [4811353, 3954737] and [4817455, 2648073]
The input points are: [[4822918, 2463046], [4833782, 6235961], [4859106, 3934420], [4867226, 4857542]]
left half of points: [[4822918, 2463046], [4833782, 6235961]]
right half of points: [[4859106, 3934420], [4867226, 4857542]]
The input points are: [[4822918, 2463046], [4833782, 6235961]]
Using brute force for following 2-3 points: [[4822918, 2463046], [4833782, 6235961]]
The minimum distance is 3772930.641255018 between [4822918, 2463046] and [4833782, 6235961]
The input points are: [[4859106, 3934420], [4867226, 4857542]]
Using brute force for following 2-3 points: [[4859106, 3934420], [4867226, 4857542]]
The minimum distance is 923157.712031915 between [4859106, 3934420] and [4867226, 4857542]
The points in the strip are: [[4822918, 2463046], [4859106, 3934420], [4867226, 4857542], [4833782, 6235961]]
The minimum distance outside the strip is: 923157.712031915
The minimum distance is 923157.712031915 between [4859106, 3934420] and [4867226, 4857542]
The points in the strip are: [[4817015, 878519], [4822918, 2463046], [4817455, 2648073], [4859106, 3934420], [4811353, 3954737], [4867226, 4857542], [4833782, 6235961]]
The minimum distance outside the strip is: 923157.712031915
The minimum distance is 51895.3706798593 between [4859106, 3934420] and [4811353, 3954737]
The input points are: [[4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561], [4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335]]
left half of points: [[4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561]]
right half of points: [[4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335]]
The input points are: [[4869993, 188169], [4887052, 5743958], [4909760, 638303], [4913667, 5523561]]
left half of points: [[4869993, 188169], [4887052, 5743958]]
right half of points: [[4909760, 638303], [4913667, 5523561]]
The input points are: [[4869993, 188169], [4887052, 5743958]]
Using brute force for following 2-3 points: [[4869993, 188169], [4887052, 5743958]]
The minimum distance is 5555815.189691069 between [4869993, 188169] and [4887052, 5743958]
The input points are: [[4909760, 638303], [4913667, 5523561]]
Using brute force for following 2-3 points: [[4909760, 638303], [4913667, 5523561]]
The minimum distance is 4885259.562317339 between [4909760, 638303] and [4913667, 5523561]
The points in the strip are: [[4869993, 188169], [4909760, 638303], [4913667, 5523561], [4887052, 5743958]]
The minimum distance outside the strip is: 4885259.562317339
The minimum distance is 221998.18880792698 between [4913667, 5523561] and [4887052, 5743958]
The input points are: [[4962644, 1864604], [4973721, 6902799], [4981374, 8525801], [5002566, 2035335]]
left half of points: [[4962644, 1864604], [4973721, 6902799]]
right half of points: [[4981374, 8525801], [5002566, 2035335]]
The input points are: [[4962644, 1864604], [4973721, 6902799]]
Using brute force for following 2-3 points: [[4962644, 1864604], [4973721, 6902799]]
The minimum distance is 5038207.176958288 between [4962644, 1864604] and [4973721, 6902799]
The input points are: [[4981374, 8525801], [5002566, 2035335]]
Using brute force for following 2-3 points: [[4981374, 8525801], [5002566, 2035335]]
The minimum distance is 6490500.596873865 between [4981374, 8525801] and [5002566, 2035335]
The points in the strip are: [[4962644, 1864604], [5002566, 2035335], [4973721, 6902799], [4981374, 8525801]]
The minimum distance outside the strip is: 5038207.176958288
The minimum distance is 175336.3637269805 between [4962644, 1864604] and [5002566, 2035335]
The points in the strip are: [[4869993, 188169], [4909760, 638303], [4962644, 1864604], [5002566, 2035335], [4913667, 5523561], [4887052, 5743958], [4973721, 6902799], [4981374, 8525801]]
The minimum distance outside the strip is: 175336.3637269805
The minimum distance is 175336.3637269805 between [4962644, 1864604] and [5002566, 2035335]
The points in the strip are: [[4869993, 188169], [4909760, 638303], [4822918, 2463046], [4859106, 3934420], [4867226, 4857542], [4913667, 5523561], [4887052, 5743958], [4833782, 6235961]]
The minimum distance outside the strip is: 51895.3706798593
The minimum distance is 221998.18880792698 between [4913667, 5523561] and [4887052, 5743958]
The input points are: [[5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491], [5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
left half of points: [[5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491]]
right half of points: [[5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
The input points are: [[5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974], [5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491]]
left half of points: [[5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974]]
right half of points: [[5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491]]
The input points are: [[5020597, 566654], [5036249, 4028324], [5147415, 7260826], [5152764, 6737974]]
left half of points: [[5020597, 566654], [5036249, 4028324]]
right half of points: [[5147415, 7260826], [5152764, 6737974]]
The input points are: [[5020597, 566654], [5036249, 4028324]]
Using brute force for following 2-3 points: [[5020597, 566654], [5036249, 4028324]]
The minimum distance is 3461705.3852117457 between [5020597, 566654] and [5036249, 4028324]
The input points are: [[5147415, 7260826], [5152764, 6737974]]
Using brute force for following 2-3 points: [[5147415, 7260826], [5152764, 6737974]]
The minimum distance is 522879.3605651307 between [5147415, 7260826] and [5152764, 6737974]
The points in the strip are: [[5020597, 566654], [5036249, 4028324], [5152764, 6737974], [5147415, 7260826]]
The minimum distance outside the strip is: 522879.3605651307
The minimum distance is 522879.3605651307 between [5152764, 6737974] and [5147415, 7260826]
The input points are: [[5160834, 4788502], [5217125, 8871335], [5230517, 6339108], [5243476, 533491]]
left half of points: [[5160834, 4788502], [5217125, 8871335]]
right half of points: [[5230517, 6339108], [5243476, 533491]]
The input points are: [[5160834, 4788502], [5217125, 8871335]]
Using brute force for following 2-3 points: [[5160834, 4788502], [5217125, 8871335]]
The minimum distance is 4083221.0303349975 between [5160834, 4788502] and [5217125, 8871335]
The input points are: [[5230517, 6339108], [5243476, 533491]]
Using brute force for following 2-3 points: [[5230517, 6339108], [5243476, 533491]]
The minimum distance is 5805631.463188996 between [5230517, 6339108] and [5243476, 533491]
The points in the strip are: [[5243476, 533491], [5160834, 4788502], [5230517, 6339108], [5217125, 8871335]]
The minimum distance outside the strip is: 4083221.0303349975
The minimum distance is 1552170.9595675988 between [5160834, 4788502] and [5230517, 6339108]
The points in the strip are: [[5243476, 533491], [5020597, 566654], [5036249, 4028324], [5160834, 4788502], [5230517, 6339108], [5152764, 6737974], [5147415, 7260826], [5217125, 8871335]]
The minimum distance outside the strip is: 522879.3605651307
The minimum distance is 225332.71668801227 between [5243476, 533491] and [5020597, 566654]
The input points are: [[5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478], [5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
left half of points: [[5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478]]
right half of points: [[5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
The input points are: [[5264790, 873946], [5290534, 4288347], [5340574, 7705467], [5361352, 2900478]]
left half of points: [[5264790, 873946], [5290534, 4288347]]
right half of points: [[5340574, 7705467], [5361352, 2900478]]
The input points are: [[5264790, 873946], [5290534, 4288347]]
Using brute force for following 2-3 points: [[5264790, 873946], [5290534, 4288347]]
The minimum distance is 3414498.051300806 between [5264790, 873946] and [5290534, 4288347]
The input points are: [[5340574, 7705467], [5361352, 2900478]]
Using brute force for following 2-3 points: [[5340574, 7705467], [5361352, 2900478]]
The minimum distance is 4805033.924480138 between [5340574, 7705467] and [5361352, 2900478]
The points in the strip are: [[5264790, 873946], [5361352, 2900478], [5290534, 4288347], [5340574, 7705467]]
The minimum distance outside the strip is: 3414498.051300806
The minimum distance is 1389674.6202924626 between [5361352, 2900478] and [5290534, 4288347]
The input points are: [[5368126, 9552384], [5395540, 2912246], [5420809, 4412827], [5431315, 5985019]]
left half of points: [[5368126, 9552384], [5395540, 2912246]]
right half of points: [[5420809, 4412827], [5431315, 5985019]]
The input points are: [[5368126, 9552384], [5395540, 2912246]]
Using brute force for following 2-3 points: [[5368126, 9552384], [5395540, 2912246]]
The minimum distance is 6640194.589501124 between [5368126, 9552384] and [5395540, 2912246]
The input points are: [[5420809, 4412827], [5431315, 5985019]]
Using brute force for following 2-3 points: [[5420809, 4412827], [5431315, 5985019]]
The minimum distance is 1572227.1022024776 between [5420809, 4412827] and [5431315, 5985019]
The points in the strip are: [[5395540, 2912246], [5420809, 4412827], [5431315, 5985019], [5368126, 9552384]]
The minimum distance outside the strip is: 1572227.1022024776
The minimum distance is 1500793.743297859 between [5395540, 2912246] and [5420809, 4412827]
The points in the strip are: [[5264790, 873946], [5361352, 2900478], [5395540, 2912246], [5290534, 4288347], [5420809, 4412827], [5431315, 5985019], [5340574, 7705467], [5368126, 9552384]]
The minimum distance outside the strip is: 1389674.6202924626
The minimum distance is 36156.67528963359 between [5361352, 2900478] and [5395540, 2912246]
The points in the strip are: [[5243476, 533491], [5264790, 873946], [5290534, 4288347], [5230517, 6339108]]
The minimum distance outside the strip is: 36156.67528963359
The minimum distance is 341121.523245016 between [5243476, 533491] and [5264790, 873946]
The points in the strip are: [[5020597, 566654], [5002566, 2035335], [5036249, 4028324]]
The minimum distance outside the strip is: 36156.67528963359
The minimum distance is 1468791.6791437783 between [5020597, 566654] and [5002566, 2035335]
The input points are: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541], [5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105]]
left half of points: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541]]
right half of points: [[5813536, 7431360], [5826206, 1640879], [5837060, 3500857], [5843859, 7202431], [5847574, 1778334], [5857743, 2822318], [5866812, 7736967], [5891834, 2794561], [5897125, 7856836], [5924292, 4022863], [5958036, 2427306], [5972173, 2142334], [6000153, 7671388], [6053467, 5948386], [6102626, 2744322], [6153777, 2281105]]
The input points are: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015], [5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541]]
left half of points: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015]]
right half of points: [[5701071, 2274841], [5702134, 9436169], [5714117, 6338243], [5746404, 2234259], [5765154, 3236077], [5782236, 4408766], [5796320, 8195666], [5806715, 9535541]]
The input points are: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188], [5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015]]
left half of points: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188]]
right half of points: [[5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015]]
The input points are: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188]]
Using brute force for following 2-3 points: [[5503573, 4168248], [5516009, 5525985], [5520195, 526188]]
The minimum distance is 1357793.9516970166 between [5503573, 4168248] and [5516009, 5525985]
The input points are: [[5598994, 5007717], [5611912, 7581923], [5657190, 6268035], [5691932, 7518015]]
left half of points: [[5598994, 5007717], [5611912, 7581923]]
right half of points: [[5657190, 6268035], [5691932, 7518015]]
The input points are: [[5598994, 5007717], [5611912, 7581923]]
Using brute force for following 2-3 points: [[5598994, 5007717], [5611912, 7581923]]
The minimum distance is 2574238.412649458 between [5598994, 5007717] and [5611912, 7581923]
The input points are: [[5657190, 6268035], [5691932, 7518015]]
Using brute force for following 2-3 points: [[5657190, 6268035], [5691932, 7518015]]
The minimum distance is 1250462.7171427384 between [5657190, 6268035] and [5691932, 7518015]
The points in the strip are: [[5598994, 5007717], [5657190, 6268035], [5691932, 7518015], [5611912, 7581923]]
The minimum distance outside the strip is: 1250462.7171427384
The minimum distance is 102408.16795549073 between [5691932, 7518015] and [5611912, 7581923]
